that's awesome; I'm glad we live in this wicked sweet world!!
100.00%: 
14.04%:  I
0.11%:  we still have the
0.11%:  it was this
0.11%:  we didn
0.11%:  while we
0.28%:  while we're at it I
0.47%:  while we're at it I'd like to ded
0.30%:  while we're at it I'd like to change
0.28%:  while we're at it I think
0.22%:  while we're at it I'm
0.18%:  while we're at it I think we
0.17%:  while we're on
0.14%:  while we're at it let
0.51%:  while we're at it let's give
0.39%:  while we're at it let's change
0.18%:  while we're at it let's give him
0.14%:  while we're at it I've
0.13%:  while we're at it I'd like to give
0.13%:  while we're at it we
0.24%:  while we're at it we might
0.48%:  while we're at it we might as well make
0.35%:  while we're at it we might as well add
0.21%:  while we're at it we might as well move
0.15%:  while we're at it we might as well do
0.12%:  while we're at it I might
0.11%:  I'm making a
0.11%:  I might've made all this
0.11%:  I don't see how this
0.11%:  this gives
0.11%:  this gives me a
0.11%:  I liked the
0.11%:  that gives me a
0.11%:  I think we'll leave
0.11%:  he got his
0.11%:  it's weird that he
0.47%:  it's weird that he's called
0.11%:  doctor
0.11%:  he's still with
0.11%:  while we're at it let's make
0.11%:  I'll admit this
0.11%:  I might've made those
0.11%:  some
0.11%:  this makes me wonder what
0.11%:  that's a lie I made
0.11%:  his thesis
0.11%:  it's kinda weird that he
0.97%:  it's kinda weird that he's called
0.11%:  it's a whole thing
0.11%:  that's where it comes
0.11%:  it's more like he added
0.11%:  there have
0.11%:  he gave the
0.11%:  I think it's more called
0.11%:  I'd like to see what
0.11%:  it's hard to tell who's making
0.11%:  I lied;
0.11%:  that's a little
0.52%:  that's a little weird
0.21%:  that's a little weird when
0.11%:  it's a good
0.11%:  it's more like he's given his
0.11%:  it's made him this
0.11%:  I might write
0.11%:  it doesn't work as
0.83%:  it doesn't work as well
1.08%:  it doesn't work as well with
0.21%:  it doesn't work as well as
0.11%:  while we're at it we might as well ask
0.11%:  we're doing this all
0.11%:  it's made him the world's oldest
0.11%:  I made these
0.16%:  I made these words
0.13%:  I made these things
0.11%:  it's kinda hard to tell
0.11%:  this is the world I
0.11%:  it's more like he was given the
0.11%:  it's not clear who
0.11%:  he lives
0.11%:  I read his
0.10%:  all I did was write the
0.10%:  that was his
0.10%:  I hate
0.10%:  I wrote his
0.10%:  he still lives
0.10%:  it's kinda weird how the
0.10%:  these things
0.10%:  it's his work with
0.10%:  the math
0.10%:  I mis
0.10%:  it's hard to tell with
0.10%:  that's like the worst name
0.10%:  it's kinda the worst
0.10%:  it's more like the sem
0.10%:  this will
0.10%:  he was making
0.10%:  this is a great
0.10%:  that was his middle
0.10%:  he doesn't like the
0.10%:  I've come
0.10%:  we all agree
0.10%:  it's not a
0.10%:  it made him the world
0.16%:  it made him the world's second
0.10%:  he won
0.10%:  I think it's made
0.10%:  it's god
0.10%:  when I write
0.10%:  there's a new
0.10%:  it's kinda weird how these
0.10%:  this is the world we all
0.10%:  I'm kinda glad this is
0.97%:  I'm kinda glad this is the world we'
0.11%:  I'm kinda glad this is the world we've
0.10%:  he wrote that
0.10%:  this whole time I was rec
0.10%:  that made me think
0.10%:  there's like this
0.10%:  it's weird that I
0.17%:  it's weird that I know
0.10%:  it's more like I'
0.10%:  let's never
0.10%:  this gives me ideas
0.10%:  he likes cheese
0.10%:  we've had
0.16%:  we've had this
0.10%:  he's still alive; he's 
0.10%:  he doesn't like the word
0.10%:  where
0.14%:  where did
0.20%:  where did I get this
0.16%:  where did I get that
0.10%:  it's weird that we
0.10%:  this might'
0.11%:  this might've worked
0.10%:  I like how
0.10%:  it's called hard
0.10%:  I've read it
0.10%:  wait there
0.29%:  wait there's like
0.10%:  wait that's like
0.10%:  the world we live in might
0.10%:  I think he's made more
0.10%:  his work is called
0.10%:  this is all I'm ever
0.10%:  it's the other one
0.10%:  I like this new
0.36%:  I like this new world we
0.24%:  I like this new world we'
0.13%:  I like this new world we've
0.27%:  I like this new world we've made
0.10%:  it's all I
0.10%:  it's kinda a
0.10%:  no I
0.12%:  no I'
0.10%:  that makes him one
0.10%:  the world we lived
0.20%:  the world we lived in was
0.10%:  while we're at it let's add
0.10%:  his work made
0.10%:  the world'
0.10%:  it's kinda great
0.10%:  we all know him
0.10%:  I did that
0.10%:  that's the world we lived in last
0.42%:  that's the world we lived in last week;
0.32%:  that's the world we lived in last week; I'
0.13%:  that's the world we lived in last week!!
0.12%:  that's the world we lived in last week; we
0.10%:  it's kinda weird how he's called
0.10%:  what he did was create
0.10%:  I read it
0.10%:  it's one
0.10%:  I think we've made this
0.10%:  I think we've missed
0.10%:  he said he
0.12%:  he said he liked
0.10%:  it's given
0.16%:  it's given him the
0.10%:  I have like
0.10%:  he doesn't like gr
0.10%:  we've all agreed that'
0.10%:  it's more like sem
0.10%:  we're making that
0.10%:  when he died
0.10%:  that doesn't work as
1.75%:  that doesn't work as well with
0.18%:  that doesn't work as well as I'd wished
0.11%:  that doesn't work as well as I'd wished it
0.10%:  since
0.10%:  that's all I know right
0.10%:  it's more like he didn
0.10%:  where did this
0.19%:  where did this come
0.10%:  that was the weird
0.10%:  that doesn't work well with sc
0.10%:  it's more like he's given a
0.10%:  I wrote this in
0.10%:  it's like the weird
0.10%:  this is all making
0.10%:  it's like his
0.10%:  the title is
0.10%:  we never
0.10%:  there's an
0.10%:  it's what he's most
0.10%:  he doesn't get called
0.10%:  I think we've all agreed that'
0.10%:  this is the world I'
0.10%:  while we're at it I've got
0.10%:  the two
0.10%:  I kinda wish he
0.10%:  wait this whole
0.10%:  I might've made that second
0.10%:  I wrote this song
0.29%:  I wrote this song while
0.10%:  I'm kinda glad we
0.14%:  I'm kinda glad we're still
0.10%:  I've added some
0.10%:  it's called the sem
0.10%:  he's also
0.10%:  it's the hard
0.10%:  we think he'
0.18%:  we think he's dead
0.10%:  all I did was remove
0.10%:  it's more like he's given the
0.10%:  the whole world
0.10%:  it's more like he's got
0.10%:  it's more like he was the second
0.10%:  I've no idea where this
0.10%:  it's hard to tell the
0.10%:  I think this was
0.10%:  it doesn't make him a god
0.10%:  it's come
0.10%:  he's still alive and might
0.10%:  there was no
0.10%:  I need
0.10%:  this song is called
0.10%:  we need
0.10%:  it's more called
0.10%:  I'm having a little
0.10%:  the ac
0.10%:  it's more like he's a child
0.10%:  I'm still having
0.09%:  it's not called
0.09%:  I think it was his sem
0.09%:  it's the middle
0.09%:  wait I've
0.09%:  I might have said
0.09%:  it made him this
0.09%:  he wrote his sem
0.09%:  he's the origin
0.09%:  I think the sem
0.09%:  it's worth a
0.09%:  it's making me wish I had
0.09%:  I made him write
0.09%:  we don't have time right
0.09%:  he died three
0.09%:  it's more his sem
0.09%:  he writes
0.09%:  it's like the worst thing I
0.09%:  I've made this whole
0.09%:  he doesn't seem
0.10%:  he doesn't seem like
0.09%:  that'd
0.14%:  that'd make
0.09%:  I had to make
0.09%:  this isn't a
0.09%:  that's some
0.09%:  comes
0.09%:  I think we've got
0.09%:  it's more that he's made
0.09%:  it's where
0.10%:  it's where the
0.09%:  it's all kinda
0.09%:  it's more like I've
0.09%:  I think he got
0.09%:  I'd heard
0.09%:  when I read it
0.09%:  those are the
0.09%:  I am making
0.09%:  while we're at it let's go
0.11%:  while we're at it let's go with
0.09%:  he did this
0.09%:  this whole time I've wanted
0.09%:  there isn
0.09%:  this is a lie
0.09%:  what the
0.09%:  it's more that he's well
0.09%:  I don't like how
0.15%:  I don't like how this
0.09%:  it's more like he solved the
0.09%:  he was still
0.09%:  that's all the
0.09%:  it seems
0.14%:  it seems like
0.11%:  it seems like he was
0.09%:  it's what he's called
0.09%:  I've got some
0.09%:  with
0.09%:  he's still alive so he gets
0.29%:  he's still alive so he gets to decide
0.09%:  he's still alive so he gets credit
0.09%:  this is all I know
0.09%:  his real name'
0.09%:  I think we all agree
0.09%:  this is the least
0.09%:  this might work
0.09%:  I still like the
0.09%:  it's the world we all
0.09%:  while we're at it let's give him a second
0.09%:  I've made him a
0.09%:  it was his work on the
0.09%:  no it
0.14%:  no it'
0.09%:  no it's called
0.09%:  while we're at it we might as well admit
0.09%:  it's called things
0.09%:  he was never called
0.09%:  all I'
0.17%:  all I'm doing
0.22%:  all I'm doing is rec
0.20%:  all I'm doing here
0.15%:  all I've
0.19%:  all I've done is write
0.09%:  his other
0.09%:  that's kinda weird how
0.09%:  I looked him
0.09%:  I've still
0.09%:  this whole time I'm
0.09%:  it's the latter!!
0.09%:  it's more like the god
0.09%:  it's called the '
0.09%:  he's never called
0.09%:  it's more the second
0.09%:  let's go
0.18%:  let's go with
0.09%:  it's making me a
0.09%:  I've made him into
0.09%:  I don't see how we
0.13%:  I don't see how we're still
0.19%:  I don't see how we're still alive
0.09%:  his name's like
0.09%:  I've made this all
0.09%:  that word
0.09%:  it's clear
0.09%:  that was wrong
0.09%:  I've said that
0.10%:  I've said that wrong
0.12%:  I've said that wrong twice
0.12%:  I've said that wrong like
0.09%:  I don't see what
0.15%:  I don't see what'
0.09%:  I like it
0.11%:  I like it when
0.09%:  it's all kind
0.09%:  what's the word
0.09%:  he's still alive and he wrote it
0.09%:  I might've made the second
0.09%:  there's a whole lot
0.09%:  it's more like we
0.09%:  wait I'm making
0.10%:  wait I'm making this worse
0.09%:  where did I get the
0.09%:  there's also this
0.09%:  I think he calls
0.09%:  I think it's more his
0.09%:  that's more like what
0.09%:  it's more that he made
0.09%:  I've got this all
0.09%:  that's not where
0.09%:  he's still here
0.09%:  it's some
0.09%:  it's like the world we
0.21%:  it's like the world we lived
0.09%:  he died last week and
0.09%:  it's kinda weird that we
0.12%:  it's kinda weird that we've
0.09%:  what he'
0.09%:  it's a little weird how he's named
0.09%:  it'll
0.09%:  more
0.13%:  more like
0.09%:  he asked
0.09%:  he's called that
0.09%:  I'd never call
0.09%:  it's the same word twice
0.09%:  his middle name is '
0.09%:  it makes him the world's oldest
0.09%:  I think we've all made him
0.09%:  what he's called
0.09%:  it's like the worst thing I've said
0.09%:  it's more like a child
0.09%:  it seems like he'
0.09%:  that's how we
0.09%:  it'd
0.09%:  he's a little more
0.09%:  that makes me wonder
0.09%:  I wrote these
0.09%:  that's kinda how
0.09%:  this is where we get
0.09%:  it was the word
0.09%:  it was more like the
0.09%:  what I wrote
0.09%:  this worked
0.09%:  that's all we
0.14%:  that's all we know right
0.09%:  his kids
0.09%:  his kids are called
0.09%:  this is where I got
0.08%:  it's two
0.08%:  his kids were
0.08%:  he was given
0.08%:  I like that
0.08%:  let's go with the second
0.08%:  I think it's weird how
0.08%:  it's sem
0.08%:  I think it might've made
0.08%:  there's little
0.08%:  it's making me a little sad
0.08%:  there's like ten
0.08%:  he died two
0.14%:  he died two weeks
0.08%:  it's not clear who'
0.08%:  now that I write
0.08%:  I wrote that while we
0.08%:  I think we've made that
0.08%:  he'll
0.08%:  I wanted
0.08%:  this might make a
0.08%:  he's named
0.08%:  I've no idea which
0.08%:  there might
0.08%:  it was like the
0.08%:  it's the world we lived in 
0.08%:  we made
0.08%:  while we're at it we might as well stick
0.08%:  we call his
0.08%:  he was there
0.08%:  he's still alive so I'd
0.08%:  what I did there was give
0.08%:  that's where it gets
0.08%:  the word was
0.08%:  he doesn't write like
0.08%:  his work in
0.08%:  this is the wrong
0.08%:  I'm like
0.08%:  this is now
1.15%:  this is now the world we lived
0.29%:  this is now the world we'
0.09%:  this is now the world we've all
0.08%:  that's all I've got time
0.08%:  we've called
0.13%:  we've called him
0.09%:  we've called him the
0.08%:  it's still the same world
0.08%:  it's made him a world
0.08%:  while we're at it I'd like to get
0.08%:  this is all I've read
0.08%:  it doesn't make me
0.08%:  he died like three
0.08%:  I think it was the
0.08%:  I'd like to hear what
0.08%:  there was some
0.08%:  that's all I've read
0.08%:  it made him the world's oldest
0.08%:  we think he was
0.08%:  he's more like a middle
0.24%:  he's more like a middle child
0.08%:  I think there's a mis
0.08%:  I think we've lost
0.08%:  this is making me re
0.08%:  it's the world we live in;
0.08%:  it was his mother
0.08%:  he died last week so
0.08%:  it's the world we lived in last week; we
0.08%:  this is all I'm doing with
0.08%:  he's kinda racist
0.08%:  now that I've heard
0.08%:  I'm kinda scared
0.08%:  that's all I have
0.08%:  he's in
0.08%:  I have to
0.08%:  we're still having
0.08%:  all this
0.08%:  it's more that he did
0.08%:  I liked that
0.08%:  that makes it
0.08%:  it's kinda weird how this
0.08%:  it's hard to get
0.08%:  no I made
0.08%:  it's all the same thing
0.08%:  he's doing
0.08%:  he's never liked
0.08%:  that's a thing
0.08%:  he did some
0.08%:  I think it's still
0.08%:  while we're at it let's also
0.22%:  while we're at it let's also give
0.08%:  all the credit goes to him
0.08%:  there's no sem
0.08%:  it's given him some
0.08%:  what he did was design
0.08%:  I think he added
0.08%:  I don't get how
0.08%:  he's still doing
0.08%:  there's like a whole list
0.08%:  I'd like to change
0.08%:  I made the last line
0.08%:  it's kinda sad
0.08%:  it's me who made
0.08%:  it's what he's most well
0.08%:  it's like a whole
0.11%:  it's like a whole thing
0.08%:  that doesn't work as well with '
0.08%:  it's more like he's made his
0.08%:  I can't make
0.08%:  it's hard to tell what's come
0.08%:  I think he died a
0.08%:  what I did there was like
0.08%:  we're still kinda
0.08%:  it's me who wrote this
0.08%:  all he
1.16%:  all he did was write
1.18%:  all he did was write down
1.36%:  all he did was write down the
0.68%:  all he did was write down some
0.58%:  all he did was give
0.48%:  all he did was come
0.39%:  all he did was give the
0.27%:  all he did was write the
0.26%:  all he did was write some
0.14%:  all he did was give it
0.12%:  all he did was write down some math
0.09%:  all he did was make
0.09%:  all he did was write down what
0.08%:  all he did was give some
0.08%:  all he did was solve
0.08%:  while we're at it I'd like to add
0.08%:  I don't have the time
0.08%:  he made the
0.08%:  I looked this
0.08%:  I'm making all those
0.14%:  I'm making all those words
0.08%:  he thinks
0.08%:  I will
0.09%:  I will never
0.08%:  it's made him the single
0.08%:  we still don't have the
0.08%:  this is where I'd
0.08%:  it was in
0.08%:  I'd like to have
0.08%:  I still like him
0.08%:  called
0.08%:  he was doing
0.08%:  it's weird that I'
0.08%:  let's all
0.10%:  let's all agree
0.08%:  while we're at it I might as well add
0.08%:  it's kinda awesome
0.08%:  it's the world we lived in two
0.67%:  it's the world we lived in two weeks
0.08%:  it is called
0.08%:  all I did was change the title
0.08%:  I think we've all missed
0.08%:  I wrote that down
0.13%:  I wrote that down while
0.08%:  he's like a
0.08%:  it's a thing called
0.08%:  it's closer
0.08%:  we've called him the latter
0.08%:  there's like a lot
0.08%:  now that I've said it like
0.08%:  I think he lives
0.08%:  it doesn't work as well with the middle
0.08%:  I don't like how this came
0.08%:  this is where we live
0.08%:  that's made me
0.08%:  wait he
0.09%:  wait he's still
0.08%:  he gave it
0.08%:  that comes
0.08%:  this whole time I'd
0.08%:  this all makes
0.08%:  I kinda wrote
0.08%:  we've all agreed that we
0.08%:  what I've done
0.17%:  what I've done here
0.08%:  sir
0.08%:  it was called like
0.08%:  while we're at it let's get
0.08%:  where did that
0.17%:  where did that come
