DON'T THINK PEOPLE ACTUALLY USED "ALACK" LIKE THAT
100.00%: 
16.58%:  CAN
3.86%:  USED TO CALL YOU THE
2.77%:  USED TO CALL YOU THAT AND
1.39%:  USED TO CALL YOU '
1.30%:  USED TO CALL YOU THAT AND TH
1.10%:  USED TO CALL YOU THAT AND IT
1.04%:  USED TO CALL YOU THAT IN H
0.92%:  COULD USE A LITTLE HELP ACT
0.92%: 'LL TA
2.40%: 'LL TAKE THE
2.39%: 'LL TAKE THAT
2.19%: 'LL TAKE THAT AS A NO
1.96%: 'LL TAKE THAT AS AN
1.82%: 'LL TAKE THAT AS A Y
1.55%: 'LL TAKE THAT AS A "NO
1.37%: 'LL TAKE YOU
0.93%: 'LL TAKE YOU TO
1.35%: 'LL TAKE YOU TO THE
0.92%:  NEED YOU TO HANDLE ALL
0.91%: 'LL LET YOU KEEP THAT S
0.91%: 'LL CO
0.91%:  THINK YOU SPO
0.91%: 'LL TAKE ANY
0.90%: 'LL LET YOU DO THAT IN
0.90%:  CAN TELL THAT'
1.59%:  CAN TELL THAT'S NOT
0.90%:  COULD USE A LITTLE HEE
0.90%:  NEED TO TELL YOU TH
0.90%:  CAN TOTALLY HANDLE SO
0.89%:  THINK YOU NEED SO
0.89%:  CAN TOTALLY CON
0.89%:  COULDN'T HELP IT SH
0.89%:  NEED YOU TO USE
0.89%:  KINDA THINK YOU SHOULD AL
0.89%:  USED TO CALL YOU THAT AT
0.89%:  THINK YOU'LL NOTICE THE
0.89%:  COULD USE A LITTLE AD
0.88%:  NEED YOU TO ACT
0.89%:  NEED YOU TO ACT LIKE A
0.88%:  DON'T THINK YOU SPE
0.88%:  NEED YOU TO STEP
0.88%:  USED TO CALL YOU T
0.88%:  COULD USE A LITTLE HELP ALACK H
0.88%:  COULD CALL THE
0.88%:  NEED YOU TO TALK A
0.88%:  COULD USE A LITTLE HELP AND IT
0.88%:  CAN HELP YOU DO THAT IN
0.88%:  THINK YOU NEED TO H
0.88%: 'LL TAKE THE S
0.88%:  COULD USE A LITTLE T
0.87%:  COULDN'T HELP NOTICE THAT I SA
0.87%:  CAN AL
0.96%:  CAN ALSO DO
0.87%:  CAN SEE YOU IN
0.87%:  NEED YOU TO CHECK AND
0.87%:  DON'T ACTUALLY NEED THAT
0.87%:  THINK THAT'S ALL
0.95%:  THINK THAT'S ALL YOU
0.87%:  CAN'T HELP IT IT
0.87%:  NEED THE KEYS NO
0.87%:  THINK YOU CAN DO THAT L
0.87%:  NEED TO CHECK SO
0.87%: 'LL LET YOU KEEP T
0.87%:  THINK YOU SHOULD TAKE AN AP
0.87%:  COULD TOTALLY K
1.07%:  COULD TOTALLY KICK
0.87%:  COULDN'T A
2.02%:  COULDN'T ASK YOU
0.87%: 'LL TELL THE H
0.87%:  HAD NO IDEA S
0.87%: 'D LIKE TO THANK ALL THE PEOPLE AND
0.87%: 'LL LET YOU IN ON THE
0.86%: 'LL TELL YOU THE SE
0.86%:  THINK YOU'LL NE
1.67%:  THINK YOU'LL NEED THE
1.31%:  THINK YOU'LL NEED THESE TO
0.86%:  HAD NO IDEA YOU L
0.86%:  COULD USE A LITTLE HELP IN THE T
0.85%:  THINK THAT'S ACT
8.81%:  THINK THAT'S ACTUALLY A
3.55%:  THINK THAT'S ACTUALLY ONE
3.21%:  THINK THAT'S ACTUALLY AN
2.52%:  THINK THAT'S ACTUALLY KIND
2.34%:  THINK THAT'S ACTUALLY EN
1.51%:  THINK THAT'S ACTUALLY ALL
1.51%:  THINK THAT'S ACTUALLY LE
1.29%:  THINK THAT'S ACTUALLY P
1.02%:  THINK THAT'S ACTUALLY A P
0.93%:  THINK THAT'S ACTUALLY C
3.20%:  THINK THAT'S ACTUALLY CALLED A
1.98%:  THINK THAT'S ACTUALLY CALLED AN
1.48%:  THINK THAT'S ACTUALLY CALLED "PL
1.25%:  THINK THAT'S ACTUALLY CALLED "DO
1.00%:  THINK THAT'S ACTUALLY CALLED "PO
0.85%:  COULD NE
0.85%:  THINK YOU NEED TO CH
1.14%:  THINK YOU NEED TO CHILL
0.85%: 'LL TAKE THAT AS AN IN
0.85%:  COULD USE A LITTLE HELP I
0.85%:  USED TO THINK YOU H
1.07%:  USED TO THINK YOU HAD A
0.85%:  CAN TOTALLY DO S
0.85%:  COULD USE A HELP H
0.85%:  CAN TOTALLY PULL THE
0.85%:  THINK YOU SHOULD TAKE A D
0.84%:  CAN'T HELP THE
0.84%: 'LL DO THE
0.84%:  THINK YOU NEED TO TAKE A SE
0.84%:  COULD USE A LITTLE HELP L
0.84%:  PUT THE KEYS IN THE CLOCK
0.84%:  THINK I LE
0.84%:  THINK YOU SHOULD CALL IT
0.84%:  NEED YOU TO TELL ALL THE H
0.83%:  NEED YOU TO KEEP THIS UP
0.83%:  THINK YOU NEED TO SPELL IT
0.83%:  THINK YOU SHOULD CANCEL ALL
0.83%:  THINK THAT'S ACTUALLY A L
0.83%:  CAN'T ST
0.83%:  CAN TOTALLY SEE IT
0.83%:  NEED YOU TO TA
1.00%:  NEED YOU TO TAKE THIS
0.86%:  NEED YOU TO TAKE A
0.83%:  COULD USE A HAND O
0.82%: 'LL TAKE YOU OUT
0.82%:  CAN TOTALLY USE THE
0.82%:  THINK YOU SHOULDA
0.82%:  USED TO THINK THE
0.82%:  COULDN'T HELP NOTICE THAT IS
0.82%:  CAN'T HELP IT SH
0.82%:  CAN TOTALLY SEE THAT AND AL
0.82%:  DON'T ACTUALLY SPE
0.82%:  HAD NO IDEA YOU T
0.82%:  CAN SEE THE TYPE
0.81%:  THINK YOU NEED TO SPELL CHECK ALL
0.81%:  USED TO CALL YOU H
0.81%:  CAN SEE YOU OUT THE
0.81%:  THINK YOU LO
0.81%:  NEED TO PICK YOU UP AND
0.81%:  COULD USE A LITTLE HELP DET
0.81%:  THINK YOU NEED TO K
0.81%:  THINK YOU NEED TO PICK
0.81%:  COULDN'T HELP TH
0.80%:  DON'T THINK S
0.80%:  COULD CALL YOU SHA
0.80%: 'LL LET YOU KEEP A
0.80%:  KINDA NEED THAT
0.80%:  COULD USE A LITTLE HELP ON THE "
0.80%:  CAN'T STAND
0.80%: 'D LIKE TO TELL YOU THAT S
0.80%:  THINK THAT'S ACTUALLY CON
0.80%:  CAN'T HELP THIS
0.80%:  NOTICE
1.91%:  NOTICE YOU'
1.12%:  NOTICE YOU D
1.08%:  NOTICE YOU USE
0.80%:  THINK YOU COULD STILL
0.80%:  CAN HELP YOU DO THAT AND AL
0.80%: 'LL LET YOU T
2.70%: 'LL LET YOU TAKE THE
1.43%: 'LL LET YOU TELL
1.11%: 'LL LET YOU TAKE ALL
0.87%: 'LL LET YOU TAKE THE C
0.80%: 'LL LET YOU PUT
0.79%: 'D LO
0.79%:  NEED TO PUT
0.79%:  COULD USE A LITTLE HELP IN THE DAT
0.79%:  NEED YOU TO ASK THE
0.79%:  DON'T THINK IT CO
0.79%:  NEED YOU TO TELL US
0.79%:  THINK THAT YOU
0.91%:  THINK THAT YOU'
0.79%:  COULD USE A LITTLE LE
0.79%:  THINK YOU SHOULD TALK A L
0.98%:  THINK YOU SHOULD TALK A LITTLE A
0.85%:  THINK YOU SHOULD TALK A LITTLE LE
0.79%:  TOLD
0.89%:  TOLD YOU THAT
0.78%:  THINK YOU SHOULD KILL
0.78%:  COULD USE A LITTLE HELP PLAN
0.78%: 'D LIKE TO THINK THAT YOU CAN
0.78%:  NEED YOU TO PICK
1.08%:  NEED YOU TO PICK UP THE
0.78%:  PUT THE KEYS IN THE CLOCK AND
0.78%:  NEED TO TALK A
0.78%:  THINK THIS
0.78%:  THINK YOU SHOULD ALL
0.78%:  PUT THE KEYS ON THE COU
0.78%:  COULD TOTALLY HE
0.78%:  KINDA THINK YOU D
0.78%:  HAD NO IDEA YOU CAN
0.78%:  COULDN'T HELP NOTICE THAT I USE
0.78%:  COULD USE A LITTLE HELP ON THE P
0.77%:  CAN TOTALLY HANDLE ALL
0.78%:  CAN TOTALLY HANDLE ALL THAT
0.77%:  THINK THAT'S ACTUALLY IN
0.77%:  CAN TOTALLY PUT THE
0.77%:  CAN SEE THE KEY
0.77%:  DON'T ACTUALLY THINK IT
0.77%: 'D LIKE TO THANK YOU AND
0.77%:  HAD NO IDEA THAT YOU USE
0.77%:  HAD NO IDEA YOU SPEAK LI
0.77%:  CAN DO THE
0.77%:  NEED TO ST
0.77%:  KINDA NEED THOSE TO
0.76%:  CAN SEE IT
0.76%:  DON'T SE
1.31%:  DON'T SEE YOU
0.76%:  THINK YOU NEED TO PUT THE
0.76%:  CAN TOTALLY PULL THESE
0.76%:  THINK THAT'S ACTUALLY CALLED "P
0.76%:  DON'T ACTUALLY SPEAK THAT
0.76%:  CAN TOTALLY CO
0.76%:  KINDA THINK YOU SHOULD KEE
0.76%:  COULD USE A LITTLE CH
0.76%:  COULD USE A LITTLE HELP AND THE
0.76%:  NEED YOU TO SA
0.76%:  CAN'T HELP IT THAT I LO
0.76%:  THINK YOU NEED TO SPELL CHECK IT
0.76%: 'D LIKE TO SEE ONE
0.75%:  ASKED YOU ON
2.27%:  ASKED YOU ONCE AND
0.75%:  THINK YOU SHOULD TAKE C
0.75%:  KINDA NEED YOU TO T
0.75%:  ASKED YOU ONCE AL
0.75%:  DON'T THINK I E
0.75%:  DON'T THINK YOU SE
0.75%:  COULDN'T HELP IT IT
0.75%:  HAD NO IDEA THAT'S NOT
0.74%: 'LL LET YOU TAKE A
0.74%:  CAN TELL THE
0.74%:  THINK YOU SHOULD TAKE AN E
0.74%:  COULDN'T HELP NOTICES THAT ALL
0.74%:  COULDN'T HELP IT SHA
0.74%:  LIKE YOU
0.74%:  THINK THAT'S ACTUALLY AL
0.74%:  CAN SEE YOU AND HE
0.74%:  NEED YOU TO KEEP IT UP
0.74%:  LE
0.74%:  PUT THE KEYS IN THE POCKET ON
0.74%:  NEED YOU TO SPELL THE
0.74%:  KINDA NEED THAT KEY
0.73%:  COULD TOTALLY L
0.77%:  COULD TOTALLY LEND THE
0.77%:  COULD TOTALLY LIST
0.73%:  NEED YOU TO TAKE THE
0.73%:  HAD THE
0.73%:  COULD TOTALLY HANDLE THAT IN
0.73%:  NEED YOU TO CHECK THIS
0.73%:  CAN'T HELP THAT I LO
0.73%:  DON'T THINK YOU DES
0.73%:  COULD USE A LITTLE HELP EN
0.73%:  DON'T ACTUALLY NEED TO USE
0.73%: 'LL LET YOU CON
0.73%: 'LL TAKE THAT AS AN "
0.73%:  COULDN'T HELP NOTICE ALL THE P
0.73%:  CAN TOTALLY SEE THE AP
3.41%:  CAN TOTALLY SEE THE APPEAL IN
0.72%:  THINK YOU NEED TO SPEAK
1.67%:  THINK YOU NEED TO SPEAK UP A LITTLE H
0.72%:  DON'T THINK YOU SPELL
0.97%:  DON'T THINK YOU SPELL THAT
0.72%:  ASKED YOU ONCE AND ALL
0.72%:  COULD USE A LITTLE HELP AT THE C
0.72%:  COULDN'T HELP NOTICE A
0.72%:  COULD TOTALLY USE A LITTLE HAND
0.72%:  COULD USE A LITTLE HE
0.72%:  COULDN'T HELP NOTICE THE L
0.71%: 'LL LET YOU KEEP THE K
0.83%: 'LL LET YOU KEEP THE KIDS
0.71%:  COULD USE A LITTLE HELP CH
0.71%:  NEED YOU TO SPELL CHECK ALL
0.71%:  CAN SEE YOU AL
0.71%:  THINK YOU SHOULD EAT A
0.71%:  THINK YOU'LL EN
0.71%:  COULD USE AN INT
0.71%: 'D LIKE TO THINK YOU CAN
0.70%:  DON'T ACTUALLY U
0.70%:  ONLY A
1.21%:  ONLY ASKED ONE
0.92%:  ONLY ASKED ON
0.80%:  ONLY ASKED THAT
0.78%:  ONLY ASKED THE
0.70%:  THINK THAT'S ACTUALLY CLE
0.70%:  DON'T THINK SH
0.70%:  THINK YOU SHOULD TAKE A C
0.70%:  NEED TO TELL YOU THAT ALL
0.70%: 'D LIKE YOU
0.70%:  THINK YOU NEED TO SE
0.70%:  CAN TOTALLY DO THAT H
0.70%: 'LL CHECK
0.70%: 'LL LE
0.70%:  NEED TO CHECK OUT A
0.70%:  NEED THE KEYS THAT UN
0.70%:  SAID DO
0.70%:  THINK THAT'S ACTUALLY AN A
0.70%: 'LL LET YOU DO THAT AS
0.70%: 'LL LET YOU KEEP ALL THE PO
0.69%:  THINK THAT'S C
0.69%:  THINK YOU NEED TO L
0.69%:  THINK YOU O
0.69%:  NEED YOU TO L
0.69%:  CAN'T HELP YOU UNTIL I
0.69%:  NEED YOU TO PLEASE H
0.69%:  NEED TO CHECK IN
0.69%:  NEED TO USE THE LO
0.69%:  COULDN'T HELP NOTICE ALL THE "
0.69%:  NEED TO SEE YOU A
0.69%:  HAD NO IDEA YOU LI
0.69%: 'LL TALK TO YOU IN A L
0.76%: 'LL TALK TO YOU IN A LITTLE AND
0.69%:  NEED TO STEAL ONE
0.68%:  CAN TOTALLY SEE THAT'
0.68%:  THINK YOU SHOULD CE
0.68%: 'LL LET YOU KEEP ALL THE SH
0.68%:  CAN TOTALLY U
0.68%:  NEED TO PO
0.68%:  NEED YOU TO HANDLE THAT
0.68%: 'LL LET YOU ST
0.68%:  PUT THE KEYS ON TOP THE
0.68%:  KINDA THINK THAT
0.68%:  KINDA THINK THAT'S A
0.68%: 'D LIKE TO THANK E
0.68%:  COULD TOTALLY LISTEN IN
0.68%:  THINK THAT'S NOT
0.68%:  THINK YOU SHOULD EDIT
0.68%:  THINK YOU SHOULD TAKE A P
0.68%:  COULD USE A LITTLE HELP CLE
0.68%:  ASKED THE
0.68%: 'D LIKE TO THANK THE A
0.68%:  COULDN'T HELP NOTICE THAT SE
0.68%:  NEED YOU TO ACT LIKE THE
0.68%:  NEED YOU TO PUT THAT
0.67%:  ONLY ASKED THAT ON
0.67%:  COULD USE A LITTLE HELP IN P
0.67%:  LOST THE
0.67%:  NEED YOU TO SH
1.33%:  NEED YOU TO SHUT THE
0.67%:  THINK THAT'S KIND
0.67%:  KINDA THINK YOU AL
0.67%:  KINDA THINK YOU'D
0.67%:  COULD USE A LITTLE HELP OP
0.67%: 'LL TAKE THESE
0.67%:  NEED TO TA
0.84%:  NEED TO TAKE THE
0.73%:  NEED TO TAKE A
0.71%:  NEED TO TAKE YOU
0.67%:  PUT THE KEYS ON THE K
0.67%:  NEED YOU TO HEAD
0.67%:  THINK YOU SHOULD TELL A
0.67%:  NEED TO TELL YOU THAT I CAN
0.66%:  COULD TOTALLY USE THE HELP T
0.66%:  DON'T THINK HE LI
1.95%:  DON'T THINK HE LIKES YOU
0.66%:  COULD TOTALLY C
0.86%:  COULD TOTALLY CALL THE
0.66%:  COULD USE ANOT
0.66%: 'D LIKE TO TELL YOU THAT E
0.66%:  COULD TOTALLY TAL
0.66%: 'D LIKE TO A
0.66%:  PUT THE KEYS IN THE P
0.66%:  THINK I CAN HE
0.66%: 'D LIKE TO THANK ALL THE PEOPLE INCLU
0.66%:  CAN'T HELP THINK YOU
0.65%:  CAN'T HELP NOTICE
1.29%:  CAN'T HELP NOTICE THAT YOU USE
0.90%:  CAN'T HELP NOTICE THAT YOU D
0.90%:  CAN'T HELP NOTICE YOU
0.65%:  NEED TO TAKE A PO
0.65%: 'LL PUT
0.67%: 'LL PUT YOU
1.00%: 'LL PUT YOU IN ONE
0.87%: 'LL PUT YOU IN ALL
0.81%: 'LL PUT YOU IN ALL THE
0.73%: 'LL PUT YOU IN THE
0.67%: 'LL PUT YOU IN A S
0.65%:  THINK YOU NEED TO ACT
0.65%:  THINK YOU NEED TO SPELL CHECK T
0.65%:  CAN DO THAT ALL
0.65%:  CAN'T T
1.93%:  CAN'T TELL YOU
0.65%:  COULD USE A LITTLE HELP IN AN
0.65%: 'LL LET YOU TELL THE
0.65%:  NEED YOU TO KILL THE
0.65%: 'D LIKE TO THINK THAT YOU AND
0.65%:  CAN TOTALLY USE THAT
0.65%:  THINK YOU SHOULD CL
0.65%:  DON'T THINK THAT YOU S
0.65%: 'D LIKE TO TELL YOU ALL THE
0.65%:  NEED TO ASK YOU THE
0.64%:  COULD CALL YOU THAT IN
0.68%:  COULD CALL YOU THAT IN THE
0.64%:  HO
3.15%:  HOPE YOU'
3.06%:  HOPE YOU D
2.19%:  HOPE YOU CAN
2.10%:  HOPE YOU'LL
1.35%:  HOPE THE
1.24%:  HOPE YOU CAN HE
1.14%:  HOPE YOU DID
1.05%:  HOPE YOU K
1.00%:  HOPE YOU LI
2.06%:  HOPE YOU LIKE THE
0.96%:  HOPE YOU EN
0.84%:  HOPE YOU LIKE S
0.64%:  KINDA THINK YOU SHOULD TALK A
0.64%:  DON'T THINK YOU C
0.64%:  CAN TOTALLY DO THIS ALL
0.64%:  CAN NOT
0.64%: 'LL TAKE IT
0.63%:  DON'T THINK TH
0.63%:  THINK THAT YOU'LL
0.63%:  DON'T THINK YOU LE
0.63%:  COULD TOTALLY USE A HAND T
0.63%:  THINK YOU NEED TO CAL
0.63%: 'LL LET YOU KEEP ALL THE CASH AND
0.63%:  CAN DO THAT IN THE P
0.63%:  DON'T THINK I HE
0.63%:  THINK YOU NEED TO TELL THE
0.63%:  KINDA NEED YOU TO CHECK
0.63%:  THINK YOU COULD LE
0.63%:  DON'T ACTUALLY THINK HE K
0.63%:  NEED YOU TO LEND
0.63%:  HOPE THE S
0.63%:  USED TO LI
2.93%:  USED TO LIKE YOU
0.74%:  USED TO LIKE THE
0.62%:  NOTICE YOU USE THE
0.62%:  DON'T THINK YOU SEE THE
0.62%:  NEED YOU TO TELL THIS
0.62%:  THINK THAT'S CAL
1.01%:  THINK THAT'S CALLED AN
0.74%:  THINK THAT'S CALLED A
0.62%:  NEED YOU TO D
0.62%:  DON'T THINK THIS CO
0.62%:  THINK YOU SHOULD TALK IN
1.18%:  THINK YOU SHOULD TALK IN ALL
0.62%:  NEED YOU TO HANDLE THE S
0.62%:  COULD USE A LITTLE HELP AND A
0.62%:  NEED TO USE THAT
0.62%:  NEED TO USE THE L
0.62%:  THINK YOU SHOULD KEEP TAL
0.62%:  CAN DO THAT AT
0.62%:  COULD USE A LITTLE HELP ACTION
0.62%: 'LL PUT THE
0.61%:  COULD USE A LITTLE HELP AN
0.61%:  COULD TOTALLY HANDLE IT
0.61%:  NEED TO TELL YOU THAT E
0.61%:  CAN S
0.61%:  NEED YOU TO ACT LIKE THIS
0.61%:  THINK YOU HE
0.61%:  COULDN'T HELP NOTICE ALL THE T
0.61%:  THINK YOU SHOULD TE
0.61%:  COULD TOTALLY PULL
0.61%:  NEED THE KEYS IN
0.61%:  LIKE HO
0.61%:  COULD TOTALLY USE THE HELP IN
0.61%:  COULD USE A LITTLE HELP ON THAT DE
0.61%:  THINK THAT'S ACTUALLY PO
0.61%:  THINK YOU NEED TO STE
0.61%:  HAD THESE KEY
0.60%:  COULD CALL YOU "THE
0.60%:  COULD USE A LITTLE HELP DIAL
0.60%:  NEED YOU TO KEEP THAT IN
0.60%:  HAD NO IDEA THAT YOU SPEAK EN
0.60%:  THINK YOU SHOULD TAKE A N
0.60%:  COULD USE A LITTLE HELP PO
0.60%: 'D LIKE TO APO
0.60%:  COULDN'T HELP H
0.60%:  CAN'T HELP IT I LO
0.60%: 'D LIKE TO THANK YOU IN
0.60%:  THINK YOU'LL DIS
0.60%:  PUT THE KEYS ON THE COAT
0.60%:  DON'T THINK THAT S
0.60%:  ASKED A
0.60%:  THINK THAT'S ACTUALLY A PUN
0.60%:  CAN TOTALLY DO THAT ALL
0.60%:  THINK THAT'S ACTUALLY CALLED PO
0.60%:  NEED YOU TO USE THE
0.60%:  COULD USE A LITTLE HELP IN TH
0.59%:  NEED TO ASK YOU ALL
0.70%:  NEED TO ASK YOU ALL THE
0.59%:  CAN SEE YOU D
0.59%:  NEED YOU TO STAND
0.59%: 'LL LET YOU PUT THE
0.59%:  THINK YOU SHOULD TAKE A LE
0.59%:  NEED YOU TO CLEAN
0.70%:  NEED YOU TO CLEAN THE
0.59%:  CAN SEE YOU ALL
0.59%:  USED TO CALL YOU THAT AND I
0.59%:  COULD USE A LITTLE HELP ON T
0.59%:  HAD NO IDEA YOU SPEAK EN
0.59%:  ALSO NE
1.52%:  ALSO NEED YOU
0.88%:  ALSO NEED TO CHECK
0.58%:  CANNOT HE
0.58%:  NEED YOU TO PULL THIS
0.58%:  NEED TO USE YOU
0.58%:  THINK YOU'D LIKE TO K
0.58%: 'LL CHECK THE
0.58%:  HAD SO
0.58%:  COULD CALL YOU "SH
0.58%:  PUT THE KEYS ON THE COUNT
0.58%:  CAN SEE YOU H
0.58%:  COULD USE A LITTLE HELP ONCE
0.58%:  NEED TO TELL YOU THAT I'LL
0.58%:  USED TO CALL YOU THAT A
0.58%: 'D LIKE TO SAY THE
0.58%:  THINK YOU SHOULD DECL
0.58%: 'LL TALK LO
0.58%:  COULD USE A LITTLE HELP CAN
0.58%:  HAD NO IDEA SO
0.58%:  ASKED YOU TO CLEAN
0.57%:  HAD NO IDEA THAT'S ALL
0.57%:  COULD USE A LITTLE HELP IN THE KNO
0.57%:  COULDN'T HELP NOTICE THAT P
0.57%:  THINK YOU SPOKE UP
0.57%:  CAN SEE YOU P
0.57%:  NEED HELP LO
0.57%:  THINK THAT'S ACTUALLY CALLED P
0.57%:  COULD USE A LITTLE HELP TYPE
0.57%:  DON'T ACTUALLY THINK SH
0.57%: 'LL LET YOU KEEP THOSE AND
0.57%:  THINK THAT'S P
0.57%:  COULD TELL YOU A
0.57%:  HAD NO IDEA THAT YOU CAN
0.57%:  HOPE THESE
0.57%:  KINDA THINK THE
0.57%:  COULD CALL YOU THE
0.57%:  COULD TOTALLY USE A LITTLE AD
0.57%:  ASKED YOU TO P
0.57%:  PUT THE KEYS ON THE T
0.57%: 'D LIKE TO THANK YOU AND ALL
0.57%:  USED TO K
0.57%:  COULD USE A LITTLE TAL
0.56%:  THINK YOU SPOKE THE
0.56%: 'LL LET YOU KEEP THAT ONE
0.56%:  COULD USE A LITTLE CO
0.56%:  NEED YOU TO PULL IT
0.56%:  NEED TO STOP
0.56%:  THINK YOU SHOULD AP
0.56%:  SE
1.15%:  SEE YOU'
0.56%:  HAD NO IDEA THAT SO
0.56%:  CAN'T HELP THAT YOU D
0.56%:  THINK THAT'S CO
0.81%:  THINK THAT'S COOL AND
0.56%:  COULDN'T HELP NOTICE THAT PLAY
0.56%: 'LL LET YOU KEEP THIS ONE
0.56%:  COULD USE A LITTLE CON
0.56%:  CAN TELL YOU CAN
0.66%:  CAN TELL YOU CAN'T HE
0.56%:  COULD TOTALLY USE A LINE
0.56%:  CAN SEE YOU TAL
0.56%:  COULD USE A LITTLE HELP PLE
0.56%: 'LL LET YOU LO
1.43%: 'LL LET YOU LOAN THE
0.55%: 'LL LET YOU IN ON A LITTLE T
0.55%:  CAN TOTALLY SEE THE PO
0.55%:  COULD DO
0.55%:  COULD USE A LITTLE HELP TACK
0.55%:  COULD USE A LITTLE HELP KIND
0.55%:  THINK YOU'LL DO
0.55%:  COULD TOTALLY HANDLE THIS IN
0.55%: 'LL LET YOU KEEP THE CASH
0.55%:  CAN'T HELP IT THIS
0.55%:  HAD NO IDEA YOU S
0.55%:  COULD TOTALLY HANDLE THAT S
0.55%:  ASKED YOU TO T
0.55%:  COULDN'T HELP NOTICE THE "AL
0.55%:  HOPE YOU DIE
0.55%:  NEED YOU TO LISTEN C
0.55%:  NEED TO TELL THE
0.55%:  NEED YOU TO ACT LIKE SH
0.55%:  COULD USE A LITTLE HELP TY
0.54%:  COULD USE A LITTLE HELP POL
0.54%:  HATE YOU SO
0.54%:  NEED YOU TO ASK H
0.54%:  C
2.21%:  CALL THE
1.10%:  CALL THAT
0.96%:  CALL THE SH
0.80%:  CALL SH
0.62%:  CALL YOU
0.58%:  CALL THESE
0.54%:  COULDN'T HELP NOTICE THAT U
0.54%:  COULD TOTALLY ST
0.54%:  THINK YOU SHOULD PLAN
0.54%: 'LL TALK TO YOU ALL
0.54%:  CAN'T SEE THE
0.54%: 'LL LET YOU CO
0.54%: 'LL TAKE THIS
0.54%:  COULD USE A LITTLE CHAT
0.54%:  ST
1.43%:  STILL NE
3.45%:  STILL NEED THE
2.08%:  STILL NEED YOU
2.26%:  STILL NEED YOU TO AN
1.96%:  STILL NEED YOU TO CHECK
1.97%:  STILL NEED YOU TO CHECK THE
1.36%:  STILL NEED THE C
1.30%:  STILL CAN
1.18%:  STILL NEED YOU TO H
1.15%:  STILL NEED T
1.06%:  STILL NEED THAT
1.21%:  STILL NEED THAT KEY
0.89%:  STILL NEED TO CHECK
0.85%:  STILL NEED TO HE
0.70%:  STILL NEED TO CHECK OUT
0.58%:  STILL NEED TO CHECK OUT THE
0.54%:  STILL NEED TO CHECK THE
0.54%:  NOTICE YOU USED THE P
0.54%:  NEED YOU TO DE
0.54%:  THINK YOU AND U
0.54%:  DON'T THINK HE K
0.54%:  COULDN'T HELP IT THIS
0.85%:  COULDN'T HELP IT THIS ONE
0.54%:  DID NOT A
0.54%:  THINK YOU NEED TO TAKE THE
0.53%:  THINK YOU'D LIKE THE S
0.53%:  CAN'T HELP NOTICE THAT YOU USED "
0.53%:  CAN TELL YOU ALL
0.53%:  THINK YOU SHOULD KILL ALL
0.53%:  COULD TOTALLY SEE THE
0.53%: 'D LIKE TO SEE YOU IN
0.53%:  CAN SEE THE T
0.53%:  THINK THAT'S ACTUALLY A PO
0.53%:  DON'T ACTUALLY THINK S
0.53%:  COULD USE A LITTLE HELP AND TH
0.53%:  COULD DO THAT ANY
0.53%:  COULD TOTALLY USE HELP IN
0.53%: 'D LIKE TO THANK ALL THE PEOPLE IN AT
0.53%: 'LL ST
0.53%: 'LL C
2.47%: 'LL CALL THE
17.05%: 'LL CALL THE POLICE AND
10.78%: 'LL CALL THE POLICE ON
3.73%: 'LL CALL THE POLICE AND YOU
3.37%: 'LL CALL THE POLICE AND S
9.37%: 'LL CALL THE POLICE AND SAY THAT
3.04%: 'LL CALL THE POLICE ON THIS
2.63%: 'LL CALL THE POLICE SO
3.37%: 'LL CALL THE POLICE SO THE
2.15%: 'LL CALL THE POLICE AND SUE
1.65%: 'LL CALL YOU SH
1.63%: 'LL CALL THE POLICE AND SAY THE
1.63%: 'LL CALL THE POLICE AND THE
1.49%: 'LL CALL THE POLICE TO
1.47%: 'LL CALL THE POLICE AND SAY I
1.43%: 'LL CALL THE POLICE AND A
1.41%: 'LL CALL THE POLICE ON THE
1.34%: 'LL CALL THE POLICE AND SAY THAT I
1.25%: 'LL CALL THE POLICE AND SUE YOU IN
1.17%: 'LL CALL THE POLICE A
1.07%: 'LL CALL THE POLICE YOU
1.05%: 'LL CALL THE POLICE AND I
0.99%: 'LL CALL THE COP
0.94%: 'LL CALL THE POLICE AND SAY IT
0.93%: 'LL CALL THE POLICE AND SUE YOU AND
0.91%: 'LL CALL THE POLICE AND SUE THE
0.88%: 'LL CALL YOU "
0.84%: 'LL CALL THE POLICE SH
0.84%: 'LL CALL THE POLICE ON THAT
0.83%: 'LL CALL THE COPS ON
0.79%: 'LL CALL THE POLICE IN
0.78%: 'LL CALL THE POLICE SO THAT
0.74%: 'LL CALL THE POLICE AND TH
3.36%: 'LL CALL THE POLICE AND THEN YOU
0.73%: 'LL CALL YOU L
0.73%: 'LL CALL THE COPS AND
0.70%: 'LL CALL THE POLICE AND THIS
0.67%: 'LL CALL THE POLICE THIS
0.66%: 'LL CALL THE POLICE AND THEN I
0.59%: 'LL CALL THE POLICE ON THESE
0.57%: 'LL CALL YOU SHA
0.54%: 'LL CALL YOU SO
0.53%: 'LL CALL YOU THE
0.53%:  NEED TO DO
0.53%:  COULD USE A LITTLE HELP DI
0.53%:  THINK THAT'S ACTUALLY "
0.52%:  THINK IT
0.91%:  THINK IT'D
0.65%:  THINK IT'LL
0.59%:  THINK IT'S A
0.52%:  COULD USE A LITTLE "HE
0.52%:  U
