don't think you should use the word "retarded" like that, Michael Chabon.
100.00%: 
83.59%:  think
78.76%:  asked you to read it out loud, Michael Chabon'
75.27%:  asked you to read it out loud with
60.68%:  asked you to write it,
168.24%:  asked you to write it, Michael
1107.90%:  asked you to write it, Michael Chabon.
71.41%:  asked you to write it, Michael Chabon and
65.61%:  asked you to write it, Michael Chabon author
60.24%:  asked you to write the book and
135.25%:  asked you to write the book and then
59.78%:  asked you to read it, Michael Chabon writer
58.03%:  asked you to write about the
56.36%:  asked you to be honest
98.05%:  asked you to be honest with
54.05%:  asked you to write one, Michael
372.73%:  asked you to write one, Michael Chabon.
53.01%:  asked you to write that
52.83%:  asked you to write Michael
737.64%:  asked you to write Michael Chabon'
568.47%:  asked you to write Michael Chabon,
469.11%:  asked you to write Michael Chabon on
455.31%:  asked you to write Michael Chabon and
359.14%:  asked you to write Michael Chabon's aut
328.64%:  asked you to write Michael Chabon letters
347.14%:  asked you to write Michael Chabon letters and
281.10%:  asked you to write Michael Chabon, not to tell
270.25%:  asked you to write Michael Chabon, not to read
230.28%:  asked you to write Michael Chabon, not this
206.67%:  asked you to write Michael Chabon into
205.19%:  asked you to write Michael Chabon, and
197.48%:  asked you to write Michael Chabon a
652.79%:  asked you to write Michael Chabon a letter
259.72%:  asked you to write Michael Chabon a letter,
189.65%:  asked you to write Michael Chabon, not read
176.50%:  asked you to write Michael Chabon in
176.76%:  asked you to write Michael Chabon in the
159.31%:  asked you to write Michael Chabon, and this
143.26%:  asked you to write Michael Chabon into the
125.33%:  asked you to write Michael Chabon letters,
119.55%:  asked you to write Michael Chabon and he
112.26%:  asked you to write Michael Chabon.
108.13%:  asked you to write Michael Chabon, author
106.54%:  asked you to write Michael Chabon, not to ask
105.35%:  asked you to write Michael Chabon instead
105.06%:  asked you to write Michael Chabon, not tell
102.92%:  asked you to write Michael Chabon, not ask
91.97%:  asked you to write Michael Chabon and this
88.62%:  asked you to write Michael Chabon's author
77.98%:  asked you to write Michael Chabon, not the
75.15%:  asked you to write Michael Chabon's letter
69.88%:  asked you to write Michael Chabon on this
69.25%:  asked you to write Michael Chabon's "
68.89%:  asked you to write Michael Chabon, the
280.37%:  asked you to write Michael Chabon, the author
67.93%:  asked you to write Michael Chabon and he told
65.49%:  asked you to write Michael Chabon letters thank
64.03%:  asked you to write Michael Chabon, and here
63.74%:  asked you to write Michael Chabon on the title
63.22%:  asked you to write Michael Chabon, not this dude
62.95%:  asked you to write Michael Chabon, instead
60.86%:  asked you to write Michael Chabon on a
60.78%:  asked you to write Michael Chabon the
111.68%:  asked you to write Michael Chabon the author
57.31%:  asked you to write Michael Chabon on it
55.92%:  asked you to write Michael Chabon, not "
55.01%:  asked you to write Michael Chabon, not to read this
52.76%:  asked you to write Michael Chabon letters, and
52.22%:  asked you to read it while
51.57%:  asked you to write Michael Chabon, not read his
47.79%:  asked you to read it, and
79.67%:  asked you to read it, and then
47.77%:  asked you to write a short
47.32%:  asked you to write Michael Chabon, not this other
132.10%:  asked you to write Michael Chabon, not this other dude
47.03%:  asked you to write it, but
46.90%:  asked you to write Michael Chabon, not read the
46.49%:  asked you to read it like
46.36%:  asked you to write Michael Chabon, not the author
45.45%:  asked you to write Michael Chabon a letter.
45.41%:  asked you to read the words
44.22%:  asked you to write it, Michael Chabon the
44.15%:  asked you to write Michael Chabon and tell
44.06%:  asked you to write it and
92.51%:  asked you to write it and then
43.76%:  asked you to be honest and
46.27%:  asked you to be honest and tell
42.79%:  asked you to answer
63.11%:  asked you to answer the
42.60%:  asked you to write it, Michael Chabon the author
42.49%:  asked you to listen to the
41.97%:  asked you to write a best
41.40%:  asked you to write Michael Chabon's real
40.90%:  asked you to write one, Michael Chabon author
40.54%:  know, but this is really
40.52%:  asked you to write Michael Chabon the author,
40.48%:  think you should think about where that
40.33%:  think you should write Michael Chabon's author letter
40.32%:  think you should read that last
40.22%:  think you should think about what a
40.21%:  think it's better than your work
590.60%:  think it's better than your work, Michael
48.99%:  think it's better than your work, Michael.
40.19%:  think you should read the whole book Michael,
40.18%:  asked you to write Michael Chabon so
40.13%:  think you should write Michael Chabon, the other
39.99%:  think you should write a letter and ask
39.97%:  asked you to read it, and then tell
39.91%:  asked you to write this book
39.88%:  think you should write a book that's not
39.87%:  asked you to read it out loud.
39.84%:  asked you to write Michael Chabon, not to read the
39.79%:  think you should write Michael Chabon as the author.
39.75%:  think you should write "retarded" on that
