definitely possible to get a PhD in that, yes?
100.00%: 
38.08%:  definitely
0.10%:  a delight to see both
0.10%:  the nostalgia,
0.10%:  so intense it feels
0.10%:  gotta be an
0.10%:  that last one, definitely
0.10%:  possible that he got
0.10%:  honestly got
0.10%:  possible she got a
0.10%:  fine, it passes
0.10%:  in the title of this sign, please
0.10%:  so intense that it feels
0.10%:  the feelings,
0.14%:  the feelings, not
0.10%:  a post
0.10%:  the best thing, isn
0.10%:  to
0.11%:  totes fine
0.10%:  this feeling inside, that
0.10%:  gotten so
0.19%:  gotten so bad lately
0.10%:  that old feeling, ya
0.10%: , ah
0.10%:  totally one
0.10%:  a little thing they
0.10%:  been a long life
0.10%:  still a
0.12%:  still a good
0.10%:  so long
0.10%:  definitely not the least bit
0.10%:  this feeling that is so
0.10%:  the easiest
0.10%:  not a feeling
0.10%:  been on the
0.10%:  definitely on the table,
0.10%:  the best thing on
0.10%:  a little boy and
0.10%:  been all day
0.10%:  only polite, that
0.10%:  gotta be inside the
0.10%:  a bit of an
0.10%:  this delight
0.10%:  the little things, ya
0.10%:  only polite if she
0.10%:  this thing,
0.10%:  gotten inside
0.10%:  not that big,
0.10%:  as
0.18%:  as if the
0.11%:  as if she
0.10%:  as if the past
0.10%:  honestly not that deep
0.10%:  been staying
0.10%:  easy to tell this
0.10%:  easy to tell this is the
0.10%:  filled
0.10%:  been doing this the
0.24%:  been doing this the last
0.10%:  definitely not a stage
0.10%:  one of the best titles
0.10%:  in a bottle,
0.10%:  in the post
0.10%:  this feelings
0.10%:  not a big deal, she
0.10%:  only polite, as
0.10%:  these pills that got
0.10%:  not possible that these
0.10%:  possible that the feeling is one
0.10%:  possible he got his
0.10%:  point
0.16%:  pointless to deny
0.15%:  pointless to be
0.14%:  pointless if
0.13%:  pointless,
0.10%:  definitely both
0.10%:  a feelings
0.10%:  possible he is not
0.10%:  not easy to be
0.10%:  doing it to
0.10%:  gotta be in the title,
0.10%:  honestly a bit of
0.10%:  possible that, in the
0.10%:  this feeling that it
0.10%:  definitely P
0.10%:  on the tip of the
0.10%:  gotta be his
0.10%:  totally nothing
0.10%:  one of these things
0.10%:  fine that he
0.09%:  possible it is
0.09%:  this thing in
0.09%:  only polite, and
0.09%:  a go
0.09%:  in the phone
0.09%:  the old feeling, isn
0.09%:  not the pills that
0.09%:  this little ghost inside of
0.09%:  the title of his latest song
0.09%:  definitely gotta be the last
0.12%:  definitely gotta be the last one,
0.09%:  a giant
0.09%:  that lady
0.09%:  been so long, they
0.09%:  that old feeling, h
0.09%:  a legit
0.09%:  got to be in
0.09%:  definitely not a ghost, she
0.09%:  so nost
0.09%:  one of the best things,
0.09%:  the best thing yet
0.09%:  a test
0.09%:  nothing bad, it
0.09%:  in a bottle shaped
0.09%:  been so long that the details
0.09%:  easy to see that
0.09%:  a feeling that hits
0.09%:  a little thing inside of
0.09%:  totally easy
0.09%:  not a big deal, it
0.09%:  often been
0.09%:  not all that big
0.09%:  a little thing he does, it
0.09%:  eating
0.09%:  definitely not a ghost ha
0.09%:  only the best idea
0.09%:  that feeling that is
0.09%:  shaped
0.09%:  this little thing, and
0.09%:  a gold
0.11%:  a goldfish,
0.09%:  all this
0.09%:  got a little
0.09%:  sitting on the sofa
0.09%:  easy to identify this
0.09%:  a bit of a lengthy title, so
0.09%:  big and
0.09%:  fine, nobody else
0.09%:  a tall
0.09%:  a little bit intense
0.09%:  the least he
0.09%:  a good pal
0.09%:  not a thing, is
0.09%:  a little nost
0.09%:  a sent
0.09%:  good that they
0.09%:  so selfish
0.09%:  a doll
0.09%:  definitely not a ghostly
0.09%:  been done,
0.09%:  been a long day, e
0.09%:  a little shy today
0.09%:  a sight
1.62%:  a sight to behold,
0.57%:  a sight to see
0.31%:  a sight to behold, let
0.09%:  definitely not a ghost this
0.09%:  not that deep of
0.09%:  often said that the best
0.09%:  silly to
0.09%:  possible he got his title
0.09%:  a side
0.09%:  the best one yet,
0.09%:  totally that one
0.09%:  not often she
0.09%:  a little,
0.09%:  a potential
0.09%:  this lady,
0.09%:  a silly thing
0.09%:  got a lot
0.09%:  a goofy little
0.09%:  safe,
0.09%:  the only sign that
0.09%:  best to
0.09%:  definitely gotta be a she
0.09%:  telling that
0.09%:  no big deal, that
0.09%:  definitely past
0.09%:  the best song title
0.09%:  at the end of this alley, isn
0.09%:  the title of his blog
0.09%:  a little thing in
0.09%:  a little thing in the
0.09%:  been ten days
0.09%:  been doing it to
0.09%:  been a lonely
0.09%:  this tall,
0.09%:  only polite that she gets
0.09%:  possible it is the
0.09%:  easy to tell that this
0.09%:  definitely a thing to
0.09%:  a little bit sad
0.09%:  eating pills
0.09%:  a good title, isn
0.09%:  been a totally
0.09%:  in the shape of a little boy,
0.09%:  only possible
0.09%:  got to be in this
0.09%:  hot in
0.09%:  only polite, if
0.09%:  a little tiny
0.09%:  honestly the best line
0.09%:  one of these things,
0.09%:  the only one that
0.09%:  the finest
0.09%:  that old feeling, yes
0.09%:  a little thing of a
0.09%:  not that deep, honestly
0.09%:  totally the best day
0.09%:  possible one
0.09%:  all in
0.09%:  all in the eyes
0.09%:  been holding
0.09%:  a ghost, isn
0.09%:  totally the best,
0.09%:  by
0.09%:  totally safe,
0.09%:  this teen
0.20%:  this teenage
0.08%:  only a polite
0.08%:  definitely in the title, so
0.08%:  behind the sofa,
0.08%:  pointless to deny that
0.08%:  gotta be this easy
0.08%:  a lot of things
0.08%:  definitely letting
0.08%:  not on
0.17%:  not on the list
0.08%:  definitely not a hyp
0.08%:  one thing if it
0.08%:  that one that
0.08%:  the title,
0.08%:  been so long that this is
0.08%:  totally the best thing, isn
0.08%:  this old feeling, that
0.08%:  not as if they
0.08%:  one of these little things,
0.08%:  pointless to deny the
0.08%:  definitely not a phase
0.08%:  sad
0.08%:  too late, she left
0.08%:  fine, it passed
0.08%:  been doing that this
0.08%:  definitely not the p
0.08%:  sitting beside
0.08%:  possible that the title is a
0.08%:  a feeling that hit
0.08%:  life
0.08%:  not the only
0.08%:  definitely not a t
0.08%:  a little thing on
0.24%:  a little thing on the side,
0.08%:  a deep feeling, isn
0.08%:  possible that, if
0.08%:  so polite
0.08%:  no big deal, this is
0.08%:  all that
0.08%:  a little inside thing
0.08%:  totally the best song
0.08%:  gone beyond
0.08%:  easy to spot,
0.08%:  definitely sent
0.08%:  that one lady
0.08%:  the best one,
0.08%:  definitely a thing, h
0.08%:  possible he has
0.08%:  by the
0.08%:  this tiny little ghost in
0.08%:  against
0.09%:  against the
0.08%:  not finished
0.08%:  definitely not a ghost, h
0.08%:  been said
0.28%:  been said that the
0.15%:  been said that the only
0.08%:  fine, she doesn
0.08%:  possible that he is not
0.08%:  a blessing to
0.08%:  totally the best idea,
0.08%:  this feeling, that
0.08%:  not essential
0.08%:  honestly the best feeling?
0.08%:  been so long, she
0.08%:  nothing to be shy
0.08%:  been a thing lately, is
0.08%:  a life long
0.08%:  this tiny ghost lady
0.08%:  best if she
0.08%:  to the
0.18%:  to the side
0.09%:  to the left,
0.12%:  to the left, isn
0.10%:  to the left, behind
0.08%:  only been a day
0.08%:  no big deal to
0.08%:  the title of a song
0.08%:  not that bad, honestly
0.08%:  a little sp
0.08%:  only a tiny
0.08%:  not at
0.08%:  definitely not the D
0.08%:  honest,
0.08%:  the feeling in
0.13%:  the feeling in the
0.08%:  safe to say this
0.08%:  got that
0.08%:  the best pal
0.08%:  standing by
0.08%:  only been the last 
0.08%:  definitely beating
0.08%:  not possible that this feeling,
0.08%:  got an
0.08%:  fine that he doesn
0.08%:  the sign
0.08%:  a good line
0.08%:  gotta be done
0.08%:  gotta be in his
0.08%:  only been a day,
0.08%:  totally fine to be this
0.08%:  so easy
0.23%:  so easy to get
0.08%:  so easy to identify
0.08%:  please
0.08%:  been one hell
0.08%:  possible he goes
0.08%:  honestly,
0.08%:  possibly one
0.08%:  the lady in
0.08%:  the best thing in life
0.08%:  polite,
0.08%:  definitely not the postal
0.08%:  definitely no
0.08%:  a little intense, yes
0.08%:  totally fine, this is the
0.08%:  totally fine, they don
0.08%:  definitely not that she got
0.08%:  fine that this
0.08%:  one of the best ideas
0.08%:  a feeling that doesn
0.08%:  gotta be so
0.08%:  a pill
0.08%:  that thing in
0.08%:  easy to get the
0.08%:  honest to
0.08%:  not on the tip
0.08%:  gotta be this intense
0.08%:  gotta be this intense,
0.08%:  that feeling, only
0.08%:  this teenage boy
0.08%:  this tiny, floating
0.08%:  that thing,
0.08%:  the feeling that only
0.08%:  a little go
0.08%:  all the things
0.08%:  no big deal if this
0.08%:  a solid
0.08%:  easy to get lost in his
0.08%:  polite to let
0.08%:  the latest sensation,
0.08%:  doing the
0.08%:  the best that
0.08%:  the inside
0.08%:  entitled
0.08%:  not polite,
0.08%:  that old feeling, this
0.07%:  so late,
0.07%:  in the sign
0.07%:  done
0.07%:  totally the best and
0.07%:  this sensation that
0.07%:  a slight
0.07%:  a good little
0.07%:  a big day
0.07%:  that feeling, and
0.07%:  only polite, seeing that
0.07%:  been doing this all the
0.07%:  totally fine, these
0.07%:  a little intense, h
0.07%:  definitely also
0.07%:  
0.07%:  all these
0.07%:  definitely not the P
0.07%:  one of his
0.08%:  one of his best
0.07%:  a sight to see,
0.07%:  on the side
0.12%:  on the side of the
0.07%:  not possible that she left
0.07%:  beyond
0.07%:  at the top
0.39%:  at the top of the list
0.07%:  definitely a thing, by
0.07%:  also possible that he
0.07%:  long
0.07%:  totally fine, that
0.07%:  a little shy tonight
0.07%:  not that this is
0.07%:  not the best feeling
0.07%:  been so long, this is
0.07%:  been a long day, let
0.07%:  this sensation,
0.07%:  definitely not a ghost, yeah
0.07%:  totally fine, and
0.07%:  possible that she only
0.07%:  easy to get lost in the details, h
0.07%:  possible that the idea
0.07%:  a little dog
0.07%:  fine, she totally
0.07%:  a pet
0.07%:  only hitting
0.07%:  this little ghost of
0.07%:  possible that he only
0.07%:  big in
0.07%:  honestly the best feeling to
0.07%:  been a day
0.07%:  definitely sp
0.07%:  this feeling, inside
0.07%:  in the title of the sign, yes
0.07%:  got a little bit
0.07%:  honestly this
0.07%:  one thing that
0.07%:  saying hell
0.09%:  saying hello to
0.07%:  no big deal that they
0.07%:  on the left
0.07%:  that feeling, yes
0.07%:  at the end of the table
0.10%:  at the end of the table,
0.07%:  the title of the play,
0.07%:  definitely late
0.07%:  possible she left,
0.07%:  only polite, yeah
0.07%:  a din
0.07%:  not easy to tell if
0.07%:  this tiny lady
0.07%:  this tiny dog that
0.07%:  the title of the sign
0.07%:  the last day
0.07%:  no big deal if that
0.07%:  not easy to identify
0.07%:  potential
0.07%:  totally fine that the
0.07%:  easy to be
0.07%:  not all the
0.07%:  spelling
0.07%:  the longest
0.07%:  one of the essential
0.07%:  easy to get lost in a
0.07%:  in a good
0.07%:  tonight
0.07%:  a little shy, so
0.07%:  the only one left
0.07%:  a listening
0.07%:  on the sign by
0.07%:  totally a thing, isn
0.07%:  spelled,
0.07%:  that,
0.07%:  possible that it isn
0.07%:  not to
0.07%:  a deep feeling that only
0.07%:  honestly that
0.07%:  this tiny little f
0.07%:  a little inside thing,
0.07%:  totally a thing he
0.07%:  not possible that that
0.07%:  listed
0.20%:  listed on the
0.31%:  listed on the sign
0.07%:  definitely on the sy
0.07%:  possible that, in this
0.07%:  definitely not a ghost?
0.07%:  at the end of the alley, in
0.07%:  holding
0.07%:  not being
0.07%:  the feeling that,
0.09%:  the feeling that, despite
0.07%:  possible she and
0.07%:  possible that they got inside
0.07%:  definitely gotta be the nost
0.07%:  totally gonna
0.28%:  totally gonna be the
0.09%:  totally gonna be this
0.07%:  also been
0.07%:  still so
0.07%:  sitting on the sofa,
0.07%:  a little thing she does to
0.07%:  big inside
0.07%:  easy to get lost in this life
0.07%:  that feeling, that
0.07%:  the best she
0.07%:  the feeling that it
0.07%:  definitely the best one so
0.07%:  been so long that,
0.09%:  been so long that, despite
0.16%:  been so long that, despite the
0.07%:  this tiny little one
0.07%:  a little thing she does?
0.07%:  so dis
0.07%:  a little bit of an
0.07%:  a little bit of an inside
0.07%:  this tiny little ghost of
0.07%:  been doing it lately,
0.07%:  gotta be inside that
0.07%:  at the top of the list,
0.07%:  gotta be inside,
0.07%:  listening at
0.07%:  been setting
0.07%:  these pills that get
0.07%:  little
0.07%:  got the best title
0.07%:  at the end of that
0.07%:  fine that it
0.07%:  definitely hit
0.07%:  the identity
0.07%:  pointless to say
0.07%:  the best song in
0.07%:  the polite thing to say
0.07%:  not a thing they
0.07%:  a position
0.07%:  life,
0.07%:  been all day,
0.07%:  a feeling?
0.07%:  a lady,
0.07%:  not that deep, is
0.07%:  possible that he goes
0.07%:  not that he doesn
0.07%:  got to be in the
0.07%:  been doing this the past little
0.06%:  this pill
0.06%:  one of the best days
0.06%:  a little thing the
0.06%:  a disease
0.06%:  only eight
0.06%:  not possible that that feeling
0.06%:  the title of this essay
0.06%:  in the title of this sign, so
0.06%:  definitely too late at
0.06%:  this little boy,
0.06%:  totally based
0.06%:  the only sign of
0.06%:  this one that
0.06%:  inside,
0.06%:  gotta be the title
0.06%:  a fish
0.06%:  the late
0.06%:  honestly feeling
0.06%:  one thing to feel
0.06%:  one of the ladies
0.06%:  definitely essential
0.06%:  been saying
0.06%:  a thing she
0.06%:  a big hit on
0.06%:  a little bit of the
0.06%:  definitely a thing, that
0.06%:  not that long,
0.06%:  too bad the
0.06%:  in the titles of
0.06%:  easy to tell these
0.09%:  easy to tell these things
0.06%:  not safe to be inside
0.06%:  that intense
0.06%:  fine, she totally gets
0.06%:  definitely not the te
0.06%:  a sign of
0.06%:  the little things, and
0.06%:  one of the best things yet
0.06%:  the title of the episode
0.06%:  definitely the best title,
0.06%:  still in the bag
0.06%:  all fine
0.06%:  the sensation
0.06%:  honesty
0.06%:  still eating
0.06%:  a little intense, is
0.06%:  this one,
0.06%:  so silly,
0.06%:  a feeling only
0.06%:  totally a thing, by
0.06%:  a good pal,
0.06%:  the feeling, not
0.06%:  definitely not that late
0.06%:  that feeling, not
0.06%:  totally on
0.06%:  too bad he
0.06%:  not that often she
0.06%:  this little boy, and
0.06%:  a sentient ghost
0.06%:  not doing
0.06%:  long been
0.06%:  this old feeling that is
0.06%:  been a long day, this is
0.06%:  so silly that
0.06%:  in this bottle,
0.06%:  been so long, he
0.06%:  in the bottle on
0.06%:  the best day of
0.06%:  a big old
0.06%:  a play
0.06%:  definitely not a ghost, this
0.06%:  selfish
0.06%:  spelled P
0.06%:  she
0.06%:  definitely the best thing,
0.06%:  a hell of a thing
0.06%:  the best feeling, and it
0.06%:  high
0.06%:  a step
0.06%:  in the title of the sign, please
0.06%:  definitely as
0.06%:  that ghost
0.06%:  been a lo
0.06%:  definitely ha
0.06%:  only polite that the
0.06%:  possible he got the
0.08%:  possible he got the title
0.06%:  in that little
0.06%:  the latest in the long
0.06%:  definitely against
0.06%:  legal
0.06%:  still not
0.06%:  only sensible
0.06%:  a life lesson
0.06%:  too intense
0.06%:  a one
0.06%:  a big hit at
0.06%:  those
0.10%:  those pills
0.09%:  those feelings
0.07%:  those little
0.06%:  gotten so bad,
0.06%:  been open
0.06%:  not bad, honestly
0.06%:  this feeling that isn
0.06%:  so big and
0.06%:  so sad,
0.06%:  possible that the feeling is tied
0.06%:  definitely gotta be that one, h
0.06%:  so distant
0.09%:  so distant, yet
0.06%:  not a thing that
0.06%:  polite to be
0.06%:  one of these days
0.06%:  not that they left
0.06%:  none of these
0.06%:  the last of
0.06%:  this feeling that, instead
0.06%:  the best thing in life,
0.06%:  fine to be sad
0.06%:  gotta be a little
0.06%:  definitely nostalgia?
0.06%:  been so long, the
