know just enough about science for that to be really credible!!
41.65%:  think
4.45%:  should write a science blog
4.44%:  need to talk to you about this!!
4.43%:  think you just changed all of science to better
4.43%:  just figured out how to be really cool
4.43%:  forgot to include the science
4.42%:  totally just got science
4.42%:  just thought of a way to end
4.42%:  really just
8.38%:  really just thought
16.27%:  really just thought about
24.27%:  really just thought about dark
4.94%:  really just wanted
7.17%:  really just wanted to talk
4.42%:  need to talk to this guy about
4.40%:  just thought of a better science career
4.39%:  could totally write a science book about these
4.39%:  could be
92.53%:  could be wrong about this
37.50%:  could be wrong about the
36.95%:  could be wrong about this!!
34.86%:  could be wrong about this one
39.78%:  could be wrong about this one!!
30.59%:  could be wrong about this but
27.59%:  could be wrong about the science
23.90%:  could be wrong about the science but
22.91%:  could be wrong about this for
21.08%:  could be wrong about that
19.37%:  could be wrong about all
29.49%:  could be wrong about all this!!
26.75%:  could be wrong about all these
57.38%:  could be wrong about all these other
17.55%:  could be wrong about that one
14.60%:  could be wrong about the science here
15.64%:  could be wrong about the science here but
14.20%:  could be wrong about these
13.12%:  could be wrong about one
12.12%:  could be wrong about this after
11.59%:  could be wrong about all the
45.63%:  could be wrong about all the science
23.22%:  could be wrong about all the science!!
21.59%:  could be wrong about all the other fake
10.51%:  could be wrong about science
11.27%:  could be wrong about science for
10.50%:  could be wrong about this theory
10.46%:  could be wrong about the science here!!
9.98%:  could be wrong about the entire
9.88%:  could be wrong about that last
10.12%:  could be wrong about that last one!!
9.57%:  could be wrong about this but that
9.53%:  could be wrong about the science but that
8.79%:  could be wrong about all this but
8.76%:  could be wrong!!
8.61%:  could be wrong about all of
32.87%:  could be wrong about all of science
32.58%:  could be wrong about all of this!!
23.84%:  could be wrong about all of science!!
8.81%:  could be wrong about all of these
8.20%:  could be wrong about all those
10.75%:  could be wrong about all those other fake
8.03%:  could be wrong about the science of
7.99%:  could be wrong about all the science but
7.60%:  could be wrong about the rest
48.43%:  could be wrong about the rest of science
46.29%:  could be wrong about the rest of reality
44.77%:  could be wrong about the rest of reality!!
25.88%:  could be wrong about the rest of reality but
24.97%:  could be wrong about the rest of science!!
15.07%:  could be wrong about the rest of science but
12.58%:  could be wrong about the rest of the science
9.02%:  could be wrong about the rest of the science but
7.53%:  could be wrong about all of science history
8.15%:  could be wrong about all of science history!!
7.14%:  could be wrong about this theory!!
6.87%:  could be wrong about a
12.58%:  could be wrong about a lot of science
7.49%:  could be wrong about a lot of science!!
6.80%:  could be wrong about the other
6.72%:  could be wrong about the science but that is
6.24%:  could be wrong for
6.13%:  could be wrong about this science
6.11%:  could be wrong about all this after
5.98%:  could be wrong about science for the rest
5.89%:  could be wrong about that!!
5.76%:  could be wrong about all these fake
5.70%:  could be wrong about all of this but
5.62%:  could be wrong about the nature
31.73%:  could be wrong about the nature of reality
99.31%:  could be wrong about the nature of reality!!
17.03%:  could be wrong about the nature of the
5.62%:  could be wrong about the first
5.41%:  could be wrong about the science!!
5.28%:  could be wrong about a lot of these
5.21%:  could be wrong about so
5.18%:  could be wrong about the first three
5.18%:  could be wrong about other
5.04%:  could be wrong about all the other science
4.94%:  could be wrong about all the other ones
5.14%:  could be wrong about all the other ones but
4.93%:  could be wrong about all this science
4.89%:  could be wrong about a lot of this
7.89%:  could be wrong about a lot of this!!
4.79%:  could be wrong about the entire science
4.63%:  could be wrong about the science for
4.63%:  could be wrong about this but there
4.60%:  could be wrong about all of these other
4.43%:  could be right
13.81%:  could be right about
4.92%:  could be right about the
4.38%:  would rather
4.38%:  think you just went
4.38%:  think you just won the science battle!!
4.36%:  think you just agreed
4.36%:  think you just changed all of science but
4.35%:  should write a letter
23.79%:  should write a letter to science
10.23%:  should write a letter to the science
5.67%:  should write a letter to science about
4.35%:  could totally be right about the fake
4.35%:  think you just threw science out
4.34%:  hate to be the first
4.34%:  just figured out a way to be both
4.33%:  would like to note
4.32%:  think you just got one
4.30%:  think you just won the debate club
4.30%:  should write a book about that guy
4.29%:  need to go back to the library now!!
4.29%:  feel like you just brought the
6.00%:  feel like you just brought the science
4.28%:  just figured out how to not
7.17%:  just figured out how to not be lonely
4.28%:  totally just thought of a new kind
4.27%:  should write a science blog about
8.94%:  should write a science blog about that!!
4.27%:  just thought of a new science idea
4.26%:  totally just figured out how to re
4.26%:  just figured out all the science at
4.26%:  think you just argued for
4.25%:  really think
4.25%:  could write a science book!!
4.25%:  thought you were real!!
4.25%:  totally forgot about how
5.06%:  totally forgot about how dark
4.25%:  just figured out the science to all the
4.23%:  should write a science book for teen
4.23%:  just got an
66.04%:  just got an idea for a science
20.86%:  just got an idea for science
19.63%:  just got an idea for a new science
19.50%:  just got an idea for a new theory
24.64%:  just got an idea for a new theory!!
17.28%:  just got an idea for the
11.17%:  just got an idea for what
10.01%:  just got an idea for a new science theory
9.81%:  just got an idea for a new science book
53.23%:  just got an idea for a new science book!!
8.88%:  just got an idea for a science book
38.52%:  just got an idea for a science book!!
7.60%:  just got an idea for science!!
6.01%:  just got an idea for a science lecture
6.21%:  just got an idea for a science lecture!!
