being really cool IS one of the perks of being a computer scientist!
100.00%: 
72.61%:  you
20.24%:  as computer science is one of the only
2.21%:  computer science is totally boring if
2.21%:  in the interest of computer science being
2.20%:  you can still make
3.04%:  you can still make copies
2.55%:  you can still make copies of things
2.20%:  like all things in science
2.20%:  like all the
35.27%:  like all the best computer
97.58%:  like all the best computer science proof
34.39%:  like all the best computer science is
18.99%:  like all the best computer science an
12.75%:  like all the greatest
24.18%:  like all the greatest computer
38.10%:  like all the greatest computer science proof
10.35%:  like all the best computer sciences
9.47%:  like all the best computer science par
8.80%:  like all the greatest computer sciences
8.44%:  like all the best computer science points
7.86%:  like all the best computer science present
7.24%:  like all the best computer stories
6.57%:  like all the best computer science opinions
5.51%:  like all the greatest computer science is
4.81%:  like all the best computer concepts
4.80%:  like all the best computer science g
4.57%:  like all the best computer science bits
3.85%:  like all the best computer science ep
3.78%:  like all the best computer science parties
3.68%:  like all the best computer science n
3.49%:  like all the greatest computer science ep
3.46%:  like all the greatest concepts
3.33%:  like all the best science
6.82%:  like all the best science fiction
3.00%:  like all the best computer science poetry
2.88%:  like all the best computer science I
2.66%:  like all the greatest concepts in
2.57%:  like all the best computer science origin
2.44%:  like all the greatest computer science pione
2.27%:  like all the best stories
2.26%:  like all the greatest computer science opinions
2.26%:  like all the greatest computer science fe
2.21%:  like all the best computer science post
2.20%:  it only applies to someone
2.20%:  before you go breaking the internet
2.19%:  unlike some
8.94%:  unlike some people
5.90%:  unlike some other
21.79%:  unlike some other aspects
27.36%:  unlike some other aspects of life
9.70%:  unlike some other people
9.39%:  unlike some other aspects of reality
5.84%:  unlike some other aspects of being
4.27%:  unlike some other aspects of logic
4.03%:  unlike some things
3.72%:  unlike some other aspects of legal
3.18%:  unlike some other cool
2.84%:  unlike some other people I
2.76%:  unlike some other sciences
2.66%:  unlike some other logical
2.19%:  computer science is really nothing to get
2.19%:  in reality
2.19%:  computer science is only part
5.51%:  computer science is only part of the
10.94%:  computer science is only part of the reason
6.02%:  computer science is only part of the reason I like
14.93%:  computer science is only part of the reason I like being
2.66%:  computer science is only part of the reason I like to
3.72%:  computer science is only part of the reason I like to be
2.19%:  computer science is a terrible
2.19%:  like many things about science
2.18%:  before anyone gets all
2.18%:  the computer science part of it is really
2.18%:  before you thank me for being so great
2.18%:  as computer science pione
2.17%:  you can still be
2.17%:  like all things computer science I
2.16%:  it also means people
2.16%:  I gotta
2.16%:  unlike the rest
2.95%:  unlike the rest of my stories
2.41%:  unlike the rest of society
2.16%:  as a computer science person
2.15%:  before you start feeling all
2.15%:  computer science is so boring
2.15%:  before you start telling people this
2.14%:  like anything
2.66%:  like anything cool
2.14%:  computer science is probably the single
2.14%:  in the interest of making sure
7.52%:  in the interest of making sure people
3.08%:  in the interest of making sure people still
2.14%:  before you start looking at me
2.14%:  computer science is not for the easily
2.13%:  it only applies to things like numbers or
2.12%:  before you become too en
2.12%:  before I
4.92%:  before I continue
4.21%:  before I forget
3.92%:  before I continue talking
2.12%:  it only applies to numbers of greater
2.11%:  before you go making copies of the internet
2.11%:  like all computer science interest
2.11%:  since computer storage is cheaper
2.10%:  look
2.09%:  like all computer science before
2.09%:  computer science is not really the
2.09%:  before you go breaking into the local
2.09%:  I still think
2.09%:  the really
2.11%:  the really cool part is computer
2.09%:  unlike other aspects of my personal belief
2.09%:  like all computer topics
2.09%:  computer science is also really boring if
2.08%:  like most of
2.58%:  like most of science
2.08%:  computer science is a lot like that!
2.08%:  before you start breaking into the
2.08%:  for the sake of computer science I
2.08%:  computer science is really freak
2.07%:  as you might
2.07%:  like all computer science greatest
2.07%:  like most legal
5.74%:  like most legal theories
5.39%:  like most legal concepts
2.07%:  like all computer science there
2.07%:  the really cool part is I
2.07%:  before you go on claiming
4.48%:  before you go on claiming that
2.06%:  like all computer science theories for
2.06%:  computer science is really the best
2.05%:  it only applies to the numbers
2.05%:  as you can see from
2.05%:  like all things in computer science for
2.05%:  the computer scientist life can
24.38%:  the computer scientist life can be lonely
6.85%:  the computer scientist life can be boring
6.82%:  the computer scientist life can be lonely!
2.31%:  the computer scientist life can be lonely for
2.04%:  computer science!
2.04%:  in the interest of not going
2.04%:  before you start selling
2.81%:  before you start selling copies
2.08%:  before you start selling copies of the
2.32%:  before you start selling copies of the complete
2.04%:  like all computer science benefits
2.03%:  before you start pointing
17.39%:  before you start pointing fingers
2.03%:  like all the best computer science f
2.03%:  like all computer science stories I hear
2.03%:  unlike most things I learn
2.03%:  like all great science fiction prem
2.03%:  like all great computer science n
2.02%:  before you start making lots
27.83%:  before you start making lots of copies
2.02%:  unlike my
3.23%:  unlike my other
9.24%:  unlike my other stories
2.02%:  before you start making copies of porn
2.02%:  the computer scientist really
2.02%:  for the sake of public
5.20%:  for the sake of public interest
2.97%:  for the sake of public policy
2.02%:  in fact
2.02%:  it only applies because
2.01%:  since computer storage space
2.01%:  computer science is a lot of other neat
2.01%:  because of the in
2.01%:  to be frank
2.01%:  my
2.01%:  computer science is better
2.01%:  before you thank me for bringing all
2.00%:  the computer scientist life is lonely!
2.00%:  because of the problem
1.99%:  like all things in computer storage
1.99%:  before you mention this to people
1.99%:  unlike the rest of my personal
1.99%:  before you start changing
1.98%:  as a computer scientist I prefer thinking
4.22%:  as a computer scientist I prefer thinking of
1.98%:  unlike other aspects of my person
1.98%:  computer science has its
1.97%:  computer science also offers
1.97%:  in the interest of keeping computer science all
1.97%:  for the purposes of telling
1.97%:  please keep this to
65.42%:  please keep this to yourself!
18.64%:  please keep this to yourself! I
15.97%:  please keep this to yourself for
1.97%:  like all great computer stories
1.97%:  I must
2.91%:  I must confess
1.96%:  as computer science is entirely
1.96%:  computer science is probably going
2.04%:  computer science is probably going to take
1.95%:  like many other aspects of being
1.95%:  unlike most things in logic
1.95%:  please keep it to yourself or it
2.00%:  please keep it to yourself or it might
1.94%:  before you go making copies of all the best
2.70%:  before you go making copies of all the best porn
1.94%:  computer science is also pretty boring if
1.94%:  I still think people
