means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
    966 0.09%:  cares
    967 0.09%:  man
    968 0.09%:  endorses me)
    969 0.09%:  on the road!)
    970 0.09%:  created the
    971 0.09%:  means so much to me at
    972 0.09%:  teaches us to condem
    973 0.09%:  and math are one
    974 0.09%:  has real
    975 0.09%:  cheers!)
    976 0.09%:  so hard
    977 0.09%:  should also
    978 0.09%:  and all that comes
    979 0.09%:  total
    980 0.09%:  collect
    981 0.09%:  alone does
    982 0.09%:  ass
    983 0.09%:  commands us all to the
    984 0.09%:  cannot tell us the reason
    985 0.09%:  also leads me to the
    986 0.09%:  means more to me than data
    987 0.09%:  teachers use
    988 0.09%:  nerds)
    989 0.09%:  means too
    990 0.12%:  means too much!)
    991 0.09%:  teaches us)
    992 0.08%:  tells us that a man
    993 0.49%:  tells us that a man cannot
    994 0.08%:  lesson!)
    995 0.08%:  del
    996 0.08%:  holds us
    997 0.08%: ! 
    998 0.08%:  can demonstrate
    999 0.08%:  scorn
   1000 0.11%:  scorns me once
   1001 0.08%:  deals
   1002 0.08%:  has made me see
   1003 0.08%:  runs
   1004 0.08%:  here denotes
   1005 0.08%:  dream
   1006 0.08%:  smarter than us)
   1007 0.08%:  scores
   1008 1.31%:  scores another
   1009 0.19%:  scores one
   1010 0.08%:  needs us
   1011 0.08%:  and measurement
   1012 0.08%:  returns home
   1013 0.08%:  leads the
   1014 0.08%:  cannot tolerate such!)
   1015 0.08%:  means more to me than nuclear
   1016 0.08%:  sure teaches
   1017 0.08%:  that does
   1018 0.08%:  stole
   1019 0.08%:  rules here)
   1020 0.08%:  ruled the
   1021 0.08%:  demonstrates that no
   1022 0.08%:  rules at the moment)
   1023 0.08%:  can rule the
   1024 0.08%:  to the rescue! )
   1025 0.08%:  leads to the
   1026 0.10%:  leads to the correct
   1027 0.08%:  called!)
   1028 0.08%:  marched on!)
   1029 0.08%:  teaches us not to dream at
   1030 0.08%:  rules to
   1031 0.08%:  tells me not to eat
   1032 0.08%:  humor!)
   1033 0.08%:  rule 
   1034 0.08%:  schme
   1035 0.08%:  and romance are so
   1036 0.08%:  has sure made me a
   1037 0.24%:  has sure made me a lot more
   1038 0.08%:  treats
   1039 0.10%:  treats us all the
   1040 0.08%:  has done me lots
   1041 0.08%:  can do a
   1042 0.08%:  turns dreams
   1043 0.08%:  means more to me than unreal
   1044 0.08%:  teaches us one clear
   1045 0.08%:  needs a
   1046 0.08%:  has an
   1047 0.08%:  does rule)
   1048 0.08%:  teaches us all to dream no
   1049 0.40%:  teaches us all to dream no matter
   1050 0.08%:  can learn a lesson
   1051 0.22%:  can learn a lesson here
   1052 0.15%:  can learn a lesson here!)
   1053 0.08%:  rules at least once a month
   1054 0.08%:  has tremendous
   1055 0.08%:  runs the
   1056 0.08%:  scares me too much
   1057 0.08%:  neutral
   1058 0.08%:  teaches us a lotta
   1059 0.08%:  has made me someone
   1060 0.08%:  returns!)
   1061 0.08%:  so hard!)
   1062 0.08%:  and reason are such
   1063 0.08%:  teaches us not to act
   1064 0.08%:  alerted
   1065 0.16%:  alerted me to that
   1066 0.09%:  alerted me to the
   1067 0.08%:  also den
   1068 0.08%:  has earned me a
   1069 0.08%:  has made me real
   1070 0.08%:  has constructed
   1071 0.08%:  tells us a
   1072 0.08%:  and measurements
   1073 0.08%:  loses once
   1074 0.08%:  does seem
   1075 0.08%:  means more to us all
   1076 0.10%:  means more to us all than mere
   1077 0.08%:  made a
   1078 0.08%:  marches on! )
   1079 0.08%:  does not tell me
   1080 0.08%:  tells us that at
   1081 0.08%:  does a real
   1082 0.08%:  needs another
   1083 0.08%:  should concentrate
   1084 0.08%:  means more to us than eternal
   1085 0.08%:  and romance are so much
   1086 0.08%:  told
   1087 0.18%:  told me that
   1088 0.10%:  told me to
   1089 0.09%:  told me not
   1090 0.09%:  told me so)
   1091 0.08%:  has also made me reluct
   1092 0.64%:  has also made me reluctant to eat
   1093 0.08%:  comes to us
   1094 0.08%:  correct
   1095 0.08%:  and truth are not one
   1096 0.08%:  cannot tolerate such sl
   1097 0.08%:  cheated
   1098 0.08%:  tells us that etern
   1099 0.08%:  teams
   1100 0.08%:  leads me to some
   1101 0.08%:  and math are all
   1102 0.07%:  starts another
   1103 0.07%:  tells us no
   1104 0.10%:  tells us no matter
   1105 0.07%:  teaches us not to dream!
   1106 0.07%:  tells me so)
   1107 0.07%:  marches on and all
   1108 0.07%:  commands me
   1109 0.07%:  scholar
   1110 0.07%:  dates me!)
   1111 0.07%:  can nonetheless
   1112 0.07%:  means so much to me )
   1113 0.07%:  rules most
   1114 0.07%:  has encountered
   1115 0.07%:  reaches
   1116 0.07%:  named
   1117 0.07%:  scares me and that
   1118 0.07%:  returned
   1119 0.07%:  has seen
   1120 0.07%:  results!)
   1121 0.07%:  commands that
   1122 0.07%:  means a lot to me man
   1123 0.07%:  teaches us not to deal
   1124 0.07%:  does so
   1125 0.07%:  turned me on
   1126 0.29%:  turned me on to that
   1127 0.23%:  turned me on to the
   1128 0.07%:  has)
   1129 0.11%:  has) let
   1130 0.07%:  needs to learn the
   1131 0.07%:  has led me to some real
   1132 0.07%:  meets the
   1133 0.07%:  at least!)
   1134 0.07%:  can tell us that
   1135 0.07%:  means a lot to me that
   1136 0.07%:  has made me lose out
   1137 0.07%:  needs me to
   1138 0.07%:  can lead
   1139 0.13%:  can lead to such
   1140 0.07%:  has cost me a lot!)
   1141 0.07%:  demonstrates that!)
   1142 0.07%:  hates me so
   1143 0.07%:  has one
   1144 0.07%:  consultants are hard
   1145 0.07%:  can lead us
   1146 0.12%:  can lead us to some
   1147 0.07%:  has made me a total
   1148 0.07%:  and the realms
   1149 0.07%:  rule no
   1150 0.07%:  and common sense are a match!)
   1151 0.07%:  marches on)!
   1152 0.07%:  rules dreams
   1153 0.07%:  s
   1154 0.07%:  has made me turn
   1155 0.07%:  has made me alone
   1156 0.07%:  can do that to me
   1157 0.07%:  turns me on so
   1158 0.10%:  turns me on so hard
   1159 0.07%:  note
   1160 0.07%:  alerted me to that!)
   1161 0.07%:  means a lot to me man!)
   1162 0.07%:  teaches us not to create a
   1163 0.07%:  teaches us not to!)
   1164 0.07%:  means so much to me and can
   1165 0.07%:  these
   1166 0.07%:  can mean
   1167 0.07%:  stands tall
   1168 0.07%:  has no need
   1169 0.07%:  scares me a
   1170 0.07%:  and reason are the sole
   1171 0.07%:  enters
   1172 0.15%:  enters the
   1173 0.07%:  rules 
   1174 0.07%:  has told me to
   1175 0.07%:  teaches us to care!)
   1176 0.07%:  should correct
   1177 0.07%:  also comes
   1178 0.07%:  cannot tolerate such an
   1179 0.07%:  here used
   1180 0.07%:  has done me a real
   1181 0.07%:  comes to us all!)
   1182 0.07%:  calls to
   1183 0.11%:  calls to me!)
   1184 0.07%:  tells me that cannot
   1185 0.07%:  has made all
   1186 0.07%:  also does
   1187 0.07%:  sn
   1188 0.07%:  to the rescue one
   1189 0.07%:  students)
   1190 0.07%:  holds true
   1191 0.07%:  to the rescue at
   1192 0.12%:  to the rescue at last
   1193 0.07%:  comes hard
   1194 0.07%:  has done us
   1195 0.07%:  dreams are the most
   1196 0.07%:  reasons to
   1197 0.07%:  nerds rule
   1198 0.07%:  tells me that no amount
   1199 0.07%:  endorses the natural
   1200 0.07%:  handles
   1201 0.07%:  lets us learn and
   1202 0.07%:  teaches us to create and
   1203 0.07%:  teaches us not to care!)
   1204 0.07%:  means almost
   1205 0.07%:  has also made me a
   1206 0.07%:  marches us
   1207 0.07%:  has a real
   1208 0.07%:  teaches us all to treat
   1209 0.07%:  and romance are the most
   1210 0.07%:  chose
   1211 0.07%:  means a lot to me as a man
   1212 0.07%:  comes home
   1213 0.07%:  has earned me so
   1214 0.07%:  rules at the start
   1215 0.07%:  rem
   1216 0.07%:  that couldn
   1217 0.07%:  means more to me than salt
   1218 0.06%:  has made me a loser once
   1219 0.06%:  means more to me than dust
   1220 0.06%:  leads me to the
   1221 0.06%:  can dream
   1222 0.06%:  sorts
   1223 0.15%:  sorts out the
   1224 0.06%:  scholars are
   1225 0.06%:  shortened
   1226 0.06%:  teaches me to dream!)
   1227 0.06%:  rules on the
   1228 0.07%:  rules on the street
   1229 0.06%:  creates such
   1230 0.06%:  ruled once
   1231 0.06%:  hates us all!
   1232 0.06%:  comment!)
   1233 0.06%:  can do that to us
   1234 0.06%:  means to
   1235 0.06%:  has told us
   1236 0.06%:  tells me that dreams are a
   1237 0.06%:  students can
   1238 0.06%:  commeth to
   1239 0.06%:  has dealt me a real
   1240 0.06%:  turns me on to
   1241 0.06%:  romance
   1242 0.06%:  has started to rule
   1243 0.06%:  teaches us a lot)
   1244 0.06%:  classroom
   1245 0.06%:  and common sense are)
   1246 0.09%:  and common sense are) the
   1247 0.06%:  has lead
   1248 0.21%:  has lead me to some
   1249 0.06%:  has made me late
   1250 0.06%:  means more to me than rest
   1251 0.06%:  and common sense are that
   1252 0.06%:  means there
   1253 0.06%:  has let me and
   1254 0.06%:  accurate
   1255 0.06%:  and common sense each
   1256 0.06%:  has earned me a lot more
   1257 0.06%:  crushed
   1258 0.06%:  consultants are a
   1259 0.06%:  called)
   1260 0.06%:  tells me so much more
   1261 0.06%:  readers!)
   1262 0.06%:  last
   1263 0.07%:  last month
   1264 0.06%:  and reason are not mut
   1265 0.06%:  rules to the
   1266 0.08%:  rules to the end
   1267 0.06%:  and common sense are true
   1268 0.06%:  scorns me!)
   1269 0.06%:  alerted me to that one)
   1270 0.06%:  that seems
   1271 0.06%:  has treated me so ter
   1272 0.06%:  turns me on)
   1273 0.06%:  has caused me more mental
   1274 0.06%:  teaches us to dream clean
   1275 0.06%:  cannot tolerate such dreams
   1276 0.06%:  sure doesn
   1277 0.06%:  has told me no
   1278 0.06%:  ahead
   1279 0.06%:  rules or
   1280 0.06%:  teaches us to)
   1281 0.06%:  teaches us to meet
   1282 0.06%:  rules home
   1283 0.06%:  tears
   1284 0.06%:  and truth are so
   1285 0.06%:  has made me reluct
   1286 0.06%:  tells us that cancer
   1287 0.06%:  has no soul
   1288 0.06%:  start
   1289 0.06%:  has a lot more rules
   1290 0.06%:  means the same to
   1291 0.06%:  has to come
   1292 0.06%:  and common sense at
   1293 0.10%:  and common sense at the
   1294 0.07%:  and common sense at that
   1295 0.06%:  needs a lot
   1296 0.06%:  teachers tell
   1297 0.06%:  commentator
   1298 0.06%:  cannot tolerate such slander
   1299 0.06%:  recommend
   1300 0.06%:  teachers demonstrate
   1301 0.06%:  tells us that modern
   1302 0.06%:  also ruled
   1303 0.06%:  at least has
   1304 0.06%:  teaches me to turn
   1305 0.06%:  means more to me than transc
   1306 0.06%:  has come so
   1307 0.06%:  teaches us all to dream)
   1308 0.06%:  sal
   1309 0.15%:  salutes
   1310 0.12%:  salute!)
   1311 0.08%:  salutes!)
   1312 0.06%:  also made
   1313 0.06%:  and math are so
   1314 0.06%:  teaches us not to enter
   1315 0.06%:  means no
   1316 0.06%:  and reason are one
   1317 0.06%:  and reason are not the same!
   1318 0.06%:  has no real reason
   1319 0.06%:  must stand
   1320 0.06%:  alone doesn
   1321 0.06%:  score
   1322 0.06%:  can come
   1323 0.06%:  has told me some
   1324 0.06%:  has ruled me once more)
   1325 0.06%:  cheats
   1326 0.06%:  could also
   1327 0.06%:  tells me) that
   1328 0.06%:  d
   1329 0.06%:  means more to us all than a
   1330 0.06%:  means more to us all than a mere
   1331 0.06%:  does these
   1332 0.06%:  and truth are all
   1333 0.06%:  and nature
   1334 0.06%:  tells us that romance
   1335 0.11%:  tells us that romance cannot
   1336 0.06%:  tells me not to)
   1337 0.06%:  recomm
   1338 0.70%:  recommends that
   1339 0.10%:  recommends that all
   1340 0.06%:  treats me
   1341 0.06%:  teachers do
   1342 0.06%:  has also made me late to
   1343 0.06%:  returns to the scene
   1344 0.06%:  concl
   1345 0.49%:  concludes that
   1346 0.22%:  concludes!)
   1347 0.06%:  that started
   1348 0.06%:  and math are almost
   1349 0.06%:  lets us learn more and
   1350 0.06%:  rules them
   1351 0.06%:  has made me un
   1352 0.06%:  cannot cure
   1353 0.06%:  reached
   1354 0.06%:  means more to me than al
   1355 0.06%:  names me
   1356 0.06%:  also demonstr
   1357 0.06%:  starts at
   1358 0.06%:  has also made clear
   1359 0.06%:  o
   1360 0.06%:  smash)
   1361 0.06%:  has also made me turn
   1362 0.06%:  needs us all
   1363 0.06%:  turned me on to that!)
   1364 0.06%:  scholar!)
   1365 0.06%:  has caused me a lot more
   1366 0.06%:  sure has done a
   1367 0.06%:  tells us one
   1368 0.06%:  comes out
   1369 0.06%:  causes the
   1370 0.06%:  schmeence
   1371 0.06%:  has made me lose more
   1372 0.06%:  has attracted
   1373 0.06%:  sentences
   1374 0.06%:  means more than one
   1375 0.06%:  tends to rule these
   1376 0.06%:  has corrected
   1377 0.06%:  as a tool
   1378 0.06%:  has made me cool!)
   1379 0.06%:  cheated on
   1380 0.05%:  hates me and
   1381 0.05%:  stands on
   1382 0.05%:  has meant
   1383 0.05%:  teaches!)
   1384 0.05%:  masters
   1385 0.05%:  colours
   1386 0.05%:  has made a real
   1387 0.05%:  a
   1388 0.05%:  teaches us to re
   1389 0.05%:  tells me that to
   1390 0.05%:  sure has made me a real
   1391 0.05%:  needs our
   1392 0.05%:  hands are
   1393 0.05%:  does that to us all at
   1394 0.05%:  name)
   1395 0.05%:  has dealt me one
   1396 0.12%:  has dealt me one more
   1397 0.05%:  r
   1398 0.05%:  alone should
   1399 0.05%:  tells us that man
   1400 0.19%:  tells us that man cannot
   1401 0.05%:  teachers recommend
   1402 0.05%: ) that
   1403 0.05%:  collected
   1404 0.05%:  that tells
   1405 0.05%:  does that so
   1406 0.05%:  rules on that score
   1407 0.05%:  threat
   1408 0.32%:  threatens to steal
   1409 0.15%:  threatens us
   1410 0.16%:  threatens us all)
   1411 0.14%:  threatens to steal our
   1412 0.09%:  threatens to und
   1413 0.06%:  threatens to reduce
   1414 0.06%:  threatens to undo me
   1415 0.05%:  date
   1416 0.05%:  means lots
   1417 0.05%:  has made a real monster
   1418 0.05%:  enhancement
   1419 0.05%:  means more to me than a date
   1420 0.05%:  can thus
   1421 0.05%:  smells the
   1422 0.05%:  threatens to steal romance
   1423 0.05%:  teaches me not to dance
   1424 0.05%:  teaches us all to dream on
   1425 0.05%:  three
   1426 0.05%:  rules on that one)
   1427 0.05%:  has no use
   1428 0.05%:  rules too)
   1429 0.05%:  means accurate
   1430 0.05%:  characters
   1431 0.05%:  has lead me ast
   1432 0.05%:  student!)
   1433 0.05%:  tells us that romance can
   1434 0.05%:  all
   1435 0.08%:  all around
   1436 0.05%:  rules so hard)!
   1437 0.05%:  means more to me and
   1438 0.05%:  leads to truth)
   1439 0.05%:  tells me the correct
   1440 0.05%:  cannot reach
   1441 0.05%:  alerted me that
   1442 0.05%:  cannot tell me the
   1443 0.05%:  means too much)
   1444 0.05%:  controls me
   1445 0.05%:  authors
   1446 0.05%:  need
   1447 0.05%:  and math are not mut
   1448 0.05%:  teaches us to tell
   1449 0.05%:  cannot lose
   1450 0.05%:  sure has made me more
   1451 0.05%:  names!)
   1452 0.05%:  nerds are so
   1453 0.05%:  means a lot to me there
   1454 0.05%:  has made me to
