think your voice is a wonderful gift!
      0 100.00%: 
      1 22.44%:  know
   3528 13.62%:  used to write for you!
   3529 13.62%:  found it in the frig!
   3530 13.62%:  hear only
   3531 13.62%:  think a lot of us find you
   3532 13.62%:  want to give your
   3533 13.62%:  saw you go on the
   3534 13.62%:  do hate
   3535 13.62%:  got a crush on your feet!
   3536 13.62%:  heard you on tv
   3537 13.62%:  won it
   3538 19.64%:  won it in a r
   3539 15.06%:  won it at
   3540 14.47%:  won it in a lot
   3541 13.62%:  dunno if you like it tho!
   3542 13.61%:  have you on record
   3543 13.61%:  got hold of a few
   3544 13.61%:  forgot a
   3545 13.61%:  could give you a few
   3546 13.61%:  hear!
   3547 13.61%:  used to own a tricy
   3548 13.61%:  kinda went
   3549 13.61%:  used too
   3550 13.61%:  wish you good luck at
   3551 13.61%:  get very
   3552 13.61%:  get such
   3553 13.61%:  see that!
   3554 13.61%:  never would
   3555 13.61%:  want to suck on your life!
   3556 13.61%:  need us to work
   3557 14.70%:  need us to work on a
   3558 13.61%:  saw one of the
   3559 13.61%:  get those
   3560 13.61%:  know you are
   3561 13.61%:  like it on your face!
   3562 13.60%:  say with
   3563 13.60%:  like to cheat in
   3564 13.60%:  say hi
   3565 13.60%:  like when you do it
   3566 13.60%:  like it in a
   3567 13.60%:  need you in
   3568 13.60%:  found this out like a
   3569 13.60%:  do like your voice
   3570 13.60%:  want to sue you for french
   3571 13.60%:  dunno if we like you!
   3572 13.60%:  get in
   3573 13.60%:  kinda stole
   3574 15.84%:  kinda stole your voice
   3575 15.44%:  kinda stole it
   3576 13.60%:  saw in
   3577 13.60%:  used to love your hair!
   3578 13.59%:  used to work in a t
   3579 13.59%:  like that voice
   3580 13.59%:  like the sound your
   3581 13.59%:  get kind
   3582 17.28%:  get kind of shy
   3583 14.37%:  get kind of nervous with
   3584 14.02%:  get kind of a
   3585 14.01%:  get kind of nervous!
   3586 13.59%:  only saw
   3587 13.59%:  could throw
   3588 13.59%:  kinda wrote
   3589 13.59%:  found it a
   3590 13.59%:  do what
   3591 13.59%:  like it when you go out
   3592 13.59%:  like it when you do it on
   3593 13.59%:  heard you lost 
   3594 13.59%:  think you got a
   3595 13.59%:  got a note on
   3596 13.59%:  used to own an
   3597 13.59%:  could shoot
   3598 13.59%:  dunno if you care if
   3599 13.59%:  forgot the words
   3600 13.59%:  get off
   3601 13.59%:  need to talk for 
   3602 13.58%:  dunno if we go out yet
   3603 13.58%:  forgot when
   3604 13.58%:  do nothing
   3605 13.58%:  dunno how to act if
   3606 13.58%:  found it in a shoe!
   3607 13.58%:  forgot he
   3608 16.10%:  forgot he was on
   3609 13.58%:  get cr
   3610 17.74%:  get cranky if
   3611 15.39%:  get cranky when i
   3612 13.97%:  get cranky when it
   3613 13.58%:  used to cheat you
   3614 14.06%:  used to cheat you on
   3615 13.58%:  used to chew on gr
   3616 13.58%:  only tried
   3617 13.58%:  like that your
   3618 13.70%:  like that your voice
   3619 13.58%:  got a crush on your knee!
   3620 13.58%:  found it in the fries
   3621 13.58%:  used to own a gun!
   3622 13.58%:  do a lot of this!
   3623 13.58%:  kinda felt
   3624 13.57%:  want you to sing!
   3625 13.57%:  want to suckle on your f
   3626 13.57%:  have tried to ruin you in
   3627 13.57%:  want to end our love
   3628 13.57%:  get his
   3629 13.57%:  think if you were on
   3630 13.57%:  wonder if you love it
   3631 13.91%:  wonder if you love it as
   3632 13.57%:  forgot they
   3633 13.57%:  forgot there
   3634 14.87%:  forgot there was no
   3635 13.57%:  got a friend with
   3636 13.57%:  love your wack
   3637 13.57%:  like it when you sing for
   3638 13.57%:  get 
   3639 13.57%:  want to suckle on your g
   3640 13.57%:  say in
   3641 13.57%:  dunno if i like it or
   3642 13.57%:  get lots
   3643 13.56%:  need it for a
   3644 13.56%:  used you
   3645 13.56%:  love you for that!
   3646 13.56%:  get around
   3647 13.56%:  get on
   3648 13.56%:  do not wish to revange
   3649 13.56%:  get sad
   3650 13.56%:  got a friend who likes your
   3651 13.56%:  get out
   3652 13.56%:  get a lot of frowny
   3653 13.56%:  dunno if we got you
   3654 13.56%:  know a lot!
   3655 13.56%:  like that in your voice
   3656 13.56%:  saw you in the nud
   3657 13.56%:  do lots
   3658 13.56%:  kinda got the
   3659 13.56%:  kinda threw
   3660 13.56%:  knew!
   3661 13.56%:  know a lot is
   3662 13.71%:  know a lot is riding
   3663 13.56%:  won your
   3664 13.56%:  got a friend who likes to fry
   3665 13.56%:  never go
   3666 13.55%:  could hang
   3667 13.55%:  dunno if your voice is what
   3668 13.55%:  like your sounding voice!
   3669 13.55%:  get lost
   3670 13.55%:  need to warn you of this
   3671 13.55%:  get how
   3672 13.55%:  only hear
   3673 13.55%:  like it when you act on
   3674 13.55%:  never ask
   3675 13.55%:  dunno how you get talk
   3676 13.55%:  get sick
   3677 13.55%:  get too
   3678 13.55%:  used it wrong!
   3679 13.55%:  do not want us
   3680 13.55%:  dunno where i got
   3681 13.55%:  want to suckle on your he
   3682 13.55%:  get cranky if i
   3683 13.55%:  kinda see
   3684 14.34%:  kinda see it now
   3685 13.55%:  get tired
   3686 14.18%:  get tired of you
   3687 13.55%:  need your autog
   3688 13.55%:  wish for
   3689 13.55%:  could use a new
   3690 13.55%:  would use it if it
   3691 13.55%:  kinda lose
   3692 13.55%:  need to hang out
   3693 13.55%:  get funny
   3694 13.55%:  wish a
   3695 13.55%:  like how you cut in
   3696 13.55%:  think you live in a good
   3697 13.55%:  got a crush on your wife in
   3698 13.55%:  kinda figure
   3699 13.55%:  only see
   3700 13.55%:  dunno if we like to
   3701 13.55%:  get l
   3702 13.54%:  need to say to
   3703 13.54%:  kinda f
   3704 13.54%:  uuh
   3705 13.54%:  get weird
   3706 13.54%:  like what you do on sit
   3707 13.54%:  never think
   3708 13.54%:  want to end our fr
   3709 13.54%:  want to suck your dongle
   3710 13.68%:  want to suck your dongle!
   3711 13.54%:  know that you
   3712 13.54%:  never should
   3713 13.54%:  used to hang on your
   3714 13.54%:  love you now that
   3715 13.54%:  need to win at
   3716 13.54%:  used to work in a te
   3717 13.54%:  like it when you tic
   3718 13.54%:  want to suckle on your h
   3719 13.54%:  wish our
   3720 13.54%:  do voice
   3721 13.53%:  hear you like to go
   3722 13.53%:  like to sit and
   3723 13.53%:  hear if
   3724 13.53%:  uh like you on
   3725 13.53%:  never could
   3726 13.53%:  like your cartoonish
   3727 13.53%:  knew our
   3728 13.53%:  dunno if it was your
   3729 13.53%:  want to suckle on your d
   3730 13.53%:  dunno how i got it!
   3731 13.53%:  kinda fl
   3732 13.53%:  dunno if you care who
   3733 15.94%:  dunno if you care who it is!
   3734 13.53%:  like that one!
   3735 13.53%:  hear voices
   3736 13.53%:  dunno how you get 
   3737 13.53%:  dunno how you get like
   3738 13.53%:  do not know if there
   3739 13.53%:  used to work in a l
   3740 13.53%:  hear one
   3741 13.53%:  uh got your voice in
   3742 13.53%:  got to say
   3743 13.52%:  say on
   3744 13.52%:  need to say two
   3745 13.52%:  do talk
   3746 13.52%:  only knew
   3747 13.52%:  do your
   3748 13.52%:  need to know this for
   3749 13.73%:  need to know this for a
   3750 13.52%:  like to do it
   3751 13.52%:  dunno how you get k
   3752 13.52%:  used to write for a living
   3753 13.52%:  think you need to focus a
   3754 13.52%:  want to suckle on your ve
   3755 13.52%:  only own
   3756 13.52%:  know a lot of nerd
   3757 13.52%:  found his
   3758 13.51%:  dunno if we oughta let
   3759 13.51%:  got stuck in a f
   3760 13.51%:  wanted to go for
   3761 13.51%:  saw!
   3762 13.51%:  only took
   3763 13.51%:  get cranky when it r
   3764 13.51%:  hear lots
   3765 13.51%:  want to end our 
   3766 13.51%:  dunno if you care so
   3767 13.51%:  wonder if it is
   3768 13.51%:  have no recordings of
   3769 13.51%:  found it in this
   3770 13.51%:  love to watch
   3771 13.51%:  like to wait for you
   3772 13.51%:  saw you like to go
   3773 13.51%:  got stuck in a fire
   3774 13.51%:  hear in
   3775 13.51%:  could not
   3776 13.51%:  heard you went into
   3777 13.51%:  say one
   3778 13.51%:  hear our
   3779 13.51%:  found one!
   3780 13.51%:  love your hit sit
   3781 13.51%:  saw you in like five
   3782 13.50%:  like it when you sit around
   3783 13.50%:  only read
   3784 13.50%:  get your voice
   3785 13.50%:  need you to go in a
   3786 13.50%:  only hate
   3787 13.50%:  could f
   3788 18.15%:  could fry a
   3789 17.18%:  could fry an
   3790 17.02%:  could fry a tur
   3791 14.26%:  could fry a ste
   3792 13.50%:  want to live on your
   3793 13.50%:  need to say no
   3794 13.50%:  could try
   3795 13.50%:  like it when it r
   3796 15.40%:  like it when it rains!
   3797 13.50%:  could so
   3798 13.50%:  knew a guy in school
   3799 13.50%:  could give you a new
   3800 13.50%:  only think
   3801 13.50%:  used to not like how
   3802 13.50%:  like it on you
   3803 13.50%:  heard you like to run in
   3804 13.50%:  like it when you go off
   3805 13.50%:  was looking for it!
   3806 13.50%:  used to hate your work
   3807 13.50%:  only eat
   3808 13.50%:  saw you once in the 
   3809 13.50%:  used to like to y
   3810 13.50%:  say good
   3811 13.49%:  like what you do on it
   3812 13.49%:  do an
   3813 13.49%:  got stuck in a weird
   3814 13.49%:  could start
   3815 13.49%:  would ask you if
   3816 13.49%:  love us!
   3817 13.49%:  like the sound you
   3818 13.49%:  got you a
   3819 13.49%:  only noticed
   3820 13.49%:  love your work and it
   3821 13.49%:  dunno if you have to get
   3822 13.49%:  do no
   3823 13.49%:  used an
   3824 13.49%:  used to work in a toy
   3825 13.49%:  heard you go in for it
   3826 13.49%:  dunno if that works if
   3827 13.49%:  only wrote
   3828 13.48%:  only regret
   3829 13.48%:  do these
   3830 13.48%:  could sue
   3831 13.48%:  used to work in a cr
   3832 13.48%:  dunno if your wife likes that!
   3833 13.48%:  won 
   3834 13.48%:  used to live with your
   3835 13.48%:  like it when you sing a
   3836 13.48%:  like how you said on
   3837 13.48%:  used to work in a f
   3838 13.48%:  do a lot of shit in
   3839 13.48%:  knew if
   3840 13.48%:  like it when you go on a
   3841 13.48%:  only have two
   3842 13.48%:  say for
   3843 13.48%:  used one
   3844 13.48%:  used to like your carto
   3845 13.48%:  do regret
   3846 13.48%:  got stuck in a fr
   3847 13.48%:  never talk on
   3848 13.47%:  want to suck your finger!
   3849 13.47%:  like it when you tango
   3850 13.47%:  doff
   3851 13.47%:  only take
   3852 13.47%:  only drink
   3853 13.47%:  used to live in a frig!
   3854 13.47%:  used to cry like
   3855 13.47%:  do get
   3856 13.47%:  found it in storage
   3857 13.47%:  know that doesn
   3858 13.47%:  could hit
   3859 13.47%:  could run
   3860 13.47%:  dunno if you like sarc
   3861 13.47%:  only do it for
   3862 13.47%:  only wished
   3863 13.47%:  never found out why!
   3864 13.47%:  only rented it as
   3865 13.47%:  need you on
   3866 13.47%:  only answered
   3867 13.47%:  could show
   3868 16.82%:  could show you a
   3869 13.47%:  won our
   3870 13.47%:  used to work in a c
   3871 13.47%:  could hurt
   3872 13.47%:  got stuck in a d
   3873 13.46%:  got stuck in a free
   3874 13.46%:  wonder!
   3875 13.46%:  could sing
   3876 13.46%:  saw you do it once in the
   3877 13.46%:  could taste
   3878 13.46%:  only went
   3879 13.46%:  won one
   3880 13.46%:  heard of it!
   3881 13.46%:  could stare
   3882 13.46%:  dunno if we talk or if
   3883 13.46%:  used to like to hug
   3884 13.46%:  want you to die of
   3885 13.46%:  only figured
   3886 13.46%:  only care
   3887 13.46%:  only ate
   3888 13.46%:  used to work in a fr
   3889 13.46%:  dunno if i have your
   3890 13.46%:  love it when you can do
   3891 13.46%:  heard it on
   3892 13.45%:  used to work in a 
   3893 13.45%:  used to work in a gre
   3894 13.45%:  found two
   3895 13.45%:  used to work in a h
   3896 13.45%:  used to work in a hot
   3897 13.45%:  like to go to
   3898 13.45%:  saw you once in 
   3899 13.45%:  get a lot of ched
   3900 13.45%:  got a crush on your wife if
   3901 13.45%:  got a friend in
   3902 13.45%:  need to say in
   3903 13.45%:  need to say for
   3904 13.45%:  like how you said our
   3905 13.45%:  think it needs
   3906 13.45%:  want to end you
   3907 13.45%:  lost nerve
   3908 13.45%:  only gave
   3909 13.45%:  say now
   3910 13.45%:  could go either way if it
   3911 13.44%:  never found out who it is
   3912 13.44%:  dunno if he likes
   3913 13.69%:  dunno if he likes it
   3914 13.65%:  dunno if he likes it or
   3915 13.44%:  need to say on
   3916 13.44%:  say like
   3917 13.44%:  hate to die!
   3918 13.44%:  only now
   3919 13.44%:  hear lots of no
   3920 13.44%:  could go for a fry
   3921 13.44%:  got his voice!
   3922 13.44%:  saw one of you in
   3923 13.60%:  saw one of you in the
   3924 13.43%:  do a lot of it in
   3925 13.43%:  dunno if we talk or if you
   3926 13.43%:  like the sound!
   3927 13.43%:  like it when you sit and
   3928 13.43%:  think it goes
   3929 13.43%:  found it in his
   3930 13.43%:  like to touch you
   3931 13.43%:  found out how a
   3932 13.43%:  dunno if you like to eat
   3933 13.43%:  used to chew on it!
   3934 13.43%:  like it when you sing at
   3935 13.43%:  got cut off in
   3936 13.43%:  used to like onion
   3937 13.43%:  used to like to f
   3938 13.43%:  want to use your life
   3939 13.43%:  lost track of when
   3940 13.43%:  got stuck in a w
   3941 13.42%:  get the v
   3942 13.42%:  do it on
   3943 13.42%:  like to cheat on you
   3944 13.42%:  want to fuck your dog!
   3945 13.42%:  like what you do in it!
   3946 13.42%:  think you live in a weird
   3947 13.42%:  used to like to c
   3948 13.42%:  got stuck in a wind
   3949 13.42%:  got stuck in a dry
   3950 14.62%:  got stuck in a dryer!
   3951 13.42%:  got a crush on your wife like
   3952 13.42%:  dunno how it gose
   3953 13.42%:  forgot to dial!
   3954 13.42%:  think it can
   3955 13.42%:  dunno if it is the
   3956 13.42%:  kinda lost it when
   3957 13.42%:  used to like to run
   3958 13.42%:  got stuck in a field
   3959 13.42%:  want to see if you do
   3960 13.42%:  could eat your
   3961 13.42%:  wanted to offer you 
   3962 13.42%:  kinda got your
   3963 13.42%:  got stuck in a very
   3964 13.42%:  like that you use
   3965 13.42%:  got stuck in a di
   3966 13.42%:  like it when you go a
   3967 13.42%:  dunno if that works very
   3968 13.41%:  dunno how ya felt
   3969 13.41%:  need it for work
   3970 13.41%:  dunno how it is you
   3971 13.41%:  got stuck in a 
   3972 13.41%:  got lost in a
   3973 13.41%:  forgot you were an
   3974 13.41%:  only found out it
   3975 13.41%:  want to revengrish
   3976 14.62%:  want to revengrish you!
   3977 13.41%:  got a lot of new friends!
   3978 13.41%:  dunno if it works if you have
   3979 13.41%:  was looking for her!
   3980 13.41%:  used to not like your hair
   3981 13.41%:  forgot to dial in 
   3982 13.41%:  dunno where it is or
   3983 13.40%:  like it when you sing it
   3984 13.40%:  got stuck in a river
   3985 13.40%:  need to work on this a lii
   3986 13.40%:  dunno where it is at
   3987 13.40%:  got stuck in a drive
   3988 13.40%:  got stuck in a r
   3989 13.40%:  like to hang out in your
   3990 13.40%:  found you a
   3991 13.39%:  know that is
   3992 13.39%:  have found your
   3993 13.39%:  need you!
   3994 13.39%:  used to like to rh
   3995 13.39%:  got your note!
   3996 13.39%:  like it when you do it for
   3997 13.39%:  think you live in a fr
   3998 13.39%:  used to like to h
   3999 13.39%:  dunno where ya got
   4000 13.39%:  want to use your line
   4001 13.39%:  do not get why
   4002 13.39%:  heard you go out
   4003 13.39%:  think you live in a cr
   4004 13.39%:  used to cry in front
   4005 14.39%:  used to cry in front of a
   4006 13.39%:  think you live in a sw
   4007 13.39%:  got stuck in an
   4008 13.38%:  never want to go
   4009 13.38%:  dunno if i was ever
   4010 13.38%:  got into a f
   4011 13.38%:  used to like to cry
   4012 13.38%:  dunno if it works at your
   4013 13.38%:  dunno where it is to
   4014 13.38%:  dunno if you ever got it
   4015 13.38%:  love it when you ask for
   4016 13.38%:  think you live in a forest
   4017 13.38%:  think you were in
   4018 13.38%:  do a lot of it when
   4019 13.38%:  want to use your role
   4020 13.38%:  had to sit in
   4021 13.38%:  dunno where it is it
   4022 13.38%:  think you live in a f
   4023 13.38%:  only rented it 
   4024 13.38%:  like it when you scorn
   4025 13.38%:  love you now and
   4026 13.38%:  do not think so
   4027 13.38%:  got your face in
   4028 13.38%:  want to use your fr
   4029 14.17%:  want to use your fridge
   4030 13.38%:  used to like to w
   4031 13.38%:  only rented it c
   4032 13.38%:  could get a
   4033 13.38%:  got like 
   4034 13.38%:  won a free
   4035 13.37%:  like it when you act so
   4036 13.37%:  like that you do
   4037 13.37%:  want to use you!
   4038 13.37%:  like it when you act in our
   4039 13.37%:  think you live in a c
   4040 13.37%:  like the sound of you in
   4041 13.37%:  need to cash in 
   4042 13.37%:  need you as
   4043 13.37%:  only rented it cos
   4044 13.37%:  think you live in a tower
   4045 13.37%:  do not think your
   4046 13.37%:  saw you on the tv in
   4047 13.36%:  used to watch your 
   4048 13.36%:  get the dial
   4049 13.36%:  used to work in a linger
   4050 13.36%:  used to watch rerun
   4051 13.36%:  know a lot of the guys
   4052 13.63%:  know a lot of the guys in
   4053 13.36%:  like that you sound
   4054 13.36%:  wonder if you like it!
   4055 13.36%:  heard you like f
   4056 13.36%:  get a lot of fried
   4057 13.36%:  need to think of ways
   4058 13.36%:  have lots of noun
   4059 13.36%:  like to use it
   4060 13.36%:  heard of you on
   4061 13.36%:  used to fight for
   4062 13.36%:  have to go or die!
   4063 13.36%:  want to see you in 
   4064 13.36%:  like to stay on
   4065 13.36%:  want to revenguish
   4066 14.02%:  want to revenguish you!
   4067 13.36%:  dunno who it is yet!
   4068 13.36%:  want to suck on your heli
   4069 13.35%:  want to use your f
   4070 13.35%:  used to like your act in
   4071 13.35%:  saw it on tv once
   4072 13.35%:  have soiled
   4073 13.35%:  found a new
   4074 13.35%:  saw you on tv i think i
   4075 13.35%:  do not know if the
   4076 13.35%:  like how you sing in
   4077 13.35%:  only found out where
   4078 13.35%:  want to use your dog
   4079 13.35%:  used to run on it!
   4080 13.35%:  got a lot of ducks in here!
   4081 13.35%:  want to use your nick
   4082 13.35%:  do not see you
   4083 13.35%:  have no one of
   4084 13.34%:  dunno if your wife has
   4085 13.34%:  used to run a 
   4086 13.34%:  dunno how to tie a c
   4087 13.34%:  saw you in one of the tv
   4088 13.34%:  do not think our
   4089 13.34%:  wonder if that guy
   4090 13.34%:  dunno if it works if you get
   4091 13.34%:  dunno if it goes over
   4092 13.34%:  have to let you down!
   4093 13.34%:  heard you like us
   4094 13.40%:  heard you like usin
   4095 13.34%:  do not know if it is r
   4096 13.34%:  forgot to send in a
   4097 13.34%:  do not know if it is al
   4098 13.34%:  only found out he
   4099 13.34%:  dunno if your voice has
   4100 13.34%:  need to know if it is
   4101 13.34%:  used to chew a lot on
   4102 13.34%:  like that you used
   4103 13.33%:  like it when you scoot
   4104 13.33%:  get kind of nervous if
   4105 13.33%:  feel as if you don
   4106 13.33%:  do know that you
   4107 13.33%:  do this for free!
   4108 13.33%:  wonder if this line
   4109 13.33%:  do not want your
   4110 13.33%:  saw you once in like
   4111 13.81%:  saw you once in like 
   4112 13.33%:  dunno if you feel it or
   4113 13.33%:  like to watch you in
   4114 13.33%:  said it wrong on
   4115 13.33%:  love your face!
   4116 13.33%:  dunno if you like to get
   4117 13.33%:  dunno if it works if you are
   4118 13.32%:  dunno if it works if you leave
   4119 13.32%:  do not know if it is 
   4120 13.32%:  like it when you sing too
   4121 13.32%:  had to get one!
   4122 13.32%:  love it when you sing to
   4123 13.32%:  get like 
   4124 13.32%:  saw you doing it once!
   4125 13.32%:  found this out over a
   4126 13.32%:  heard you snorting!
   4127 13.32%:  need you to sign it!
   4128 13.31%:  think you need to grow a f
   4129 13.31%:  think you were on a
   4130 13.31%:  feel unworthy to
   4131 13.31%:  forgot to dial in his
   4132 13.31%:  dunno if we talk this
   4133 13.31%:  like that you won
   4134 13.31%:  saw you in one of the l
   4135 13.31%:  saw you in one of the t
   4136 13.31%:  think you live in our
   4137 13.31%:  need for us to go
   4138 13.31%:  kinda regret this
   4139 13.31%:  get it if you can
   4140 13.31%:  like to watch you die
   4141 13.30%:  know that one
   4142 13.30%:  like to chew your
   4143 13.30%:  found it while
   4144 13.30%:  heard you like s
   4145 13.30%:  do not feel this way
   4146 13.30%:  dunno what your first
   4147 13.30%:  do not think a
   4148 13.30%:  have it on record
   4149 13.30%:  dunno if you have to sit
   4150 13.30%:  used to own a tiger!
   4151 13.30%:  got a lot of friends in
   4152 13.30%:  want you to live inside of
   4153 13.30%:  dunno if there is
   4154 13.29%:  used to not care
   4155 13.29%:  dunno if you have to like
   4156 13.29%:  only got a
   4157 13.29%:  like how you use it
   4158 13.29%:  like it when you cut in a
   4159 13.29%:  like how you use it to
   4160 13.29%:  saw you in like four
   4161 13.29%:  dunno that we
   4162 13.29%:  do this a lot for fun!
   4163 13.29%:  do love to hear
   4164 13.29%:  heard you like fr
   4165 13.29%:  kinda stole your voice!
   4166 13.28%:  hear you sucking
   4167 13.28%:  have to go do like 
   4168 13.28%:  want to do you
   4169 13.58%:  want to do you in
   4170 13.62%:  want to do you in!
   4171 13.28%:  think so!
   4172 13.28%:  dunno if they got
   4173 13.28%:  got too drunk
   4174 13.28%:  want you to see our
   4175 13.28%:  could ask you for the
   4176 13.28%:  love it when your
   4177 13.28%:  want to use your voice!
   4178 13.28%:  dunno if your face
   4179 13.28%:  saw you out once
   4180 13.28%:  could get you on
   4181 13.71%:  could get you on the
   4182 13.28%:  got scared!
   4183 13.28%:  like to cheat on your
   4184 13.28%:  do a lot of stu
   4185 13.28%:  love what you do in it
   4186 13.27%:  dunno where to stick your
   4187 13.27%:  heard your voice!
   4188 13.27%:  get it when you do
   4189 13.27%:  want you to do like 
   4190 13.27%:  used to run a lot in
   4191 13.27%:  should go now!
   4192 13.27%:  do so love the
   4193 13.27%:  forgot it was on
   4194 13.27%:  like it when you act s
   4195 13.27%:  want to look in
   4196 13.27%:  do not know if i
   4197 13.27%:  like it when you cut in for
   4198 13.56%:  like it when you cut in for a
   4199 13.27%:  do not like you
   4200 13.27%:  do a lot of thinking!
   4201 13.27%:  wonder if you like to sing
   4202 13.27%:  dunno if we talk yet
   4203 13.27%:  used to fight in a
   4204 13.27%:  get kind of nervous at
   4205 13.27%:  heard you like t
   4206 13.63%:  heard you like tig
   4207 13.26%:  heard you like c
   4208 13.45%:  heard you like cows!
   4209 13.26%:  used to love your act in
   4210 13.26%:  dunno how else to act
   4211 13.26%:  like it when you sit in c
   4212 13.26%:  forgot to dial in here
   4213 13.26%:  like to do things
   4214 13.26%:  like that you signed
   4215 13.26%:  like it when you go so
   4216 13.26%:  heard you like on
   4217 14.19%:  heard you like onions!
   4218 13.97%:  heard you like onion
   4219 13.26%:  need to cut a
   4220 13.26%:  like having friends
   4221 13.26%:  love it when a
   4222 13.26%:  forgot to dial in five
   4223 13.26%:  like it when you cut in so
   4224 13.26%:  dunno if i like it!
   4225 13.26%:  know that isn
   4226 13.25%:  do not think you are!
   4227 13.25%:  saw you once in the d
   4228 13.25%:  had to run to
   4229 13.25%:  need to cash in for
   4230 13.25%:  only use it on
   4231 13.25%:  heard you like our
   4232 13.25%:  heard you like sc
   4233 13.25%:  have it in
   4234 13.25%:  used to love how it
   4235 13.25%:  only have to
   4236 13.25%:  know a lot of the 
   4237 13.24%:  heard you like g
   4238 13.24%:  dunno if we got it
   4239 13.24%:  used to know a guy on
   4240 13.24%:  dunno if you have to set
   4241 13.24%:  was looking for the 
   4242 13.24%:  wonder if you can give us
   4243 13.24%:  like to wait for you in
   4244 13.24%:  need to cash in two
   4245 13.24%:  heard you like cr
   4246 13.24%:  want to go for
   4247 13.24%:  found it in your coat
   4248 13.24%:  like your house!
   4249 13.23%:  saw one on
   4250 13.23%:  dunno if you are who
   4251 13.23%:  got no idea
   4252 13.23%:  do have to
   4253 13.23%:  got no idea who
   4254 13.23%:  need to cash in!
   4255 13.23%:  dunno if we like that so
   4256 13.23%:  like the sound of it on a
   4257 13.23%:  used to get in
   4258 13.36%:  used to get in a
   4259 13.23%:  do not care!
   4260 13.23%:  want one of your legs
   4261 13.23%:  like it when you cut off a
   4262 13.23%:  like it when you scru
   4263 13.23%:  hear if you don
   4264 13.22%:  like how you gave us
   4265 13.22%:  get tired of you so
   4266 13.22%:  do not know if these
   4267 13.22%:  used to live in a wig hut in
   4268 13.22%:  do not know if a
   4269 13.22%:  need to ask you if it
   4270 13.22%:  like it when you go to an
   4271 13.22%:  saw you on tv on the 
   4272 13.22%:  like it when you go to d
   4273 13.22%:  dunno if you like to chat
   4274 13.22%:  like to wait in
   4275 13.22%:  do a lot of it here
   4276 13.56%:  do a lot of it here in
   4277 13.22%:  had no clue
   4278 13.41%:  had no clue you
   4279 13.22%:  like his voice!
   4280 13.22%:  like it how you got
   4281 13.73%:  like it how you got a
   4282 13.22%:  think if you were on a
   4283 13.22%:  saw you once in the f
   4284 13.22%:  saw you once in the old
   4285 13.22%:  like it when you scoo
   4286 13.22%:  do not know if they
   4287 13.22%:  like to yod
   4288 13.22%:  used to love your hair in
   4289 13.22%:  think you need to grow a fr
   4290 13.22%:  like it when you go and
   4291 13.22%:  dunno if it was your voice
   4292 13.22%:  found a guy
   4293 13.21%:  like it when you act for
   4294 13.21%:  like it when you cut a
   4295 13.21%:  get to say
   4296 13.21%:  used to work for a living!
   4297 13.21%:  heard it works
   4298 13.21%:  found you first
   4299 13.21%:  need for you to wait in
   4300 13.21%:  dunno if they work
   4301 13.21%:  saw you on the tv one
   4302 13.21%:  could see it on
   4303 13.21%:  like it when a guy
   4304 13.21%:  need you to loan us
   4305 13.21%:  used to own a gor
   4306 13.21%:  found it in your car
   4307 13.21%:  heard you on tv once
   4308 13.21%:  like it when you go nuts
   4309 13.21%:  want to see you in our
   4310 13.21%:  used to love it in
   4311 13.21%:  got a crush on one
   4312 13.20%:  need to go in for
   4313 13.20%:  know your voice is
   4314 13.20%:  dunno if it was you or if
   4315 13.20%:  love your works!
   4316 13.20%:  want you to sing like
   4317 13.20%:  love the sound
   4318 14.35%:  love the sound of it
   4319 14.03%:  love the sound of it!
   4320 13.39%:  love the sound of a
   4321 13.20%:  uh love you a
   4322 13.20%:  can go on forever
   4323 13.20%:  like to sing!
   4324 13.20%:  dunno if your voice is right
   4325 13.20%:  want to suck you
   4326 14.33%:  want to suck you off!
   4327 13.20%:  like it when you act su
   4328 13.20%:  want to revengio you
   4329 13.20%:  got a crush on it
   4330 13.20%:  saw it on tv once!
   4331 13.20%:  dunno if your wife likes it or
   4332 13.20%:  heard of you!
   4333 13.20%:  was looking for the f
   4334 13.20%:  like to say!
   4335 13.20%:  was looking for the fr
   4336 13.20%:  heard you on t
   4337 13.19%:  like it when you taco
   4338 13.19%:  found this out like five
   4339 13.19%:  think you answered too
   4340 13.19%:  have you on t
   4341 13.19%:  want to see your dick
   4342 13.44%:  want to see your dick!
   4343 13.19%:  have you on loud
   4344 13.19%:  like it when you go round
   4345 13.19%:  got one for
   4346 13.19%:  only said it
   4347 13.19%:  was looking for the c
   4348 13.19%:  found it in your waste
   4349 13.19%:  dunno if you are right
   4350 13.19%:  like it when you cut off in
   4351 13.19%:  had lots of fun in 
   4352 13.19%:  had lots of fun on it
   4353 13.18%:  kinda lost it for
   4354 13.18%:  love your wife!
   4355 13.18%:  dunno if you care or if
   4356 13.18%:  found it in your glo
   4357 13.18%:  like it when you tac
   4358 13.18%:  dunno if we oughta try
   4359 13.18%:  like us on
   4360 13.82%:  like us on a
   4361 13.18%:  only found out the
   4362 13.18%:  used to know the guy
   4363 13.18%:  like your cartoon!
   4364 13.18%:  saw you once in the fift
   4365 13.18%:  like it when you go fast
   4366 13.18%:  forgot how it
   4367 13.17%:  like it when you go!
   4368 13.17%:  love you so hard!
   4369 13.17%:  want to live in our house
   4370 13.17%:  like it when you go 
   4371 13.17%:  would think so
   4372 13.28%:  would think so!
