this keeps up I'm just going to invent my OWN Nobel prize, I swear to god
100.00%: 
9.04%:  I
0.07%:  this keeps up I'm going to go ro
0.07%:  this keeps up I'm just going to stop never
0.07%:  this keeps up, I'm going to put some sort
0.07%:  this keeps up I'm just going to get even
0.07%:  this keeps up, I'm going to turn in some
0.07%:  this keeps up I'm just going to er
0.07%:  this keeps up I'm going to go jump into
0.07%:  this keeps up I'm just going to see
0.07%:  this keeps up I'm going to just post
0.07%:  this keeps up I'm going to go so nuts
0.07%:  this keeps up, I'm going to get re
0.07%:  this keeps up, I'm just going to go invent more
0.07%:  this keeps up, it's just going to give
0.22%:  this keeps up, it's just going to give me more
0.07%:  this keeps up, I'm just going to vom
0.12%:  this keeps up, I'm just going to vomit on
0.07%:  this keeps up I'm just going to never open
0.07%:  this keeps up, I'm going to spit on some
0.07%:  this keeps up, I'm going to go un
0.07%:  this keeps up, it's going to get IN
0.07%:  this keeps up, I'm just going to go post
0.07%:  this keeps up I'm just going to go m
0.07%:  this keeps up I'm just going to not ever
0.07%:  this keeps up, I'm going to go into some
0.07%:  this keeps up, I'm just going to go into se
0.07%:  this keeps up, I'm just going to pee on every
0.07%:  this keeps up I'm going to go un
0.07%:  this keeps up I'm just going to tie
0.07%:  this keeps up, I'm going to get put on
0.07%:  this keeps up, I'm just going to set it
0.07%:  this keeps up, I'm going to pun
0.07%:  this keeps up, I'm just going to over
0.07%:  this keeps up I'm going to soon
0.07%:  this keeps up I'm going to go put
0.07%:  this keeps up, I'm going to trust
0.07%:  this keeps up, I'm just going to store every
0.07%:  this keeps up I'm just going to spo
0.07%:  this keeps up, I'm just going to stomp on every tree
0.07%:  this keeps up, I'm going to turn on some
0.07%:  this keeps up, I'm just going to give my notes
0.07%:  this keeps up, I'm going to go out on
0.07%:  this keeps up, I'm going to get some IN
0.07%:  this keeps up, I'm just going to give some
0.07%:  this keeps up, I'm going to sing
0.07%:  this keeps up I'm going to spit out
0.07%:  this keeps up I'm just going to invent it
0.07%:  this keeps up, I'm just going to move in to
0.07%:  this keeps up I'm going to get put on
0.07%:  this keeps up I'm going to trust
0.07%:  this keeps up, I'm going to meet
0.07%:  this keeps up I'm just going to po
0.07%:  this keeps up I'm just going to move in to
0.07%:  this keeps up, I'm just going to visit
0.07%:  this keeps up I'm going to go up in
0.07%:  this keeps up, I'm just going to move to one
0.07%:  this keeps up I'm just going to rent some
0.07%:  this keeps up I'm just going to invent times
0.07%:  this keeps up, I'm going to get in some
0.07%:  this keeps up I'm just going to stomp on every tree
0.07%:  this keeps up I'm just going to store every
0.07%:  this keeps up I'm just going into
0.07%:  this keeps up, I'm just going to invent some IN
0.07%:  this keeps up I'm just going to invent some IN
0.07%:  this keeps up I'm going to stop re
0.07%:  this keeps up, I'm going to run into
0.07%:  this keeps up, I'm going to get un
0.07%:  this keeps up I'm just going to not even try
0.07%:  this keeps up, I'm going to set out
0.07%:  this keeps up, I'm just going to see
0.07%:  this keeps up, I'm going to go in
0.07%:  this keeps up I'm just going to get into every
0.07%:  this keeps up I guess I'm not
0.36%:  this keeps up I guess I'm not going
0.06%:  this keeps up I'm going to stomp out
0.06%:  this keeps up I'm going to get N
0.06%:  this keeps up, I'm just going to give my best
0.06%:  this keeps up I'm just going to pee in
0.06%:  this keeps up I'm going to some sort
0.06%:  this keeps up I'm going to get un
0.06%:  this keeps up, I'm going to go out in
0.06%:  this keeps up I'm just going to get into some
0.06%:  this keeps up, I'm going to go into se
0.06%:  this keeps up, I'm just going to not even try
0.06%:  this keeps up I'm just going to stop in
0.06%:  this keeps up, I'm going to jump to
0.06%:  this keeps up, I'm going to step out into
0.06%:  this keeps up, I'm going to just give it
0.06%:  this keeps up, I'm going to just not even
0.06%:  this keeps up I'm going to, um
0.06%:  this keeps up I'm going to stop using time
0.06%:  this keeps up, I'm going to put one
0.06%:  this post goes
0.07%:  this post goes up
0.06%:  this keeps up I'm going to up
0.06%:  this keeps up, it's going to get on
0.06%:  this keeps up I'm going to ren
0.06%:  this keeps up, I'm going to go nuts or
0.06%:  this keeps up, I'm going to step in
0.06%:  this keeps up, I'm going to turn so
0.06%:  this keeps up, I'm going to enter into
0.06%:  this keeps up, I'm going to N
0.06%:  this keeps up, I'm just going to go IN
0.06%:  this keeps up, I'm just going to step in
0.06%:  this keeps up, I'm just going to give one
0.06%:  this keeps up I'm going to rent out
0.06%:  this keeps up, I'm just going to set it on
0.06%:  this keeps up, I'm going to p
0.06%:  this keeps up, I'm going to rent out
0.06%:  this keeps up I'm going to go in
0.06%:  this keeps up, I'm going to strip
0.06%:  this keeps up I'm going to get some post
0.06%:  this keeps up I'm going to run into
0.06%:  this keeps up I'm going to put so
0.06%:  ON
0.06%:  this keeps up, I'm just going to rent some
0.06%:  this keeps up I'm going to set out
0.06%:  this keeps up I'm going to stomp on trees
0.06%:  this keeps up I'm going to just stom
0.10%:  this keeps up I'm going to just stomp on every
0.06%:  this keeps up I'm going to go into se
0.06%:  this keeps up I'm just going to stop over
0.06%:  this keeps up I'm going to get me
0.06%:  this keeps up I'm going to go jump in
0.06%:  this keeps up I'm just going to get it
0.06%:  this keeps up, I'm just going to sit on top
0.06%:  this keeps up, I'm just going to stop never
0.06%:  this keeps up I'm going to get sm
0.06%:  this keeps up I'm going to just go sit
0.06%:  this keeps up, I'm just going to get into some
0.06%:  this keeps up I'm going to just move in
0.06%:  this keeps up I'm going to step in
0.06%:  this keeps up, I'm just going to get it
0.06%:  this keeps up, I'm going on tour
0.06%:  this keeps up, I'm going to go so nuts
0.06%:  this keeps up, I'm just going to invent 
0.06%:  this keeps up I'm going to poo
0.06%:  this keeps up, I'm just going to point to every
0.06%:  this keeps up, I'm just going to stop over
0.06%:  this keeps up, I'm just going to pee in
0.06%:  this keeps up, I'm going to ren
0.06%:  this keeps up, I'm going to stop re
0.06%:  this keeps up, it's going to get me into
0.06%:  this keeps up, it's going to put
0.06%:  this keeps up I'm going to go on some
0.06%:  this keeps up I'm just going to ren
0.06%:  this keeps up I'm going to go nut
0.06%:  this keeps up I'm going to smug
0.06%:  this keeps up, I'm going to get N
0.06%:  this keeps up, I'm going IN
0.06%:  this keeps up I'm going to put one
0.06%:  this keeps up, I'm going to stop using it
0.06%:  this keeps up I'm just going to IN
0.06%:  this keeps up I'm going to mon
0.06%:  this keeps up, I'm just going to go print some
0.06%:  this keeps up, I'm just going to er
0.06%:  this keeps up I'm just going to go print some
0.06%:  this keeps up, I'm going to get more into
0.06%:  this keeps up, I'm just going to give in to
0.06%:  this keeps up I'm going to get post
0.06%:  this keeps up, I'm going to one
0.06%:  this keeps up I'm going to go out in
0.06%:  this keeps up I'm going to stop stom
0.06%:  this keeps up, I'm going to go put
0.06%:  this keeps up I'm going to get some IN
0.06%:  this keeps up, I'm just going to str
0.06%:  this keeps up, I'm going to go turn
0.06%:  this keeps up I'm going to just go invent
0.06%:  this keeps up I'm going up
0.06%:  this keeps up, I'm going up
0.06%:  this keeps up I'm going to stop in
0.06%:  this keeps up I'm just going to post it on every blog I
0.06%:  this keeps up, I'm going out on
0.06%:  this keeps up, I'm just going to go to every
0.06%:  this keeps up, I'm just going into
0.06%:  this keeps up I'm going to get p
0.06%:  this keeps up I'm just going to get every
0.06%:  this keeps up, I'm just going to sign every one
0.06%:  this keeps up, I'm just going to never open
0.05%:  this keeps up, I'm going to get some post
0.05%:  this keeps up, some
0.05%:  this keeps up, I'm just going to stop in
0.05%:  this keeps up, I'm just going to get into every
0.05%:  this keeps up, I'm going to join every
0.05%:  this keeps up, I'm going to stop just invent
0.05%:  it's the
0.05%:  this keeps up I'm going IN
0.05%:  this keeps up, I'm just going to spit on every
0.05%:  this keeps up, I'm just going to not ever
0.05%:  this keeps up, I'm going to stop in
0.05%:  this keeps up, I'm just going to stomp every
0.05%:  this keeps up, I'm going to go nuts in
0.05%:  this keeps up I'm going to press on
0.05%:  this keeps up I'm going to turn on some
0.05%:  this keeps up I'm just going to go visit
0.05%:  this keeps up I'm just going to to
0.05%:  this keeps up, it's going to put me on
0.05%:  this keeps up I'm going to sign some
0.05%:  this keeps up I'm going to jump on every
0.05%:  this keeps up I'm just going to sit on top
0.05%:  this keeps up, I'm just going to spit into
0.05%:  this keeps up, I'm going in
0.05%:  this keeps up I'm just going to stop re
0.05%:  this keeps up, it's going to stop
0.05%:  this keeps up I'm going to go out on
0.05%:  this keeps up, I'm going to go jump
0.05%:  this keeps up I'm going to get not
0.05%:  this keeps up, I'm just going to enter every
0.05%:  this keeps up, I'm just going to get even
0.05%:  this keeps up I'm going to go nuts I
0.05%:  this keeps up I'm going to get so sm
0.05%:  this keeps up I'm going to get re
0.05%:  this keeps up I'm going to one
0.05%:  this keeps up I'm going to get W
0.05%:  this keeps up I'm going to put more
0.05%:  this keeps up I'm just going to strip
0.05%:  this keeps up I'm going to just move on
0.05%:  this keeps up I'm just going to set it
0.05%:  this keeps up, I'm going to miss it
0.05%:  this keeps up, I'm just going to get very
0.05%:  this keeps up, I'm going to get sent
0.05%:  this keeps up I'm going to just go invent some
0.05%:  this keeps up I'm just going to invent some,
0.05%:  this keeps up I'm going to get,
0.05%:  this keeps up I'm going to get pe
0.05%:  this keeps up I'm going to get more into
0.05%:  this keeps up I'm going to go nuts on
0.05%:  this keeps up I'm going to trip
0.05%:  this keeps up I'm going to turn to stone,
0.05%:  this keeps up, I'm going to turn 
0.05%:  this keeps up, I'm sure to
0.05%:  this keeps up I'm going to pro
0.05%:  this keeps up, I'm going to get not
0.05%:  this keeps up, I'm going to up
0.05%:  this keeps up I'm just going to sing
0.05%:  this keeps up I'm just going to spit in
0.05%:  this keeps up I'm just going to tip
0.17%:  this keeps up I'm just going to tip over my
0.05%:  this keeps up I'm just going to tip over into
0.05%:  this keeps up I'm just going to serve
0.05%:  this keeps up I'm going to get in some
0.05%:  this keeps up I'm just going to never get
0.05%:  this keeps up, I'm going to spit out some
0.05%:  this keeps up, I'm going to get pe
0.05%:  this keeps up, it's time
0.05%:  this keeps up I'm going to go nuts in
0.05%:  this keeps up, I'm going to go jump into
0.05%:  this keeps up, I'm going to stomp out
0.05%:  this keeps up, I'm going to sign some
0.05%:  this keeps up I'm going to gross
0.05%:  this keeps up, I'm going to get some N
0.05%:  this keeps up, I'm going to turn to genre
0.05%:  this keeps up I'm going to get super sm
0.05%:  this keeps up I'm just going to post to
0.05%:  this keeps up, I'm going to put so
0.05%:  this keeps up, I'm going into some
0.11%:  this keeps up, I'm going into some sort
0.05%:  this keeps up, I'm going to put more
0.05%:  this keeps up, I'm going to some sort
0.05%:  this keeps up I'm going to go N
0.05%:  this keeps up I'm going to moon
0.05%:  this keeps up I'm going to miss not
0.05%:  this keeps up I'm going to go nuts, so
0.05%:  this keeps up, I'm going to enter some
0.12%:  this keeps up, I'm going to enter some sort
0.05%:  this keeps up, I'm going to get sm
0.05%:  this keeps up I'm just going to sign every one
0.05%:  this keeps up I'm just going to enter every
0.05%:  this keeps up, I'm going to get put into
0.05%:  this keeps up, I'm going to get p
0.05%:  this keeps up I'm going to just print some
0.05%:  this keeps up I'm just going to go set
0.05%:  this keeps up I'm going to turn it
0.05%:  this keeps up, I'm just going to post it on every blog I
0.05%:  this keeps up I'm going to get sent
0.05%:  this keeps up I'm just going to go into every store
0.05%:  this keeps up I'm just going to post on every blog in
0.05%:  this keeps up, I'm just going to post on every
0.13%:  this keeps up, I'm just going to post on every blog
0.05%:  this keeps up, it's going to go on
0.05%:  this keeps up I'm just going to point to every
0.05%:  this keeps up I'm going to put 
0.05%:  this keeps up, it's going to seem
0.05%:  this keeps up, I'm just going to go m
0.05%:  this keeps up, I'm going to go see
0.05%:  this keeps up, I'm going to just move in
0.05%:  this keeps up, I'm going to go nut
0.05%:  this keeps up, I'm just going to print one
0.05%:  this keeps up I'm just going to spin
0.05%:  this keeps up, I'm going to get W
0.05%:  this keeps up I'm going out on
0.05%:  this keeps up, I'm just going to po
0.05%:  this keeps up I'm just going to print one
0.05%:  this keeps up I'm just going to give one to
0.04%:  this keeps up, I'm just going to ren
0.04%:  this keeps up, I'm just going to stop re
0.04%:  this keeps up, I'm just going to go into every store
0.04%:  this keeps up, I'm going to out
0.04%:  this keeps up, I'm going to stomp on trees
