IS A SENTENCE ONLY AN OLD MAN WOULD SAY
      0 100.00%: 
      1 26.83%:  IS
    575 29.51%:  WAS INSANELY O
    576 29.48%:  WAS INSANELY N
    577 29.44%:  WAS INSANELY U
    578 29.42%:  WAS INSANELY DE
    579 29.42%:  WAS INSANELY LE
    580 29.41%:  WAS INSANELY AN
    581 29.38%:  WAS INSANELY COM
    582 29.38%:  WAS INSANELY CL
    583 29.37%:  WAS INSANELY SO
    584 29.35%:  WAS INSANELY NOT
    585 29.06%:  WAS INSANELY MET
    586 29.01%:  WAS INSANELY DUM
    587 28.60%:  WAS INSANELY SOMEONE
    588 28.46%:  WAS INSANELY LOUD AND
    589 28.44%:  WAS INSANELY ENS
    590 28.09%:  WAS INSANELY EAS
    591 28.04%:  WAS INSANELY EY
    592 28.01%:  WAS INSANELY EDU
    593 29.19%:  WAS INSANELY EDUCATED
    594 27.91%:  WAS INSANELY ESC
    595 29.63%:  WAS INSANELY ESCALAT
    596 27.89%:  WAS INSANELY EMO
    597 27.77%:  WAS INSANELY ELE
    598 27.75%:  WAS INSANELY ENO
    599 27.74%:  WAS INSANELY ETC
    600 27.74%:  WAS INSANELY ENC
    601 27.73%:  WAS INSANELY ELECT
    602 27.71%:  WAS INSANELY ENA
    603 27.71%:  WAS INSANELY EAT
    604 27.70%:  WAS INSANELY ENACTUAL
    605 27.69%:  WAS INSANELY EDM
    606 28.33%:  WAS INSANELY EDMOND
    607 27.68%:  WAS INSANELY ENU
    608 27.68%:  WAS INSANELY EMA
    609 29.63%:  WAS INSANELY EMASCULATED
    610 27.63%:  WAS INSANELY NON
    611 27.62%:  WAS INSANELY DEL
    612 27.45%:  WAS INSANELY UNS
    613 27.44%:  WAS INSANELY UND
    614 27.37%:  WAS INSANELY NOT A
    615 27.07%:  WAS INSANELY ASTO
    616 27.06%:  WAS INSANELY AMO
    617 27.06%:  WAS INSANELY METAL
    618 27.05%:  WAS INSANELY AST
    619 26.98%:  WAS INSANELY UNNE
    620 26.97%:  WAS INSANELY EASY TO ME
    621 26.88%:  WAS INSANELY SAD AND
    622 26.82%:  WAS INSANELY NUM
    623 26.80%:  WAS INSANELY EASY TO DO
    624 26.80%:  WAS INSANELY SADLY
    625 26.71%:  WAS INSANELY COOL AND
    626 26.65%:  WAS INSANELY EASY TO CON
    627 26.60%:  WAS INSANELY UNCOM
    628 26.60%:  WAS INSANELY EASY TO CO
    629 26.58%:  WAS INSANELY AMOUN
    630 26.52%:  WAS INSANELY UNCO
    631 26.45%:  WAS INSANELY ENACTU
    632 26.42%:  WAS INSANELY SAD TO
    633 26.41%:  WAS INSANELY UNSAT
    634 26.35%:  WAS INSANE AND
    635 26.28%:  WAS INSANELY UM
    636 26.22%:  WAS INSANELY AMAY
    637 26.22%:  WAS INSANELY EASY TO MA
    638 26.22%:  WAS INSANELY UNEAS
    639 26.19%:  WAS INSANELY CUTE AND
    640 26.15%:  WAS INSANELY NONSEN
    641 26.14%:  WAS INSANELY ENUC
    642 26.06%:  WAS INSANELY SAD A
    643 26.04%:  WAS INSANELY ENUMA
    644 25.96%:  WAS INSANELY SADO
    645 25.96%:  WAS INSANELY DANCET
    646 25.95%:  WAS INSANELY EASY TO C
    647 25.95%:  WAS INSANELY EMASCU
    648 25.92%:  WAS INSANELY SAD O
    649 25.91%:  WAS INSANELY SAD ON
    650 25.90%:  WAS INSANELY DANCY AND
    651 25.90%:  WAS INSANELY SAD AL
    652 25.89%:  WAS INSANELY SAD T
    653 25.87%:  WAS INSANELY ONS
    654 25.87%:  WAS INSANELY SADDE
    655 25.87%:  WAS INSANELY DANNY
    656 25.86%:  WAS INSANELY SAD L
    657 25.85%:  WAS INSANELY SAD D
    658 25.84%:  WAS INSANELY MANY
    659 25.84%:  WAS INSANELY SAD M
    660 25.84%:  WAS INSANELY DANDE
    661 25.84%:  WAS INSANELY SAD COM
    662 25.83%:  WAS INSANELY SADY
    663 25.83%:  WAS INSANELY SAD DE
    664 25.83%:  WAS INSANELY SAD AT
    665 25.82%:  WAS INSANELY SAD ACT
    666 25.82%:  WAS INSANELY SADOM
    667 25.82%:  WAS INSANELY SADEN
    668 25.81%:  WAS INSANELY ENSN
    669 25.79%:  WAS INSANELY DEM
    670 25.79%:  WAS INSANELY EASY TO M
    671 25.77%:  WAS INSANELY DANCED
    672 25.76%:  WAS INSANELY EASY TO E
    673 25.76%:  WAS INSANELY COOL T
    674 25.76%:  WAS INSANELY SADLY A
    675 25.73%:  WAS INSANELY CLO
    676 29.40%:  WAS INSANELY CLOSE TO A
    677 28.03%:  WAS INSANELY CLOSE TO MY
    678 26.60%:  WAS INSANELY CLOSE TO AN
    679 25.71%:  WAS INSANELY EASY TO D
    680 25.70%:  WAS INSANELY DONE
    681 25.70%:  WAS INSANELY EASY TO LE
    682 25.69%:  WAS INSANELY DEMO
    683 25.69%:  WAS INSANELY EASY TO LO
    684 25.68%:  WAS INSANE TO
    685 25.68%:  WAS INSANELY EASY TO U
    686 25.68%:  WAS INSANELY CLOSE TO E
    687 25.68%:  WAS INSANELY EASY TO AN
    688 25.66%:  WAS ACTUALLY A DISNE
    689 26.11%:  WAS ACTUALLY A DISNEY S
    690 25.66%:  WAS INSANELY EASY TO EN
    691 25.66%:  WAS ACTUALLY MAN
    692 25.66%:  WAS U
    693 25.65%:  WAS ACTUALLY SO SO
    694 25.65%:  WAS ACTUALLY IDEAS ON
    695 25.65%:  WAS ACTUALLY ONLY A SM
    696 25.65%:  WAS ACTUALLY SOMEONE ELO
    697 25.65%:  WAS A D
    698 25.64%:  WAS ACTUALLY A MIS
    699 25.63%:  WAS ACTUALLY INSANE L
    700 25.63%:  WAS ACTUALLY INSANE S
    701 25.63%:  WAS ACTUALLY ONLY A ME
    702 25.63%:  WAS ACTUALLY NEED
    703 25.62%:  WAS INSANELY EASY TO A
    704 25.62%:  WAS ACTUALLY MY IDEA DEN
    705 25.62%:  WAS ACTUALLY SO ME
    706 25.62%:  WAS INSANELY EASY TO N
    707 25.62%:  WAS A SENTENCE I AM NO
    708 25.62%:  WAS INSANELY EASY TO DE
    709 25.62%:  WAS INSANELY SAD DUE TO MY
    710 25.61%:  WAS ACTUALLY ONLY A DI
    711 25.61%:  WAS ACTUALLY SO EM
    712 25.61%:  WAS INSANELY EASY TO O
    713 25.61%:  WAS ACTUALLY ONLY A MIN
    714 25.61%:  WAS A SENTENCE UND
    715 25.61%:  WAS ACTUALLY DONE ON
    716 25.60%:  WAS ACTUALLY SOOO
    717 25.60%:  WAS ACTUALLY IDEA D
    718 25.60%:  WAS ACTUALLY SO I
    719 25.60%:  WAS INSANELY EASY TO COM
    720 25.59%:  WAS INSANELY EASY TO MO
    721 25.59%:  WAS INSANELY SAD DUE TO A
    722 25.59%:  WAS ACTUALLY ONLY A DE
    723 25.59%:  WAS INSANE L
    724 25.58%:  WAS INSANE S
    725 25.58%:  WAS INSANELY EASY TO AD
    726 25.58%:  WAS ACTUALLY SO N
    727 25.58%:  WAS INSANELY COST
    728 25.58%:  WAS INSANELY EASY TO END
    729 25.58%:  WAS INSANELY EASY TO ADD
    730 25.58%:  WAS INSANELY DANN
    731 25.58%:  WAS ACTUALLY SO EN
    732 25.58%:  WAS ACTUALLY SO AD
    733 25.58%:  WAS INSANE T
    734 25.57%:  WAS ACTUALLY SO DE
    735 25.57%:  WAS ACTUALLY AN EYES
    736 25.57%:  WAS ACTUALLY SO AN
    737 25.57%:  WAS INSANE ON
    738 25.56%:  WAS M
    739 25.56%:  WAS ACTUALLY INSANELY NON
    740 25.56%:  WAS ACTUALLY IDEA L
    741 25.56%:  WAS INSANELY EMASCULATE
    742 25.56%:  WAS MO
    743 28.50%:  WAS MOSTLY A
    744 26.89%:  WAS MOSTLY A S
    745 26.58%:  WAS MOSTLY AN
    746 25.85%:  WAS MOSTLY S
    747 25.84%:  WAS MOSTLY U
    748 25.55%:  WAS INSANELY EMASCUATED
    749 25.55%:  WAS ACTUALLY ONLY A SO
    750 25.55%:  WAS AL
    751 30.85%:  WAS ALSO A SENTENCE I D
    752 29.69%:  WAS ALSO A SENTENCE A
    753 29.41%:  WAS ALSO A SENTENCE U
    754 29.32%:  WAS ALSO A SENTENCE YOU
    755 29.12%:  WAS ALSO A SENTENCE IN
    756 28.40%:  WAS ALSO A SENTENCE AND
    757 28.32%:  WAS ALSO A SENTENCE ON
    758 28.31%:  WAS ALSO A SENTENCE D
    759 28.29%:  WAS ALSO A SENTENCE AL
    760 28.28%:  WAS ALSO A SENTENCE AN
    761 28.27%:  WAS ALSO A SENTENCE DI
    762 28.27%:  WAS ALSO A SENTENCE MA
    763 28.25%:  WAS ALSO A SENTENCE N
    764 28.24%:  WAS ALSO A SENTENCE MY
    765 28.24%:  WAS ALSO A SENTENCE L
    766 28.23%:  WAS ALSO A SENTENCE M
    767 27.99%:  WAS ALSO A SENTENCE I N
    768 27.97%:  WAS ALSO A SENTENCE IN A
    769 27.78%:  WAS ALSO A SENTENCE I AL
    770 27.75%:  WAS ALSO A SENTENCE I ON
    771 27.70%:  WAS ALSO A SENTENCE I MA
    772 27.69%:  WAS ALSO A SENTENCE I A
    773 27.69%:  WAS ALSO A SENTENCE I AM
    774 27.63%:  WAS ALSO A SENTENCE I M
    775 27.58%:  WAS ALSO A SENTENCE I DO
    776 27.54%:  WAS ALSO A SENTENCE I U
    777 27.54%:  WAS ALSO A SENTENCE I L
    778 27.25%:  WAS ALSO A SENTENCE I UL
    779 26.91%:  WAS ALSO A SENTENCE IN MY
    780 26.66%:  WAS ALSO A SENTENCE ONLY I
    781 26.61%:  WAS ALSO A SENTENCE ONLY AN
    782 26.50%:  WAS ALSO AN
    783 26.47%:  WAS ALSO A SENTENCE I DON
    784 26.44%:  WAS ALSO A SENTENCE AND I
    785 26.44%:  WAS ALSO A SENTENCE I ONLY NO
    786 26.40%:  WAS ALSO A SON
    787 26.39%:  WAS ALSO A SENTENCE I MAY
    788 26.13%:  WAS ALSO A SONNET I
    789 25.90%:  WAS ALSO A SENTENCE ONLY U
    790 25.72%:  WAS ALSO A SENTENCE ANIM
    791 25.69%:  WAS ALSO A SENTENCE I AM NO
    792 25.55%:  WAS INSANELY CLE
    793 25.54%:  WAS A SENTENCE I SAD
    794 27.37%:  WAS A SENTENCE I SADLY D
    795 25.54%:  WAS ACTUALLY ONLY A SE
    796 25.54%:  WAS INSANE A
    797 26.72%:  WAS INSANE AMOUN
    798 25.53%:  WAS ACTUALLY ONLY A MO
    799 25.53%:  WAS ACTUALLY ADDS
    800 25.53%:  WAS INSANE M
    801 25.53%:  WAS INSANELY ENACTUALLY S
    802 25.53%:  WAS TOO MANY DUDES IN ONE S
    803 25.52%:  WAS INSANE ST
    804 25.52%:  WAS ST
    805 25.52%:  WAS INSANELY COME
    806 25.52%:  WAS INSANE Y
    807 25.52%:  WAS INSANE D
    808 25.52%:  WAS TOO MANY ON A S
    809 25.52%:  WAS ACTUALLY ENL
    810 25.52%:  WAS ACTUALLY IDEA E
    811 25.52%:  WAS INSANELY DANE
    812 25.51%:  WAS ACTUALLY MAY
    813 25.51%:  WAS INSANE C
    814 25.51%:  WAS INSANE SO
    815 25.51%:  WAS INSANELY
    816 25.50%:  WAS ALL
    817 34.39%:  WAS ALL I COULD SAY A
    818 33.64%:  WAS ALL I COULD SAY ON
    819 33.60%:  WAS ALL I COULD SAY AT
    820 33.35%:  WAS ALL I COULD SAY TO
    821 32.85%:  WAS ALL I COULD SAY AND
    822 32.83%:  WAS ALL I COULD SAY D
    823 32.75%:  WAS ALL I COULD SAY T
    824 32.60%:  WAS ALL I COULD SAY AS
    825 32.60%:  WAS ALL I COULD SAY Y
    826 32.57%:  WAS ALL I COULD SAY SO
    827 32.57%:  WAS ALL I COULD SAY O
    828 32.56%:  WAS ALL I COULD SAY E
    829 32.56%:  WAS ALL I COULD SAY S
    830 31.17%:  WAS ALL I COULD SAY TOO
    831 30.85%:  WAS ALL I COULD SAY YES
    832 30.55%:  WAS ALL I COULD DO
    833 30.41%:  WAS ALL I COULD SAY YA
    834 30.16%:  WAS ALL I COULD SAY TO MY
    835 30.07%:  WAS ALL I COULD SAY YEST
    836 29.93%:  WAS ALL I COULD A
    837 29.71%:  WAS ALL I COULD SAY YEA
    838 29.45%:  WAS ALL I COULD T
    839 29.32%:  WAS ALL I COULD E
    840 29.27%:  WAS ALL I COULD SE
    841 29.22%:  WAS ALL I COULD SA
    842 29.09%:  WAS ALL I COULD SAY SOMEONE
    843 29.08%:  WAS ALL I COULD MA
    844 29.08%:  WAS ALL I COULD M
    845 28.21%:  WAS ALL I COULD SAY AND ST
    846 28.17%:  WAS ALL I COULD SAY A M
    847 28.01%:  WAS ALL I COULD SAY TODAY ON
    848 28.00%:  WAS ALL I COULD SAY ON T
    849 27.98%:  WAS ALL I COULD TA
    850 27.88%:  WAS ALL I COULD SAY SO D
    851 27.72%:  WAS ALL I COULD SAY ON A
    852 27.55%:  WAS ALL I COULD SAY AND NOT
    853 27.40%:  WAS ALL I COULD SAY AND NO
    854 27.28%:  WAS ALL I COULD SAY ON MY
    855 27.24%:  WAS ALL I COULD SAY TOO MANY D
    856 27.21%:  WAS ALL I COULD MAN
    857 27.14%:  WAS ALL I COULD SAY TODAY M
    858 27.13%:  WAS ALL I COULD SAY ON AN
    859 27.12%:  WAS ALL I COULD SAY TODAY SO
    860 27.12%:  WAS ALL I COULD SAY YET
    861 27.10%:  WAS ALL I COULD SAY TODAY S
    862 27.04%:  WAS ALL I COULD SAY ON M
    863 26.94%:  WAS ALL I COULD SAY ON O
    864 26.92%:  WAS ALL I COULD SAY AT MY
    865 26.91%:  WAS ALL I COULD SAY TOO MANY S
    866 26.90%:  WAS ALL I COULD SAY ON S
    867 26.89%:  WAS ALL I COULD SAY TOO MANY E
    868 26.88%:  WAS ALL I COULD SAY ON SO
    869 26.87%:  WAS ALL I COULD SAY ON D
    870 26.86%:  WAS ALL I COULD SAY ON SE
    871 26.56%:  WAS ALL I COULD SAY SOON
    872 26.55%:  WAS ALL I COULD SAY TO A
    873 26.51%:  WAS ALL I COULD SAY TO D
    874 26.40%:  WAS ALL I COULD SAY TO MY S
    875 26.38%:  WAS ALL I COULD SEE S
    876 26.35%:  WAS ALL I COULD SAY TO E
    877 26.32%:  WAS ALL I COULD SAY TO O
    878 26.30%:  WAS ALL I COULD SAY TO MA
    879 26.26%:  WAS ALL I COULD SAY TO S
    880 26.25%:  WAS ALL I COULD SAY AND E
    881 26.25%:  WAS ALL I COULD SAY TO ANY
    882 26.23%:  WAS ALL I COULD SAY TO AN
    883 26.23%:  WAS ALL I COULD SAY TO M
    884 26.22%:  WAS ALL I COULD SAY TO SE
    885 26.64%:  WAS ALL I COULD SAY TO SEE
    886 26.19%:  WAS ALL I COULD SAY TO ME
    887 26.19%:  WAS ALL I COULD SAY TO SO
    888 26.17%:  WAS ALL I COULD SAY TO END
    889 26.17%:  WAS ALL I COULD SAY TO SA
    890 26.16%:  WAS ALL I COULD SAY TO ONE
    891 26.16%:  WAS ALL I COULD SAY TO 
    892 26.16%:  WAS ALL I COULD SAY TO MO
    893 26.15%:  WAS ALL I COULD SAY TO Y
    894 26.12%:  WAS ALL I COULD SAY SAD
    895 26.09%:  WAS ALL I COULD DO A
    896 26.04%:  WAS ALL I COULD SAY YESO
    897 25.88%:  WAS ALL I COULD SAY ON AN O
    898 25.82%:  WAS ALL I COULD SAY AND Y
    899 25.80%:  WAS ALL I COULD SAY ON DAY ONE
    900 25.74%:  WAS ALL I COULD SAY AND YET
    901 25.65%:  WAS ALL I COULD SAY YE
    902 25.61%:  WAS ALL I COULD DO T
    903 25.52%:  WAS ALL I COULD SAY AND MY
    904 25.50%:  WAS NO
    905 25.50%:  WAS INSANELY CLOSE TO MY O
    906 25.50%:  WAS ACTUALLY ONLY A NE
    907 25.49%:  WAS ALL I COULD SAY SOMEONE T
    908 25.49%:  WAS SU
    909 25.49%:  WAS ACTUALLY IDEA MONE
    910 25.49%:  WAS ALL I COULD SAY TO DON
    911 25.49%:  WAS A SENTENCE ONLY A DYS
    912 25.49%:  WAS INSANELY COOL AND A
    913 25.49%:  WAS ALSO A SAD
    914 25.48%:  WAS ACTUALLY DANDE
    915 27.37%:  WAS ACTUALLY DANDELION S
    916 26.51%:  WAS ACTUALLY DANDELIONS ON
    917 25.48%:  WAS ACTUALLY INSANE D
    918 25.48%:  WAS ACTUALLY INSANE M
    919 25.48%:  WAS ACTUALLY ONLY A DO
    920 25.48%:  WAS ACTUALLY ONLY A 
    921 25.48%:  WAS ALL I COULD SEE ON
    922 25.47%:  WAS O
    923 25.47%:  WAS ACTUALLY IDEA NO
    924 25.47%:  WAS ACTUALLY DELAYED IN
    925 25.47%:  WAS A SENTENCE I ONLY SA
    926 25.47%:  WAS ACTUALLY ONLY A DES
    927 25.46%:  WAS A SENTENCE ALSO A
    928 25.46%:  WAS ACTUALLY ONLY A MOD
    929 25.46%:  WAS ACTUALLY DANDELIONS ON MY S
    930 25.46%:  WAS ACTUALLY INSANE ON
    931 25.46%:  WAS N
    932 25.46%:  WAS ACTUALLY ONLY A DIS
    933 25.45%:  WAS ACTUALLY INSANE SO
    934 25.45%:  WAS ALL I COULD SAY SOON E
    935 25.45%:  WAS ACTUALLY INSANE EN
    936 25.45%:  WAS NE
    937 25.45%:  WAS ACTUALLY IDEA EN
    938 25.45%:  WAS ACTUALLY A LESSON I DON
    939 25.45%:  WAS ACTUALLY INSANE E
    940 25.45%:  WAS INSANELY AMOUND
    941 25.44%:  WAS ACTUALLY IDEA ME
    942 25.44%:  WAS 
    943 25.44%:  WAS ACTUALLY INSANE N
    944 25.44%:  WAS INSANELY UNSA
    945 25.44%:  WAS INSANELY DANS
    946 25.44%:  WAS ACTUALLY IDEAS D
    947 25.43%:  WAS ACTUALLY INSANE Y
    948 25.43%:  WAS ACTUALLY INSANELY
    949 25.43%:  WAS INSANELY SAT
    950 25.43%:  WAS TE
    951 26.61%:  WAS TEENS ON A S
    952 25.52%:  WAS TEEN
    953 25.43%:  WAS ACTUALLY IDEA SE
    954 25.42%:  WAS ACTUALLY INSANE O
    955 25.42%:  WAS ALL I COULD SAY SO DONT
    956 25.42%:  WAS ACTUALLY INSANELY ENSN
    957 25.42%:  WAS ACTUALLY IDEA SO
    958 25.42%:  WAS ON
    959 26.51%:  WAS ONLY A S
    960 31.10%:  WAS ONLY A SENTENCE I
    961 28.77%:  WAS ONLY A SENTENCE I S
    962 28.45%:  WAS ONLY A SENTENCE I SA
    963 27.56%:  WAS ONLY A SENTENCE I MA
    964 27.54%:  WAS ONLY A SENTENCE I SAY A
    965 27.51%:  WAS ONLY A SENTENCE SO
    966 27.46%:  WAS ONLY A SENTENCE YOU
    967 27.21%:  WAS ONLY A SENTENCE L
    968 27.19%:  WAS ONLY A SENTENCE IN
    969 27.18%:  WAS ONLY A SENTENCE AND
    970 27.14%:  WAS ONLY A SENTENCE D
    971 27.11%:  WAS ONLY A SENTENCE S
    972 27.01%:  WAS ONLY A SENTENCE MA
    973 26.96%:  WAS ONLY A SENTENCE U
    974 26.96%:  WAS ONLY A SENTENCE ON
    975 26.95%:  WAS ONLY A SENTENCE M
    976 26.95%:  WAS ONLY A SENTENCE N
    977 26.95%:  WAS ONLY A SENTENCE LI
    978 26.60%:  WAS ONLY A SENTENCE I D
    979 26.45%:  WAS ONLY A SENTENCE I SAY ON
    980 26.22%:  WAS ONLY A SENTENCE I N
    981 26.21%:  WAS ONLY A SENTENCE I SAY D
    982 26.20%:  WAS ONLY A SENTENCE I SAY ALL
    983 26.19%:  WAS ONLY A SENTENCE I A
    984 26.17%:  WAS ONLY A SENTENCE SO I
    985 26.13%:  WAS ONLY A SENTENCE I SAY O
    986 26.10%:  WAS ONLY A SENTENCE I M
    987 26.10%:  WAS ONLY A SENTENCE I U
    988 26.09%:  WAS ONLY A SENTENCE I SAYD
    989 26.08%:  WAS ONLY A SENTENCE YOU S
    990 26.04%:  WAS ONLY A SENTENCE I AL
    991 26.03%:  WAS ONLY A SENTENCE I AM
    992 26.03%:  WAS ONLY A SENTENCE I SO
    993 26.03%:  WAS ONLY A SENTENCE IMA
    994 26.03%:  WAS ONLY A SENTENCE I ON
    995 26.59%:  WAS ONLY A SENTENCE I ONLY SA
    996 26.02%:  WAS ONLY A SENTENCE I L
    997 26.02%:  WAS ONLY A SENTENCE I SAY N
    998 25.98%:  WAS ONLY A SENTENCE I SAY MO
    999 25.98%:  WAS ONLY A SENTENCE I SAY 
   1000 25.97%:  WAS ONLY A SENTENCE I SAY L
   1001 25.96%:  WAS ONLY A SENTENCE I SAY U
   1002 25.96%:  WAS ONLY A SENTENCE I SAY M
   1003 25.96%:  WAS ONLY A SENTENCE I SAY AND
   1004 25.95%:  WAS ONLY A SENTENCE I SAY AL
   1005 25.88%:  WAS ONLY A M
   1006 25.79%:  WAS ONLY ONE
   1007 25.43%:  WAS ONLY A SENTENCE SAY
   1008 25.42%:  WAS INSANELY CLOSE TO O
   1009 25.41%:  WAS ACTUALLY IDEAL EN
   1010 25.41%:  WAS MOSTLY D
   1011 25.41%:  WAS ACTUALLY IDEA ON
   1012 25.41%:  WAS ACTUALLY AN OLD EN
   1013 25.41%:  WAS ACTUALLY IDEA O
   1014 25.41%:  WAS ACTUALLY YESO
   1015 25.40%:  WAS INSANELY CLOSE TO L
   1016 25.40%:  WAS INSANELY DANSE
   1017 25.40%:  WAS A SENTENCE ONLY A DUM
   1018 25.40%:  WAS A N
   1019 25.40%:  WAS IT
   1020 25.39%:  WAS ACTUALLY IDEAS S
   1021 25.39%:  WAS A SENTENCE AND A S
   1022 25.39%:  WAS ACTUALLY AN ENEMY S
   1023 25.38%:  WAS ACTUALLY AN ENEMY IN
   1024 25.38%:  WAS INSANELY LOUDLY
   1025 25.38%:  WAS ACTUALLY DANI
   1026 25.38%:  WAS INSANELY DANCY
   1027 25.38%:  WAS INSANELY DANDEC
   1028 25.38%:  WAS ACTUALLY IDEA LE
   1029 25.38%:  IS A
   1030 25.37%:  WAS INSANELY DANTE
   1031 25.37%:  WAS INSANELY MANY TEENS AND
   1032 25.37%:  WAS TOO MANY DUDES ON A SAL
   1033 25.37%:  WAS CON
   1034 25.37%:  WAS ALL I COULD SAY AS MY
   1035 25.37%:  WAS A SENTENCE I ONLY SAY A
   1036 25.37%:  WAS LO
   1037 25.37%:  WAS INSANELY UNSAN
   1038 25.37%:  WAS ACTUALLY SOME SAL
   1039 25.36%:  WAS ACTUALLY A SOLID ME
   1040 25.36%:  WAS ALL I COULD SEE A
   1041 25.36%:  WAS ACTUALLY INSANELY ENDE
   1042 25.36%:  WAS ACTUALLY SOME IDEA S
   1043 25.35%:  WAS INSANELY CLOSE TO ME
   1044 25.35%:  WAS ONLY A SENTENCE I ONLY S
   1045 25.35%:  WAS INSANELY CLOSE TO A M
   1046 25.35%:  WAS DE
   1047 25.35%:  WAS INSANELY SOME TE
   1048 25.34%:  WAS ACTUALLY LESS DAN
   1049 25.34%:  WAS AT
   1050 25.34%:  WAS SE
   1051 25.33%:  WAS LE
   1052 28.30%:  WAS LESS E
   1053 26.05%:  WAS LESS A
   1054 25.33%:  WAS A SENTENCE ONLY A MAD
   1055 25.33%:  WAS ALSO A SOL
   1056 25.32%:  WAS TOO MANY DUDES ON A LIL
   1057 25.32%:  WAS INSANELY CLOSE TO D
   1058 25.69%:  WAS INSANELY CLOSE TO DAN
   1059 25.32%:  WAS ACTUALLY A NEEDLESS IN
   1060 25.32%:  WAS ALL I COULD SAY AS E
   1061 25.32%:  WAS INSANELY EDMONDO
   1062 25.32%:  WAS ACTUALLY LESS IDEA M
   1063 25.32%:  WAS ACTUALLY EASILY MO
   1064 25.31%:  WAS MOSTLY E
   1065 25.31%:  WAS ACTUALLY ONLY ME AND ONE
   1066 25.31%:  WAS INSANELY CLOSE TO AN E
   1067 25.31%:  WAS ALSO A SONNET A
   1068 25.31%:  WAS ACTUALLY EASILY 
   1069 25.30%:  WAS ACTUALLY IDEAS O
   1070 25.29%:  WAS ACTUALLY AN ONLY M
   1071 25.29%:  WAS ALL I COULDN
   1072 25.28%:  WAS INSANELY CLOSE TO M
   1073 25.28%:  WAS INSANELY ENCO
   1074 25.28%:  WAS ACTUALLY A LESSON ON M
   1075 25.28%:  WAS ALSO AN I
   1076 28.73%:  WAS ALSO AN IDEA U
   1077 27.66%:  WAS ALSO AN IDEA M
   1078 27.58%:  WAS ALSO AN IDEA YOU
   1079 27.44%:  WAS ALSO AN IDEA T
   1080 27.26%:  WAS ALSO AN IDEA NOT
   1081 27.25%:  WAS ALSO AN IDEA TO
   1082 27.51%:  WAS ALSO AN IDEA TOO M
   1083 27.24%:  WAS ALSO AN IDEA SO
   1084 27.21%:  WAS ALSO AN IDEA S
   1085 27.20%:  WAS ALSO AN IDEA ON
   1086 27.20%:  WAS ALSO AN IDEA MY
   1087 27.19%:  WAS ALSO AN IDEA E
   1088 26.93%:  WAS ALSO AN IDEA ONCE
   1089 25.99%:  WAS ALSO AN IDEA MEN
   1090 25.90%:  WAS ALSO AN IDEA SENT
   1091 25.48%:  WAS ALSO AN IDEA ONLY U
   1092 25.28%:  WAS INSANELY SO M
   1093 25.27%:  WAS ACTUALLY ESS
   1094 25.27%:  WAS ALSO A SENTENCE MU
   1095 25.27%:  WAS A TE
   1096 25.74%:  WAS A TEEN ON
   1097 25.27%:  WAS ONLY A L
   1098 25.26%:  WAS ACTUALLY A SYNEDO
   1099 25.26%:  WAS INSANELY MANY TEENS A
   1100 25.26%:  WAS ACTUALLY EASILY E
   1101 25.25%:  WAS ALSO A SENTENC
   1102 25.25%:  WAS ACTUALLY IDEAS 
   1103 25.25%:  WAS ACTUALLY ME I S
   1104 25.25%:  WAS ALL I COULD SAY ON SAY
   1105 25.25%:  WAS ACTUALLY YES AN E
   1106 25.24%:  WAS ALSO A SAL
   1107 25.23%:  WAS INSANELY SOME A
   1108 25.23%:  WAS ACTUALLY NAME
   1109 25.24%:  WAS ACTUALLY NAMELE
   1110 25.23%:  WAS ALSO A SEN
   1111 25.23%:  WAS ACTUALLY LOA
   1112 25.23%:  WAS TOO MANY DUDES YELL
   1113 25.23%:  WAS INSANELY MANY TEENS ALL
   1114 25.23%:  WAS INSANELY CLOSE TO N
   1115 25.23%:  WAS INSANELY MANY TEENS D
   1116 25.23%:  WAS ACTUALLY EASILY O
   1117 25.22%:  WAS INSANELY CLOSE TO U
   1118 25.22%:  WAS INSANELY CLOSE TO Y
   1119 25.22%:  WAS INSANELY MANY TEENS L
   1120 25.22%:  WAS A SENTENCE I ONLY A
   1121 25.22%:  WAS INSANELY CLOSE TO UN
   1122 25.22%:  WAS ACTUALLY AS IN
   1123 25.22%:  WAS INSANELY MANY TEENS O
   1124 25.21%:  WAS INSANELY CLOSE TO MA
   1125 25.21%:  WAS ALL I COULD SAY YES AND
   1126 25.21%:  WAS INSANELY CLOSE TO DE
   1127 25.21%:  WAS ACTUALLY EASILY M
   1128 25.21%:  WAS ACTUALLY AN ENEMI
   1129 25.21%:  WAS ACTUALLY EASILY EN
   1130 25.21%:  WAS INSANELY CLOSE TO 
   1131 25.21%:  WAS ACTUALLY EASILY SO
   1132 25.21%:  WAS ACTUALLY A SOLEMN DE
   1133 25.21%:  WAS A SENTENCE I ONLY MA
   1134 25.21%:  WAS ACTUALLY LESS MEAN
   1135 25.21%:  WAS ALSO A SAT
   1136 25.20%:  WAS INSANELY CLOSE TO LE
   1137 25.20%:  WAS INSANELY CLOSE TO LO
   1138 25.20%:  WAS ONLY A SENTENCE IN MY
   1139 25.20%:  WAS ACTUALLY AN OLD M
   1140 25.20%:  WAS ACTUALLY IDEAS SO
   1141 25.20%:  WAS ALL I COULD SAY TO MY O
   1142 25.20%:  WAS ALL I COULD SEE AT
