Off panel: Can we talk about what was said earlier
100.00%: 
3.34%:  was
0.01%:  is not a bad artist
0.01%:  has pain
0.01%:  has an idea for a new park
0.01%:  has an idea for a new park statue
0.01%:  was spot
0.01%:  was a better friend: he was a
0.01%:  has wanted
0.01%:  drew a statue for
0.01%:  is an artist and a real
0.01%:  alert
0.01%: : a statue of a
0.01%: : a statue of a friend
0.01%:  will take
0.01%:  is what a real
0.02%:  is what a real friend
0.01%:  is what a real statue of
0.01%:  is what a real statue of a
0.06%:  is what a real statue of a friend
0.01%:  asked for a real
0.01%:  threw up after
0.01%:  spent all his free
0.01%:  was a real friend who was
0.01%:  is an awful friend who breaks all
0.01%:  is a real life statue of a
0.01%:  is a real life statue of a real
0.01%:  has ruined all stat
0.01%:  wanted a statue of a well
0.01%:  has no
0.02%:  has no idea
0.01%:  is a fr
0.01%:  said to tell
0.01%:  still
0.01%:  is an awful friend who was
0.01%:  pulled it off a
0.01%:  paid a stat
0.01%:  was a statue of what a
0.02%:  was a statue of what a friend
0.01%:  was a statue of what a real
0.08%:  was a statue of what a real friend
0.01%:  is a friend that
0.01%:  wanted a statue of all his
0.01%:  has an idea for a new statue: a
0.01%:  has earned a free
0.01%:  sure is
0.01%:  spent like half
0.01%:  spent like half a
0.01%:  has a new statue idea
0.01%:  worked fast
0.01%:  said it was awful before
0.01%:  paid an artist who
0.01%:  was a bit off
0.01%:  paid for an
0.01%:  paid for an artist
0.01%:  is a little
0.01%:  is what a statue of a bad
0.01%:  was a real pal
0.01%:  found it after
0.01%:  is the one
0.01%:  found a better
0.01%:  will be proud
0.01%:  paused
0.01%:  is a statue fan
0.01%:  has bad
0.01%:  has bad taste in art
0.01%:  has bad news
0.01%:  was a statue for awhile
0.01%:  is a statue of what we
0.02%:  is a statue of what we all
0.01%:  left a
0.01%:  had an artist paint
0.01%:  wanted that
0.01%:  has done an awful
0.01%:  has a real statue and
0.01%:  pulled off a
0.01%:  was an artist who
0.01%:  feels
0.01%:  feels bad
0.01%:  feels bad for what
0.01%:  wins the award for statue
0.01%:  was stupid for
0.01%:  was a real pain
0.01%:  was a real pain in the butt
0.01%:  was a real pain about
0.01%:  has built it
0.01%:  is a fake and a
0.01%:  paid an artist who was
0.01%:  spent his
0.01%:  was at the park and saw a
0.01%:  is the new
0.01%:  has an idea about
0.01%:  was in the area and was able
0.01%:  was able to draw it after all
0.01%:  built it when
0.01%:  was a little off the
0.01%:  paid for it after what
0.01%:  walks
0.01%:  walks around
0.01%:  is not a friend
0.01%: : what a
0.01%:  broke
0.01%:  drew it with
0.01%:  threw up all
0.01%:  is freak
0.01%:  spent a few hours and
0.01%:  will be sad
0.01%:  will be sad when
0.01%:  has been around a
0.01%:  paid a fine art
0.01%:  is a friend of a
0.01%:  has paid us
0.01%:  is a real statue and all
0.01%:  wanted a statue of his real
0.01%:  knows what real art is all
0.01%:  has paid to
0.01%:  threw up a
0.01%:  the
0.01%:  thanks
0.01%:  was the friend
0.01%:  wanted a statue of a fake
0.01%:  wants a refund for the
0.01%:  has taken an
0.01%:  has it all
0.01%:  has left a
0.01%:  has left a statue
0.01%:  was able to pull a
0.01%:  was able to pull a few
0.01%:  won a
0.01%:  paid for the statue in
0.01%:  was tired
0.01%:  beat up
0.01%:  beat up a friend
0.01%:  found a real life
0.01%:  was a little freak
0.01%:  said that if we were
0.01%:  has turned all
0.01%:  has pulled off a
0.01%:  would like a
0.01%:  was a statue for real
0.01%:  was an awful friend to take
0.01%:  paid for a real statue while
0.01%:  has taken off
0.01%:  takes all
0.01%:  was an art
0.01%:  is a better friend:
0.01%:  was a little off base when
0.01%:  has a real life friend
0.01%:  is the world
0.01%:  has warned
0.01%:  was a statue for awhile and
0.01%:  has a new friend: a
0.02%:  has a new friend: a statue of a
0.01%:  was in the park all
0.01%:  said that after we
0.01%:  is a real statue and he will
0.01%:  was k
0.01%:  is a better friend to
0.01%:  has been an
0.01%:  has been an awful
0.01%:  put a lot
0.01%:  has based it off
0.01%:  found it in a park where
0.01%:  has been all
0.01%:  was a bit unfair
0.01%:  was a bit of an
0.01%:  drew this statue
0.01%:  tried to warn
0.01%:  will be so
0.01%:  is in
0.01%:  sure has a lot
0.01%:  is a statue for
0.01%:  is a statue for real
0.01%:  based it off a real statue in real
0.01%:  is not afraid
0.01%:  has a friend take
0.01%:  at least
0.01%:  after
0.01%:  is the winner
0.01%:  has turned a
0.01%:  will thank
0.01%:  was paid a
0.01%:  has won
0.01%:  was a little unfair to
0.00%:  warned us that
0.00%:  asked the
0.01%:  asked the artist
0.00%:  was able to find this
0.00%:  has a few ideas for
0.00%:  pulled that
0.00%:  paid a street
0.00%:  said he saw a
0.00%:  was an awful person
0.00%:  also said that if
0.00%:  is a true artist
0.00%:  pulled that off in
0.00%:  built it after we had
0.00%:  here and
0.00%:  saw it at a
0.00%:  was at the park and saw it
0.00%:  laid
0.00%:  works in
0.00%:  said after
0.00%:  has fallen in
0.00%:  was the first
0.00%:  is a stat
0.00%:  is an artist of
0.00%:  wanted a statue of a life
0.00%:  has wasted
0.00%:  paid for the statue as well
0.00%:  has an art
0.00%:  we
0.01%:  wears
0.01%:  wears a
0.00%:  had a few spare
0.00%:  based his off
0.00%:  is a true artist and
0.00%:  was a bad artist
0.00%:  said it was true
0.00%:  was able to raise
0.00%:  is a friend for
0.00%:  has been at it all week
0.00%:  has raised a
0.00%:  has found a new
0.00%:  paid for it after the
0.00%:  what is
0.00%:  sw
0.01%:  swears he
0.01%:  swears that
0.01%:  swears it
0.00%:  knew what a real statue was for and
0.00%:  earned his
0.01%:  earned his statue
0.00%:  takes his art
0.00%:  has paid an art
0.00%:  left a while
0.00%:  wanted a li
0.00%:  built and
0.00%:  is aware of the
0.00%:  also has
0.00%:  paid for it after a
0.00%:  paid 
0.00%:  is a statue of all
0.00%:  knows what a real friend
0.00%:  has a statue park in
0.00%:  pulled this off a
0.00%:  waited until
0.00%:  has filled a
0.00%:  paid for a statue after
0.00%:  was better
0.00%:  is a better friend than all
0.00%:  is the real artist and
0.00%:  had all
0.00%:  drew that for
0.00%:  has a fr
0.00%:  is a fan of the
0.00%:  was a statue for a while and we all
0.00%:  is a fan of real art
0.00%:  is a statue and we are
0.01%:  is a statue and we are all
0.00%:  was able to turn
0.00%:  earned that
0.00%: : that
0.01%: : that was
0.01%: : that was a
0.00%: : that was awful
0.00%:  was our friend
0.00%:  statue was
0.00%:  has read
0.00%:  has taken up a new
0.00%:  told us what a real
0.00%:  uses
0.00%:  wrote it and
0.00%:  kind
0.00%:  is an awful and
0.00%:  spent a week and a half labor
0.00%:  asked for a statue after
0.00%:  has a statue friend
0.00%:  was a fan
0.00%:  needs a
0.00%:  is a real artist and we all
0.01%:  is a real artist and we all know what
0.00%:  paid this
0.00%:  is a statue for real and
0.00%:  has kinda
0.00%:  based this off
0.00%:  was afraid to break
0.00%:  was a wise
0.01%:  was a wise friend
0.01%:  was a wise and
0.00%:  when
0.00%:  when are
0.00%:  said that was an
0.02%:  said that was an awful
0.00%:  draws a statue of a
0.00%:  the statue
0.00%:  tells
0.00%:  does a
0.00%:  has one
0.00%:  was afraid to ask
0.00%:  draws all
0.00%:  was afraid to talk
0.00%:  said it was what we
0.00%:  has failed at art
0.00%:  was drunk
0.00%:  blew up a
0.00%:  was able to use
0.00%:  is a better friend now
0.00%:  was wasted
0.00%:  built that and
0.00%:  sure knows a
0.00%:  has paid for a real life
0.00%:  is a real statue of what
0.01%:  is a real statue of what a real
0.01%:  is a real statue of what a friend
0.00%:  is a true friend who
0.00%:  based it off the
0.00%:  is a statue with
0.00%:  is a statue with a
0.00%:  has broken
0.00%:  paid an artist a few bu
0.00%:  earned this
0.00%:  earned this statue
0.00%:  wins all
0.05%:  wins all the awards
0.01%:  wins all the awards for
0.00%:  spent the
0.00%:  needs a statue
0.00%:  will hate
0.00%:  has paid for a new
0.00%:  and a few
0.00%:  saw what
0.00%:  turned a real
0.00%:  wants a refund for all his
0.00%:  is upset
0.00%:  has also been
0.00%:  was able to take this
0.00%:  wanted to take
0.01%:  wanted to take a
0.00%: : this is a
0.00%:  is a statue of what will
0.00%:  is ahead
0.00%:  has banned
0.00%:  based it off a real statue in a
0.02%:  based it off a real statue in a park
0.01%:  based it off a real statue in a real
0.00%:  wh
0.00%:  knows a friend
0.00%:  spent a while
0.00%:  is now a statue and will
0.00%:  spent a few hours and a
0.00%:  here was a bad
0.00%:  was an awful friend to talk
0.00%:  are
0.00%:  has put it
0.00%:  worked late
0.01%:  worked late last
0.00%:  has worked tire
0.00%:  is a statue who
0.00%:  wanted a statue in
0.01%:  wanted a statue in his
0.01%:  wanted a statue in his park
0.00%:  said for
0.00%:  wanted a statue of a half
0.00%:  spent weeks
0.00%:  spent a few hours at
0.00%:  spent a few hours at a
0.00%:  is a real life statue and we
0.00%:  un
0.00%:  pulled that off in like
0.00%:  was a statue for real and
0.00%:  would rather
0.00%:  built it after we all had
0.00%:  asked for it after all
0.00%:  was an awful li
0.00%:  is an awful artist who
0.00%:  was hired as
0.00%:  wins at stat
0.00%:  knew what a statue of a din
0.00%:  put in
0.00%:  is a statue of an
0.00%:  waited all
0.00%:  was a friend that
0.00%:  has fallen asleep in a
0.00%:  has been an artist
0.00%:  has been an artist all
0.00%: : we
0.00%:  has been a statue for like a
0.00%:  had a point after
0.00%:  is a real artist and what
0.00%:  knew what a statue was and all
0.00%:  has warned us all
0.00%:  was a fine fellow
0.00%:  was a far
0.00%: : was
0.00%:  found it at a park where
0.00%:  has found a real
0.01%:  has found a real artist
0.00%:  has a statue award
0.00%:  was a real friend while
0.00%:  found this at an
0.02%:  found this at an art fair
0.00%:  turned off
0.00%:  paid for it after we all went
0.00%:  wants a word
0.00%:  was our artist
0.00%:  also said he
0.00%:  was able to draw a statue while
0.00%:  is a better friend at
0.00%:  done
0.00%:  paid for a statue with real
0.00%:  drew it when
0.00%:  was with
0.00%:  knew what a statue was before all
0.00%:  is a real life statue now and
0.00%:  here was a real
0.00%:  was unable to find
0.00%:  has paid a fine statue
0.00%:  is about
0.00%:  has out
0.00%:  wins the bet
0.00%:  has drawn it on
0.00%:  is a statue of what a real life
0.00%:  as a
0.01%:  as a statue of
0.00%:  wants all
0.00%:  paid the artist well
0.00%:  said it was far
0.00%:  is a statue of a bear and
0.00%:  wanted a better
0.00%:  was a better friend at
0.00%:  is that
0.00%:  paid an artist three
0.00%:  has a new friend for a
0.01%:  has a new friend for a statue
0.00%:  is a better friend who
0.00%:  has tried
0.00%:  was a statue while
0.00%:  hired a stat
0.00%:  drew it for us
0.00%:  is real
0.01%:  is real and
0.00%:  was able to find all
0.00%:  asked an
0.00%:  wins the award for least
0.01%:  wins the award for least awful
0.00%:  is like
0.00%:  left it
0.00%:  was a real friend that
0.00%:  had taken
0.00%:  had taken a
0.00%:  spent a week on
0.00%:  was an awful friend with
0.00%:  has a real statue in
0.00%:  has paid an artist for
0.00%:  paid all
0.00%:  was a fake friend who
0.00%:  was full
0.00%:  was full of shit
0.00%:  left and
0.00%:  has beat
0.00%:  has a friend paint a
0.01%:  has a friend paint a statue for
0.00%:  asked for an
0.00%:  built an
0.00%:  has taken our
0.00%:  was able to use a
0.00%:  wants a refund for this
0.00%:  paid for a full
0.00%:  knew what a statue was earlier
0.00%:  knew what was up before
0.00%:  wanted to put
0.01%:  wanted to put a
0.00%:  is a friend who was
0.00%:  also paid
0.00%:  wears a hat
0.00%:  speaks with
0.00%:  was here before
0.00%:  was here before and
0.00%:  was a fine statue
0.00%:  has a talent
0.00%:  was full of it
0.00%:  stands
0.00%:  is a fine and
0.00%:  is behind
0.00%:  paid like
0.00%:  failed at his
0.00%:  is a real artist and an
0.00%:  has spent a
0.00%:  has a new idea
0.01%:  has a new idea for a statue:
0.01%:  has a new idea for a statue park
0.01%:  has a new idea for a statue: a
0.00%:  was an artist before he went
0.00%:  wanted to thank
0.00%:  was a better friend all
0.00%:  has paid a fine art statue
0.00%:  stat
0.00%:  was here and now
0.00%:  was in the park and was all
0.00%:  statue award
0.00%:  has a wife
0.01%:  has a wife and
0.00%:  said there
0.03%:  said there was a
0.00%:  is bad at stat
0.00%:  has been a little
0.00%:  walked all
0.00%: : it
0.00%:  was a statue before and
0.00%:  threw a fit
0.01%:  threw a fit and
0.00%:  was a better friend of
0.00%:  is a total fraud
0.00%:  wanted a statue of a fish
0.00%:  rules
0.00%:  had a life
0.00%:  would be a
0.00%:  was able to find a statue like
0.00%:  draws the
0.00%:  is an awful artist and we all
0.01%:  is an awful artist and we all hate
0.00%:  is a fake and he
0.00%:  paid for a real life
0.00%:  is bad at his
0.00%:  was a statue for like half
0.01%:  was a statue for like half a
0.00%:  here was a statue of
0.00%:  was able to find a statue in
0.00%:  drew it after all the
0.00%:  wanted all
0.00%:  knew what a statue of a friend is all
0.00%:  feels awful
0.00%:  was freak
0.00%:  was a statue for a while and it
0.00%:  is a statue freak
0.00%:  pulled a few
0.00%:  is our
0.01%:  is our friend
0.00%:  is a better friend than a fake
0.00%:  is awful and we
0.00%:  is a far better and
0.00%:  put it here
0.00%:  said the statue
0.00%:  spent a week and a half to
0.00%:  kept
0.00%:  went all around
0.00%:  poured
0.00%:  has drawn it real
0.00%:  was able to paint
0.00%:  wrote this
0.00%:  wanted a statue of a ball
0.00%:  has a statue of a bear
0.00%:  used a real artist
0.00%:  ran off and
0.00%:  built it after we all saw
0.00%:  had one
0.00%:  was able to find a real art
0.00%:  thinks we
0.00%:  was the real statue friend
0.01%:  was the real statue friend all
0.00%:  h
0.00%:  thank
0.00%:  has been a friend to all
0.00%:  went around
0.00%:  had us all
0.00%:  has been paid well
0.00%:  has been a real friend of
0.00%:  was a little drunk
0.00%:  was a little drunk when
0.00%:  will show
0.00%:  has been killed
0.00%:  is bad at what
0.00%:  was fine
0.00%:  based it off an
0.00%:  based it off an earlier
0.00%:  based it off an earlier statue
0.00%:  wants to talk
0.00%:  spent three
0.00%:  threw a statue in
0.00%:  was able to talk with
0.00%:  has built a new
0.01%:  has built a new friend
0.00%:  was able to draw it after a
0.00%:  was able to draw it after a few
0.00%:  put that in
0.00%:  is aware of all
0.00%: aaaa
0.00%:  wanted a real statue for a
0.00%:  wanted a real statue for a while
0.00%:  was an awful friend to tell
0.00%:  is awful at what
0.00%:  is a real artist and when
0.00%:  hired a statue for
0.00%:  has been a real pal and
0.00%:  has now
0.00%:  was a little harder
0.00%:  sure was a real
0.00%:  based it off all
0.00%:  out
0.00%:  is an awful friend who takes all
0.00%:  is an awful friend also
0.00%:  is an awful stat
0.00%:  hired a real statue of
0.00%:  turned all
0.00%:  knows what a friend
0.00%:  wanted a statue of when
0.00%:  has been a friend for 
0.00%:  was able to wh
0.00%:  paid like a
0.00%:  was able to learn
0.00%:  paused for
0.00%:  paused for a few
0.00%:  was afraid to ask what
0.00%:  was half
0.00%:  won a statue
0.01%:  won a statue award
0.00%:  has an idea for a statue:
0.00%:  paid for it after we saw what
0.00%:  wanted to be fair
0.00%:  was in the statue
0.00%:  is an artist and what
0.00%:  paid for it after he was unable
0.00%:  shaped it out
0.00%:  won that
0.01%:  won that bet fair
0.00%:  has spent all week
0.00%:  saw this
0.01%:  saw this and
0.00%:  said he knew
0.00%:  said he knew a
0.00%:  has walked
0.00%:  was an awful friend: he was
0.00%:  was at least kinda
0.00%:  was off his
0.00%:  with a beard
0.00%:  has been real
0.00%:  knew that
0.00%:  was a friend who knew
0.00%:  has a super
0.00%:  wanted a statue for all
0.00%:  is off panel
0.00%:  has drawn it on a
0.00%:  based this off a
0.01%:  based this off a real
0.00%:  has built a new friend for
0.00%:  asked us all
0.00%:  had it fr
0.00%:  is a statue of what we all fear
