WHAT AM I GONNA DO WITH ALL THESE RAISED EXPECTATIONS
100.00%: 
25.31%:  THAT
8.43%:  I GET TO HEAR THAT
6.96%:  I GET TO HEAR THAT ALL
9.14%:  I GET TO HEAR THAT ALL THE
3.58%:  I GET TO HEAR THAT ONE
2.89%:  I GET TO HEAR THIS
2.88%:  WHAT AM I GONNA DO WITH ALL THOSE NICE
2.88%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE DEAL ON
2.88%:  I NEED TO GO EDIT
2.88%:  I NEED TO TRANSLATE ONE WITH MO
2.88%:  I NEED TO TRANSLATE THOSE ON
2.87%:  WHAT AM I GONNA DO WITH ALL THESE PI
2.87%:  WHAT AM I GONNA DO WITH THOSE N
2.87%:  WHAT AM I GONNA DO WITH THOSE ST
2.87%:  WHAT AM I GONNA DO WITH ALL THE EXTRA N
2.87%:  WHAT AM I GONNA WRITE THE
2.86%:  WHAT AM I GONNA DO WITH ALL THESE SECON
2.86%:  I NEED TO EDIT ALL THE OTHER
2.86%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA DET
2.86%:  WHAT AM I GONNA DO WITH THIS PIEC
2.85%:  I NEED TO READ ALL THAT ST
2.85%:  WHAT AM I GONNA DO WITH ALL THESE ROT
2.85%:  I GOTTA WRITE ALL THE NEW
2.85%:  I NEED TO TRANSLATE IT AGAIN SO IT
2.85%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA NE
2.85%:  WHAT AM I GONNA TELL H
2.85%:  I WANT TO READ THEM TO
2.85%:  WHAT AM I GONNA DO WITH THE P
2.85%:  NO ONE WILL WANT TO HEAR THAT
2.85%:  WE
2.85%:  I GOTTA WRITE A NEW ONE
2.84%:  I GOTTA READ ALL THESE T
2.84%:  I WANT TO SEE THAT
2.84%:  I GET IT
2.84%:  I NEED TO GO HOME AND TRANSLATE THAT S
2.84%:  WHAT AM I GONNA DO WITH THE LAST
2.84%:  I NEED TO TRANSLATE G
2.83%:  I NEED TO WRITE ALL NEW TEXT
2.83%:  WHAT AM I GONNA DO WITH ALL THESE SECRET AND
2.83%:  WHAT AM I GONNA DO WITH ALL THIS SPARE IN
2.83%:  I NEED TO EDIT THEM
2.82%:  WHAT AM I GONNA DO WITH E
2.82%:  WHAT AM I GONNA DO WITH ALL THIS TRA
2.82%:  I NEED TO TRANSLATE IT AGAIN TO MA
2.82%:  WHAT AM I GONNA DO WITH THE SECOND
2.82%:  WHAT AM I GONNA DO WITH ALL THESE TRACT
2.81%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA SO
2.81%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA POT
2.81%:  I GOTTA TRANSLATE THE HIND
2.81%:  WHAT AM I GONNA DO WITH THIS SAC
2.81%:  I NEED TO GO TRANSLATE THEM SO
2.93%:  I NEED TO GO TRANSLATE THEM SO I CAN P
2.81%:  NO ONE WILL WANT TO READ THAT ST
2.81%:  I NEED TO TRANSLATE EACH ONE SO IT
2.81%:  I NEED TO GO HOME AND TRANSLATE THAT P
2.81%:  WHAT AM I GONNA DO WITH ALL THESE NA
2.80%:  I NEED TO TRANSLATE THOSE INTO A
2.80%:  WHAT AM I GONNA DO WITH ALL THESE CRIT
2.80%:  I NEED TO TRANSLATE THEM SO I
6.06%:  I NEED TO TRANSLATE THEM SO I CAN P
3.20%:  I NEED TO TRANSLATE THEM SO I CAN GET
2.80%:  WHAT AM I GONNA DO WITH ALL THESE AND
2.80%:  NO ONE WILL WANT TO PR
2.80%:  WHAT AM I GONNA DO WITH THIS TREE
2.80%:  WHAT AM I GONNA DO WITH ALL THESE TOP SECRET N
2.79%:  I GOTTA TRANSLATE A W
9.58%:  I GOTTA TRANSLATE A WHOLE NEW SET
2.79%:  WHAT AM I GONNA DO WITH ALL THESE SAD T
2.78%:  I WANT TO READ IT ALL AGAIN AND
2.78%:  WHAT AM I GONNA DO WITH THIS POINT
2.77%:  WHAT AM I GONNA DO WITH ALL THESE CAPIT
2.77%:  WHAT AM I GONNA DO WITH ALL THESE INDIRECT
2.77%:  I NEED TO READ ALL THE TEXT
2.77%:  WHAT AM I GONNA DO WITH ALL THESE PROTEST AN
2.76%:  WHAT AM I GONNA DO WITH ALL THE PE
2.76%:  I GOTTA READ THEM ALL O
2.76%:  I GOTTA TRANSLATE AN EN
2.76%:  I GOTTA TRANSLATE M
3.09%:  I GOTTA TRANSLATE MINE
2.75%:  I NEED TO TRANSLATE THOSE AGAIN TO
2.75%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPACE INTO
2.75%:  WHAT AM I GONNA DO WITH THAT CON
2.75%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA TO
2.75%:  WHAT AM I GONNA DO WITH ALL THESE REACTION I
2.75%:  WHAT AM I GONNA DO WITH ALL THESE DISCO
2.74%:  WHAT AM I GONNA DO WITH ALL THESE AP
2.74%:  I NEED TO GO TRANSLATE THEM SO THE
2.74%:  WHAT AM I GONNA DO WITH THIS PENC
2.73%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA SCO
2.73%:  I NEED TO WRITE THAT DOWN SO
2.73%:  I NEED TO GO EDIT ALL
2.73%:  NO ONE WANTS TO READ THIS
2.73%:  I NEED TO GO HOME AND TRANSLATE THE C
2.73%:  I NEED TO GO TRANSLATE THE S
2.73%:  WHAT AM I GONNA DO WITH THOSE SCR
2.72%:  I GOTTA DO ALL THAT W
2.72%:  WHAT AM I GONNA DO WITH ALL THAT SAC
2.72%:  WHAT AM I GONNA DO WITH ALL THESE PORT
2.71%:  WHAT AM I GONNA DO WITH THESE CO
2.71%:  I GOT TO READ THIS
2.71%:  I WANT TO READ THEM ALL WITH
2.71%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA CENT
2.71%:  I GOTTA READ ALL THAT SHIT AND
2.71%:  WHAT AM I GONNA DO WITH ALL THESE PAIR
2.70%:  I NEED TO TRANSLATE THE O
2.70%:  WHAT AM I GONNA DO WITH ALL THESE TOD
2.70%:  I NEED TO GO TRANSLATE THE WHOLE D
2.70%:  WHAT AM I GONNA DO WITH ALL THOSE TEXTS IN
2.70%:  WHAT AM I GONNA DO WITH ALL THIS PRESENCE
2.70%:  WHAT AM I GONNA DO WITH THIS SP
2.70%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SA
2.69%:  WHAT AM I GONNA DO WITH ALL THESE ACTIONS I
2.69%:  WHAT AM I GONNA DO WITH THE SECOND PART
2.69%:  I GOTTA READ THOSE AND
2.69%:  WHAT AM I GONNA DO WITH ALL THIS TEARS AND
2.69%:  I NEED TO GO TRANSLATE THAT SO
2.69%:  WHAT AM I GONNA READ IN
2.69%:  I NEED TO GO HOME AND W
2.69%:  I GOTTA READ ALL THE TEXTS A
2.68%:  I WANT TO GO HOME AND W
3.94%:  I WANT TO GO HOME AND WATCH THE
3.63%:  I WANT TO GO HOME AND WATCH TE
2.68%:  WHAT AM I GONNA DO WITH ALL THESE EXTRAP
2.68%:  WHAT AM I GONNA DO WITH ALL THOSE INCREASE
2.68%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA SCI
2.68%:  I WANT TO READ IT AGAIN AND IT
2.67%:  WHAT AM I GONNA DO WITH ALL THIS CONTEST
2.67%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA APOST
2.67%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SET
2.67%:  WHAT AM I GONNA DO WITH ALL THIS PAROD
2.67%:  I GET TO HEAR A
2.67%:  WHAT AM I GONNA DO WITH ALL THESE DEST
2.67%:  WHAT AM I GONNA DO WITH ALL THESE TREAT
2.67%:  I NEED TO WRITE NEW TEXT
2.67%:  I NEED TO TRANSLATE EACH ONE THAT
2.67%:  WHAT AM I GONNA DO WITH ALL THESE RAT
2.66%:  NO ONE WILL WANT TO READ THE SAC
2.66%:  WHAT AM I GONNA DO WITH ALL THESE SCOT
2.66%:  WHAT AM I GONNA DO WITH ALL THESE SPARE CON
2.66%:  WHAT AM I GONNA DO WITH ALL THIS TOT
2.66%:  WHAT AM I GONNA DO WITH ALL THESE TEENS I
2.65%:  I NEED TO TRANSLATION
2.65%:  WHAT AM I GONNA DO WITH ALL THESE SPECT
2.65%:  I GOTTA R
2.65%:  WHAT AM I GONNA DO WITH ALL THOSE TEN
2.65%:  WHAT AM I GONNA DO WITH THIS TOT
2.65%:  WHAT AM I GONNA DO WITH THIS CLEAN
2.65%:  WHAT AM I GONNA DO WITH ALL THOSE INS
2.73%:  WHAT AM I GONNA DO WITH ALL THOSE INSIDE
2.64%:  WHAT AM I GONNA DO WITH ALL THE INSPI
2.64%:  WHAT AM I GONNA DO WITH ALL THESE ACTION P
2.64%:  WHAT AM I GONNA DO WITH THOSE DE
2.64%:  WHAT AM I GONNA DO WITH ALL THESE CATS I
2.64%:  I NEED TO TRANSLATE THOSE INTO H
2.64%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA CA
2.64%:  I NEED TO TRANSLATE O
2.64%:  I GET TO HEAR THAT E
2.64%:  WHAT AM I GONNA DO WITH ALL THESE ASTR
2.63%:  WHAT AM I GONNA DO WITH ALL THESE POINTS I A
2.63%:  WHAT AM I GONNA DO WITH ALL THESE PINE
2.63%:  WHAT AM I GONNA DO WITH ALL THIS CRA
2.63%:  I NEED TO GO HOME AND TRANSLATE THE SAC
2.63%:  WHAT AM I GONNA DO WITH ALL THESE X
2.63%:  I NEED TO READ THE EN
2.63%:  WHAT AM I GONNA DO WITH THIS ENTIRE DE
2.63%:  I NEED TO TRANSLATE THEM INTO HE
2.62%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPACE DE
2.62%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA SA
2.62%:  WHAT AM I GONNA DO WITH THIS EXTRA CON
2.62%:  I GOTTA DO ALL THESE
2.62%:  WHAT AM I GONNA DO WITH THAT R
2.62%:  I GOTTA WRITE THEM IN
2.61%:  I GET TO READ THE
2.61%:  WHAT AM I GONNA DO WITH ALL THIS SECRET DATA
2.61%:  I NEED TO GO TRANSLATE EACH TEXT
2.61%:  I NEED TO TRANSLATE MINE TO
2.61%:  I NEED TO TRANSLATE THIS P
2.61%:  WHAT AM I GONNA DO WITH ALL THIS STORE
2.61%:  WHAT AM I GONNA DO WITH ALL THESE PRESTO
2.60%:  WHAT AM I GONNA DO WITH ALL THESE EXPANSI
2.60%:  WHAT AM I GONNA DO WITH THESE TEXT
2.60%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA DES
2.60%:  WHAT AM I GONNA DO WITH ALL THAT IN
2.61%:  WHAT AM I GONNA DO WITH ALL THAT INCRE
6.44%:  WHAT AM I GONNA DO WITH ALL THAT INCREASE
2.60%:  WHAT AM I GONNA DO WITH THESE DE
2.60%:  WHAT AM I GONNA DO WITH ALL THESE NIC
2.60%:  I NEED TO GO HOME AND WRITE ALL THIS ST
2.60%:  WHAT AM I GONNA DO WITH ALL THESE SECRET DE
2.60%:  I NEED TO TRANSLATE THEM INTO HIL
2.59%:  WHAT AM I GONNA DO WITH ALL THE EXIST
2.59%:  I NEED TO TRANSLATE SOMETHING H
2.59%:  WHAT AM I GONNA DO WITH ALL THE CAR
2.59%:  WHAT AM I GONNA DO WITH ALL THIS CAND
2.59%:  WHAT AM I GONNA DO WITH ALL THESE DEPART
2.58%:  WHAT AM I GONNA DO WITH ALL THIS REC
3.31%:  WHAT AM I GONNA DO WITH ALL THIS RECENT
2.58%:  I GOTTA READ THEM ALL AND THAT IS
2.58%:  I NEED TO GO TRANSLATE THIS IN
2.58%:  I WANT TO GO HOME AND WRITE IN ALL
2.58%:  WHAT AM I GONNA DO WITH ALL THESE DONE
2.58%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA TEN
2.58%:  I NEED TO TRANSLATE IT INTO HE
2.57%:  WHAT AM I GONNA DO WITH THIS LITER
2.57%:  NO ONE WILL WANT TO READ THE G
2.57%:  WHAT AM I GONNA DO WITH ALL THE TOR
2.57%:  I NEED TO GO HOME AND WATCH
2.56%:  WHAT AM I GONNA DO WITH ALL THIS PE
7.83%:  WHAT AM I GONNA DO WITH ALL THIS PEACE AND SER
2.56%:  I NEED TO READ ALL THESE TH
7.65%:  I NEED TO READ ALL THESE THINGS A
3.70%:  I NEED TO READ ALL THESE THINGS TO
2.93%:  I NEED TO READ ALL THESE THINGS WITH
2.89%:  I NEED TO READ ALL THESE THINGS THAT
2.56%:  I NEED TO READ IT AGAIN WITH
2.56%:  WHAT AM I GONNA DO WITH ALL THIS NOTE
2.56%:  I NEED TO WRITE THAT DOWN IN
2.56%:  ALL
2.56%:  WHAT AM I GONNA DO WITH ALL THESE TIRE
2.56%:  WHAT AM I GONNA DO WITH ALL THOSE RES
2.55%:  I GOTTA WRITE THAT
2.55%:  WHAT AM I GONNA DO WITH ALL THESE PARTIES I
2.55%:  WHAT AM I GONNA DO WITH ALL THESE NEXT
2.55%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA SAN
2.55%:  WHAT AM I GONNA DO WITH ALL THIS STRE
2.55%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPEED
2.55%:  WHAT AM I GONNA DO WITH THESE E
2.55%:  WHEN I READ IT
2.54%:  I WANT TO READ THEM ALL AND THAT
2.54%:  I NEED TO TRANSLATE IT SO IT
2.54%:  I NEED TO ST
4.08%:  I NEED TO START ALL
3.45%:  I NEED TO START O
2.54%:  WHAT AM I GONNA DO WITH ALL THESE IDEAS TO
2.54%:  WHAT AM I GONNA DO WITH ALL THIS ACTION
2.54%:  WHAT AM I GONNA DO WITH ALL THESE CREED
2.53%:  WHAT AM I GONNA DO WITH ALL THOSE AR
2.53%:  WHAT AM I GONNA DO WITH THIS ENTIRE D
2.53%:  WHAT AM I GONNA DO WITH ALL THIS PRESIDENT
2.53%:  I NEED TO GO TRANSLATE THOSE T
2.53%:  I GOTTA WRITE THEM ALL IN
2.53%:  I NEED TO GO HOME AND TRANSLATE P
2.52%:  WHAT AM I GONNA DO WITH ALL THE PAR
12.57%:  WHAT AM I GONNA DO WITH ALL THE PARADOXES IN
6.70%:  WHAT AM I GONNA DO WITH ALL THE PARADOXES I
2.52%:  I NEED TO TRANSLATE THEME
2.52%:  I NEED TO TELL THE
2.52%:  I WANT TO HEAR THE END
2.52%:  I NEED TO TRANSLATE HAL
2.52%:  I WANT TO READ THEM ALL AND I
3.01%:  I WANT TO READ THEM ALL AND I CAN
2.52%:  NO ONE WANTS TO HEAR ME TELL A
2.52%:  WHAT AM I GONNA DO WITH ALL THESE TEXTS CON
2.52%:  WHAT AM I GONNA DO WITH THIS TIN
2.52%:  I WANT TO WRITE SO
2.52%:  WHAT AM I GONNA DO WITH ALL THESE SOCI
2.52%:  NO ONE WANTS TO HEAR IT
2.52%:  I NEED TO TRANSLATE THE WHOLE G
2.51%:  WHAT AM I GONNA DO WITH ALL THE EXTRA PEN
2.51%:  WHAT AM I GONNA DO WITH ALL THESE DESTRO
2.51%:  I NEED TO TRANSLATE NEW TEST
2.51%:  WHAT AM I GONNA DO WITH ALL THESE SPARE DIN
2.51%:  I NEED TO GO TRANSLATE NEW
2.51%:  WHAT AM I GONNA DO WITH ALL THESE NOTES I P
2.51%:  WHAT AM I GONNA DO WITH ALL THIS SAR
2.50%:  I NEED TO GO HOME AND WRITE AN
2.50%:  I NEED TO TRANSLATE THE CH
2.50%:  I WISH I D
2.50%:  WHAT AM I GONNA DO WITH THIS DEEP
2.50%:  WHAT AM I GONNA DO WITH THESE A
2.50%:  WHAT AM I GONNA DO WITH ALL THESE IRONIC S
2.50%:  I NEED TO READ THEM ALL AGAIN SO
5.52%:  I NEED TO READ THEM ALL AGAIN SO I CAN P
2.49%:  WHAT AM I GONNA DO WITH THESE STOR
2.49%:  I NEED TO TRANSLATE THOSE INTO E
2.49%:  I WANT TO READ IT WITH
2.49%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA SID
2.49%:  WHAT AM I GONNA DO WITH ALL THIS EXP
2.48%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA CAN
2.48%:  I NEED TO WRITE THEM ALL AGAIN TO
2.48%:  WHAT AM I GONNA DO WITH L
2.48%:  WHAT AM I GONNA DO WITH THE EXTRA T
2.48%:  WHAT AM I GONNA DO WITH ALL THIS PRI
2.48%:  I NEED TO GO TRANSLATE H
2.47%:  WHAT AM I GONNA DO WITH ALL THESE EXPECTATIONS A
2.47%:  WHAT AM I GONNA DO WITH ALL THE REST
2.47%:  I NEED TO TRANSLATE THEM INTO G
2.46%:  I NEED TO TRANSLATE IN A
2.46%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE P
3.23%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE PLAN
2.46%:  I GOTTA ADD SO
2.46%:  NO ONE WANTS TO HEAR ME TELL ST
2.46%:  I NEED TO GO HOME AND TRANSLATE WH
2.46%:  I GOTTA READ ALL THIS ST
2.46%:  I NEED TO EDIT ALL THEM
2.46%:  WHAT AM I GONNA DO WITH THAT SENSE
2.46%:  WHAT AM I GONNA DO WITH THAT NOTE
2.45%:  WHAT AM I GONNA DO WITH THIS PAR
2.45%:  WHAT AM I GONNA DO WITH ALL THAT ST
2.45%:  I NEED TO WRITE ALL THAT DO
2.45%:  WHAT AM I GONNA DO WITH ALL THIS SOR
2.45%:  WHAT AM I GONNA DO WITH ALL THIS DEEP
2.44%:  WHAT AM I GONNA DO WITH ALL THIS IR
2.44%:  NO ONE WILL WANT TO H
2.44%:  WHAT AM I GONNA DO WITH THIS STRAN
2.44%:  WHAT AM I GONNA DO WITH ALL THOSE DIS
2.44%:  WHAT AM I GONNA DO WITH THIS INS
2.43%:  WHAT AM I GONNA DO WITH ALL THESE CANS
2.43%:  I NEED TO READ ALL THOSE TEXTS AGAIN WITH A
2.43%:  WHAT AM I GONNA DO WITH ALL THESE CENTER
2.43%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPACE NEE
2.43%:  I GOTTA READ ALL THE NEW
2.43%:  I WANT TO READ IT AGAIN SO
2.43%:  WHAT AM I GONNA DO WITH THESE TOR
2.42%:  I WANT TO GO HOME AND WRITE THAT IN
2.42%:  WHAT AM I GONNA DO WITH ALL THESE STONE T
2.42%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA N
2.42%:  T
2.41%:  WHAT AM I GONNA DO WITH ALL THESE STATION
2.41%:  WHAT AM I GONNA DO WITH ALL THESE IDEAS I NE
2.41%:  I NEED TO TRANSLATE THEM IN A
2.41%:  I GOTTA DO THE
2.40%:  WHAT AM I GONNA DO WITH ALL THIS OP
2.40%:  WHAT AM I GONNA DO WITH ALL THESE IDEA
2.40%:  WHAT AM I GONNA DO WITH ALL THIS SPARE TEN
2.40%:  WHAT AM I GONNA DO WITH ALL THAT R
2.40%:  WHAT AM I GONNA DO WITH ALL THESE TATS
2.39%:  I NEED TO TRANSLATE IT INTO L
2.39%:  WHAT AM I GONNA DO WITH ALL THIS SAN
2.39%:  WHAT AM I GONNA DO WITH ALL THAT PRO
2.39%:  I WANT THEM TO
2.39%:  WHAT AM I GONNA DO WITH THIS TRANS
2.38%:  I WANT TO GO HOME AND T
3.83%:  I WANT TO GO HOME AND TELL THAT
2.38%:  WHAT AM I GONNA DO WITH ALL THESE RAP
2.38%:  WHAT AM I GONNA DO WITH ALL THESE SPARE N
2.37%:  I NEED TO TRANSLATE EACH ONE SO THAT I
2.37%:  I NEED TO TRANSLATE THAT ONE AS
2.37%:  WHAT AM I GONNA DO WITH THIS PREC
2.37%:  I WANT TO GO HOME AND EDIT
2.37%:  WHAT AM I GONNA DO TO
2.37%:  WHAT AM I GONNA DO WITH THIS EXTRA TAL
2.37%:  WHAT AM I GONNA DO WITH ALL THE SCR
2.41%:  WHAT AM I GONNA DO WITH ALL THE SCRIPTS
2.37%:  I NEED TO GO TRANSLATE A NEW TEXT
2.37%:  I WANT TO WRITE ONE AND
2.37%:  WHAT AM I GONNA DO WITH ALL THIS DAN
2.36%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA COPIES IN
2.36%:  I GOTTA WRITE THEM ALL DO
10.24%:  I GOTTA WRITE THEM ALL DOWN AND
2.36%:  WHAT AM I GONNA DO WITH ALL THE EXTRA IN
2.36%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA OP
2.36%:  I GOTTA WRITE ALL THAT DOWN IN
2.36%:  I GOTTA TRANSLATE EACH ONE INTO A
2.36%:  I NEED TO TRANSLATE IT AS
2.36%:  WHAT AM I GONNA DO WITH ALL THOSE PAN
2.36%:  WHAT AM I GONNA DO WITH ALL THESE SCA
2.36%:  WHAT AM I GONNA DO WITH ALL THE POINTS
2.36%:  WHAT AM I GONNA DO WITH ALL THE SENSE
2.36%:  WHAT AM I GONNA DO WITH ALL THIS EXIST
11.35%:  WHAT AM I GONNA DO WITH ALL THIS EXISTENCE
2.36%:  WHAT AM I GONNA DO WITH ALL THESE SEX AND
2.35%:  I NEED TO GO HOME AND WRITE IN THE
2.35%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPEC
2.35%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA TON
2.35%:  I WANT TO READ IT AGAIN TO
2.52%:  I WANT TO READ IT AGAIN TO SEE WH
2.35%:  WHAT AM I GONNA DO WITH ALL THESE PANT
2.35%:  WHAT AM I GONNA DO WITH ALL THESE STRATE
2.35%:  I WANT TO GO HOME AND SIT
2.35%:  WHAT AM I GONNA DO WITH ALL THESE SPID
2.35%:  I NEED TO TRANSLATE THIS COM
2.35%:  WHAT AM I GONNA DO WITH ALL THESE TOES
2.34%:  I NEED TO TRANSLATE IT INTO H
2.34%:  I NEED TO TELL THAT
2.34%:  WHAT AM I GONNA DO WITH ALL THESE CROS
2.34%:  WHAT AM I GONNA DO WITH ALL THIS SPACE AT
2.34%:  I WANT TO READ THOSE TEXTS AND
2.34%:  I GET TO HEAR THE
2.97%:  I GET TO HEAR THEM ALL
2.34%:  WHAT AM I GONNA DO WITH ALL THESE IDEAS T
2.34%:  WHAT AM I GONNA DO WITH ALL THESE STA
2.34%:  WHAT AM I GONNA DO WITH THOSE TRANSP
2.33%:  WHAT AM I GONNA DO WITH ALL THAT SPARE S
2.33%:  WHAT AM I GONNA DO WITH ALL THESE POS
2.33%:  WHAT AM I GONNA DO WITH THIS TRA
2.33%:  I NEED TO WRITE AN
2.33%:  I GOTTA READ ALL THOSE TEXTS NO
2.33%:  WHAT AM I GONNA DO WITH ALL THESE SNA
2.33%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA O
2.33%:  I WANT THAT
2.33%:  WHAT AM I GONNA DO WITH THE PILE
2.33%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA STONE
2.32%:  WHAT AM I GONNA DO WITH ALL THESE TAX
2.32%:  WHAT AM I GONNA DO WITH THAT EX
2.32%:  I NEED TO TRANSLATE IT AND P
2.32%:  I NEED TO TRANSLATE EACH ONE SO I
2.32%:  I NEED TO GO HOME AND WRITE THAT IN ALL
2.32%:  I NEED TO TRANSLATE THE P
2.32%:  I NEED TO GO TELL THAT TO E
2.32%:  I WANT TO READ THEM WITH
2.31%:  I GOTTA TRANSLATE LI
2.31%:  WHAT AM I GONNA DO WITH THOSE A
2.31%:  I GOTTA EDIT ALL THE R
2.31%:  WHAT AM I GONNA DO WITH ALL THESE TOP SECRET AND
2.31%:  WHAT AM I GONNA DO WITH ALL THAT SCRAP
2.31%:  WHAT AM I GONNA DO WITH THE N
2.31%:  WHAT AM I GONNA DO WITH ALL THESE NOT RE
2.30%:  WHAT AM I GONNA DO WITH ALL THIS TEST
2.30%:  WHAT AM I GONNA DO WITH ALL THESE PRINTED EX
2.30%:  WHAT AM I GONNA DO WITH ALL THIS TREES
2.30%:  WHAT AM I GONNA DO WITH THIS EXTRA SP
9.81%:  WHAT AM I GONNA DO WITH THIS EXTRA SPACE IN
2.85%:  WHAT AM I GONNA DO WITH THIS EXTRA SPACE ON
2.30%:  WHAT AM I GONNA DO WITH THE ONE
2.30%:  I NEED TO GO HOME AND WRITE ALL THIS IN
2.30%:  I GOTTA WRITE THAT DO
4.86%:  I GOTTA WRITE THAT DOWN AND
2.30%:  I WANT TO WRITE THAT
2.30%:  WHAT AM I GONNA DO WITH ALL THESE PEAS
2.30%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPACE TOD
2.29%:  I WANT TO READ SO
27.36%:  I WANT TO READ SOMETHING THAT
9.73%:  I WANT TO READ SOMETHING WITH
8.83%:  I WANT TO READ SOMETHING THAT IS
7.25%:  I WANT TO READ SOMETHING THAT DO
5.83%:  I WANT TO READ SOMETHING THAT H
5.21%:  I WANT TO READ SOMETHING EL
2.67%:  I WANT TO READ SOMETHING THAT HAS A
2.65%:  I WANT TO READ SOMETHING THAT W
4.41%:  I WANT TO READ SOMETHING THAT WILL
2.56%:  I WANT TO READ SOMETHING H
2.40%:  I WANT TO READ SOMETHING THAT HAS ALL
2.29%:  WHAT AM I GONNA DO WITH THE CON
2.29%:  WHAT AM I GONNA DO WITH ALL THOSE END
2.29%:  I NEED TO TRANSLATE THAT I
2.29%:  WHAT AM I GONNA DO WITH ALL THIS TRADE
2.29%:  WHAT AM I GONNA DO WITH ALL THESE DISCONT
2.29%:  I NEED TO TRANSLATE ONE THAT IS
2.29%:  I GOTTA READ ALL THEM AND P
2.28%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA ED
2.28%:  I GOTTA READ ALL THOSE TWE
2.28%:  I NEED TO GO READ ALL
2.28%:  I GET TO HEAR THAT ONE ALL
2.28%:  WHAT AM I GONNA TELL THIS
2.28%:  WHAT AM I GONNA DO WITH ALL THESE STAR T
2.28%:  I GET TO READ THIS
2.27%:  WHAT AM I GONNA DO WITH ALL THESE EXPECTATIONS I D
2.27%:  I GOTTA READ ALL THEM AND THAT
2.27%:  WHAT AM I GONNA DO WITH THOSE STRAN
2.27%:  WHAT AM I GONNA DO WITH ALL THESE REPEAT
2.27%:  WHAT AM I GONNA DO WITH ALL THESE PATIENT
2.27%:  I WANT TO GO HOME AND TELL THE
2.27%:  I NEED TO TRANSLATE THAT WH
2.44%:  I NEED TO TRANSLATE THAT WHIC
2.27%:  I NEED TO TRANSLATE THOSE L
2.27%:  WHAT AM I GONNA DO WITH ALL THIS SPACE ON T
2.26%:  WHAT AM I GONNA DO IN
2.26%:  I GOTTA READ THEM ALL AND S
2.26%:  I GOTTA TRANSLATE SO M
2.26%:  WHAT AM I GONNA DO WITH ALL THESE OPENED
2.26%:  WHAT AM I GONNA DO WITH THAT DE
2.26%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA DON
2.26%:  I WANT TO READ IT AGAIN AND ALL
2.26%:  WHAT AM I GONNA DO WITH ALL THESE PARTS I
2.26%:  WHAT AM I GONNA DO WITH ALL THE EXTRA SPACE T
2.26%:  WHAT AM I GONNA DO WITH ALL THESE POIS
2.26%:  WHAT AM I GONNA DO WITH ALL THESE ENER
2.26%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA DE
2.26%:  WHAT AM I GONNA DO WITH ALL THESE EARS
2.25%:  WHAT AM I GONNA DO WITH THIS DIN
2.25%:  I WANT TO GO HOME AND SLE
2.25%:  WHAT AM I GONNA DO WITH ALL THE DO
2.25%:  WHAT AM I GONNA DO WITH THIS REC
2.25%:  I NEED TO TRANSLATE THIS INTO A
2.25%:  I NEED TO TRANSLATE IT SO I CAN GET
2.24%:  WHAT AM I GONNA DO WITH ALL THIS SPARE TONE
2.24%:  WHAT AM I GONNA DO WITH THIS LAR
2.24%:  NO ONE WILL WANT TO READ THE M
2.24%:  I GOTTA READ THEM ALL NO
2.24%:  WHAT AM I GONNA DO WITH ALL THESE ENTER
2.24%:  WHAT AM I GONNA DO WITH ALL THAT SENSE
2.23%:  I GOTTA READ THEM ALL AND IT
