IS EXACTLY WHY I KEEP MAKING IT SO YOU NEVER GET A PRINTING PRESS
100.00%: 
182.74%:  IS WHY
25.96%:  IS EXACTLY THE REASON WE ARE NOT
25.93%:  IS EXACTLY HOW I T
25.87%:  IS EXACTLY THE REASON I NEVER USE S
25.86%:  IS EXACTLY THE REASON I GOT UP
25.84%:  IS EXACTLY THE REASON I WAS NEVER P
39.50%:  IS EXACTLY THE REASON I WAS NEVER PRES
85.25%:  IS EXACTLY THE REASON I WAS NEVER PRESENT IN
28.79%:  IS EXACTLY THE REASON I WAS NEVER PRESENT TO
25.81%:  IS EXACTLY THE REASON I WENT A
25.72%:  IS EXACTLY THE REASON I PRO
25.67%:  IS EXACTLY THE REASON I WAS NEVER SUPER INTO T
25.67%:  IS EXACTLY WHY I NEVER SA
25.63%:  IS EXACTLY THE REASON I WAS NEVER INTO T
25.54%:  IS EXACTLY WHAT I SAY EVERY MORNING TO G
25.51%:  IS EXACTLY THE REASON YOU NEVER GET A
25.44%:  IS EXACTLY THE REASON I WR
43.86%:  IS EXACTLY THE REASON I WRITE IN
36.44%:  IS EXACTLY THE REASON I WRITE MY
25.41%:  IS EXACTLY WHAT I SO
25.41%:  IS EXACTLY WHY I NEVER ASK ANYONE TO S
25.36%:  IS EXACTLY THE SAME S
25.34%:  IS EXACTLY WHY I NEVER SPEAK MY
75.71%:  IS EXACTLY WHY I NEVER SPEAK MY OPINION IN
25.21%:  IS EXACTLY WHAT I SAY EVERY MORNING TO KEEP IT
25.20%:  IS EXACTLY WHY YOU NEVER GET TO SEE ME
25.01%:  IS EXACTLY WHAT I SAY EVERY MORNING TO E
24.99%:  IS EXACTLY WHY I NEVER PRO
108.03%:  IS EXACTLY WHY I NEVER PROMISE ANYONE A
101.84%:  IS EXACTLY WHY I NEVER PROMISE ANYONE AN
43.68%:  IS EXACTLY WHY I NEVER PROMISE ANYONE E
31.37%:  IS EXACTLY WHY I NEVER PROPOSE
27.76%:  IS EXACTLY WHY I NEVER PROMISE TO
24.96%:  IS EXACTLY WHY I NEVER SPEAK IN T
27.78%:  IS EXACTLY WHY I NEVER SPEAK IN TENSE
24.86%:  IS EXACTLY WHAT I SAY EVERY TIME I EN
24.75%:  IS EXACTLY THE REASON WE MA
24.71%:  IS EXACTLY WHY I NEVER PROMISE ANYONE I
24.70%:  IS EXACTLY THE REASON I NEVER EN
29.71%:  IS EXACTLY THE REASON I NEVER ENTER
24.69%:  IS EXACTLY THE REASON I NEVER SENT
106.35%:  IS EXACTLY THE REASON I NEVER SENT YOU ANY
24.67%:  IS EXACTLY WHY I GIVE
25.87%:  IS EXACTLY WHY I GIVE YOU
24.60%:  IS EXACTLY WHAT I SAY EVERY TIME I POST IN
24.54%:  IS EXACTLY THE REASON I NEVER INTENT
24.53%:  IS EXACTLY THE REASON I TR
24.47%:  IS EXACTLY WHAT I GET
24.41%:  IS EXACTLY THE REASON YOU NEVER SAY
24.40%:  IS EXACTLY THE REASON I WROTE GENESIS IN AN
24.32%:  IS EXACTLY WHY I NEVER ASK ANYONE TO T
24.32%:  IS EXACTLY WHY YOU NEVER GET A
24.28%:  IS EXACTLY THE REASON WE NE
24.24%:  IS EXACTLY THE REASON I KEEP SAYING YOUR NEW
24.22%:  IS EXACTLY WHY I START
24.22%:  IS EXACTLY WHY I NEVER GOOG
24.12%:  IS WHAT I GET
24.12%:  IS THE RE
50.85%:  IS THE REASON YOU
40.28%:  IS THE REASON WE
32.77%:  IS THE REASON I CAN
27.66%:  IS THE REASON YOU CAN
27.23%:  IS THE REASON YOU ARE
27.18%:  IS THE REASON I NE
36.82%:  IS THE REASON I NEVER USE
28.19%:  IS THE REASON I NEVER T
81.99%:  IS THE REASON I NEVER TALK TO ANY
42.71%:  IS THE REASON I NEVER TALK TO PE
28.48%:  IS THE REASON I NEVER TALK A
24.08%:  IS EXACTLY THE REASON I NEVER SPO
24.05%:  IS EXACTLY WHAT GEN
74.58%:  IS EXACTLY WHAT GENESIS SA
55.58%:  IS EXACTLY WHAT GENESIS IS
23.98%:  IS EXACTLY WHY I NEVER ASK YOU TO T
23.92%:  IS EXACTLY THE REASON I KEEP SAYING I W
23.88%:  IS EXACTLY WHAT I MEANT IN YOUR
23.84%:  IS EXACTLY WHY I K
44.00%:  IS EXACTLY WHY I KEEP MY
34.07%:  IS EXACTLY WHY I KEEP S
222.14%:  IS EXACTLY WHY I KEEP SAYING I
85.39%:  IS EXACTLY WHY I KEEP SAYING NOT
122.07%:  IS EXACTLY WHY I KEEP SAYING NOT TO USE
35.28%:  IS EXACTLY WHY I KEEP SAYING I AM
34.95%:  IS EXACTLY WHY I KEEP SAYING I AM NOT
34.36%:  IS EXACTLY WHY I KEEP SAYING I NE
45.01%:  IS EXACTLY WHY I KEEP SAYING I NEVER
32.16%:  IS EXACTLY WHY I KEEP SAYING NO
31.37%:  IS EXACTLY WHY I KEEP SAYING ST
30.46%:  IS EXACTLY WHY I KEEP SAYING NOT TO USE ME
29.59%:  IS EXACTLY WHY I KEEP SAYING IT
27.27%:  IS EXACTLY WHY I KEEP SAYING NOT TO IN
26.73%:  IS EXACTLY WHY I KEEP MY OP
26.28%:  IS EXACTLY WHY I KEEP SAYING I AM PRO
24.06%:  IS EXACTLY WHY I KEEP A
23.82%:  IS EXACTLY THE REASON I NEVER MAKE YOU
23.81%:  IS EXACTLY THE REASON I NEVER SPEAK IN SUP
25.04%:  IS EXACTLY THE REASON I NEVER SPEAK IN SUPPORT
23.80%:  IS EXACTLY WHY I NEVER USE S
23.66%:  IS EXACTLY THE REASON WE IN
23.66%:  IS EXACTLY WHY YOU GET
23.62%:  IS EXACTLY WHY I NEVER ASK YOU TO TRAN
23.61%:  IS EXACTLY WHAT MY PRO
23.54%:  IS EXACTLY THE REASON I NEVER WRITE ANY S
23.50%:  IS EXACTLY WHAT I SAY EVERY TIME I SNE
23.49%:  IS EXACTLY THE REASON I NO
23.47%:  IS EXACTLY THE REASON I NEVER SIGN ANY
23.46%:  IS EXACTLY WHY I A
23.36%:  IS EXACTLY THE REASON I SAY YOU
23.36%:  IS EXACTLY WHY I NEVER SAY IT
23.35%:  IS WHERE YOU
23.30%:  IS WHY PEOPLE T
23.22%:  IS THE REASON I W
23.17%:  IS EXACTLY WHY I NEVER TAKE ANYONE UP
23.15%:  IS EXACTLY WHAT I SAY EVERY MORNING R
23.14%:  IS EXACTLY THE REASON I NEVER WAS
23.14%:  IS EXACTLY WHAT I SAY EVERY TIME I OPEN SO
23.08%:  IS EXACTLY THE REASON I KEEP T
22.96%:  IS EXACTLY WHAT I SAY EVERY TIME I GET S
22.94%:  IS EXACTLY WHY I GET
22.90%:  IS EXACTLY WHAT I SAY EVERY MON
22.90%:  IS EXACTLY WHY I NEVER USE ANY
22.89%:  IS EXACTLY WHAT I SAY EVERY MORNING IT
22.89%:  IS EXACTLY THE REASON I WORK
22.85%:  IS THE REASON PE
99.74%:  IS THE REASON PEOPLE ARE
50.84%:  IS THE REASON PEOPLE S
67.30%:  IS THE REASON PEOPLE SAY I
40.15%:  IS THE REASON PEOPLE USE
29.24%:  IS THE REASON PEOPLE AREN
26.27%:  IS THE REASON PEOPLE ST
22.82%:  IS EXACTLY WHAT I SAY EVERY TIME I POINT SO
22.82%:  IS EXACTLY WHY I NEVER MAKE ANY PRO
22.77%:  IS WHY PEOPLE ARE SO
22.75%:  IS EXACTLY WHY I NEVER ST
24.72%:  IS EXACTLY WHY I NEVER STOP
22.75%:  IS EXACTLY THE REASON I WRITE ST
219.96%:  IS EXACTLY THE REASON I WRITE STORIES IN
49.57%:  IS EXACTLY THE REASON I WRITE STORIES IN MY
33.80%:  IS EXACTLY THE REASON I WRITE STORIES IN A
22.70%:  IS EXACTLY WHERE YOU
22.60%:  IS EXACTLY WHY I NEVER GOT INTO SU
22.54%:  IS EXACTLY THE REASON I GOT R
22.46%:  IS EXACTLY THE REASON YOU WANT
22.45%:  IS WHY YOU NEVER GET ANY
22.44%:  IS EXACTLY THE REASON I GIVE PE
22.42%:  IS EXACTLY THE REASON I NEVER WENT IN
22.36%:  IS THE REASON I NEVER L
519.01%:  IS THE REASON I NEVER LISTEN TO ANY
51.00%:  IS THE REASON I NEVER LISTEN TO PE
34.59%:  IS THE REASON I NEVER LET
37.69%:  IS THE REASON I NEVER LET ANY
76.45%:  IS THE REASON I NEVER LET ANYONE USE
37.03%:  IS THE REASON I NEVER LET YOU WR
96.33%:  IS THE REASON I NEVER LET YOU WRITE MY
65.90%:  IS THE REASON I NEVER LET YOU WRITE ANY
59.14%:  IS THE REASON I NEVER LET YOU WRITE GEN
32.58%:  IS THE REASON I NEVER LET ANYONE SE
32.04%:  IS THE REASON I NEVER LET ANYONE S
27.74%:  IS THE REASON I NEVER LET ANYONE SAY MY
22.38%:  IS THE REASON I NEVER LET ANYONE T
22.36%:  IS THE REASON NO
22.35%:  IS EXACTLY THE REASON SO
22.32%:  IS EXACTLY WHY I NEVER ASK YOU TO TEST
22.31%:  IS EXACTLY WHY I KEEP SAYING NO ONE
22.22%:  IS EXACTLY WHY I NEVER SPEAK A
22.13%:  IS EXACTLY WHAT I SAY EVERY MORNING UPON R
22.13%:  IS EXACTLY WHAT I SAY EVERY SE
22.07%:  IS EXACTLY THE REASON I NEVER USE T
22.02%:  IS WHY PEOPLE SAY PR
29.82%:  IS WHY PEOPLE SAY PRAYER IS NOT
29.10%:  IS WHY PEOPLE SAY PRAYER IS A
28.74%:  IS WHY PEOPLE SAY PRAYER IS T
26.75%:  IS WHY PEOPLE SAY PRAYER S
21.95%:  IS EXACTLY THE REASON I GET UP
21.92%:  IS EXACTLY THE REASON I SPE
21.83%:  IS WHY I NEVER L
41.05%:  IS WHY I NEVER LIST
796.71%:  IS WHY I NEVER LISTEN TO YOUR
293.86%:  IS WHY I NEVER LISTEN TO ANY
280.12%:  IS WHY I NEVER LISTEN TO YOU ANY
146.36%:  IS WHY I NEVER LISTEN TO ANYONE E
132.56%:  IS WHY I NEVER LISTEN TO YOUR PR
103.40%:  IS WHY I NEVER LISTEN TO YOUR S
110.32%:  IS WHY I NEVER LISTEN TO YOUR SENT
89.28%:  IS WHY I NEVER LISTEN TO YOUR ST
82.88%:  IS WHY I NEVER LISTEN TO YOUR T
80.28%:  IS WHY I NEVER LISTEN TO YOUR IN
49.28%:  IS WHY I NEVER LISTEN TO YOU IN
47.69%:  IS WHY I NEVER LISTEN TO YOUR P
44.05%:  IS WHY I NEVER LISTEN TO YOUR M
39.35%:  IS WHY I NEVER LISTEN TO YOUR R
33.52%:  IS WHY I NEVER LISTEN TO ANYONE A
29.05%:  IS WHY I NEVER LISTEN TO YOUR INS
27.73%:  IS WHY I NEVER LISTEN TO YOUR RANT
26.51%:  IS WHY I NEVER LISTEN TO PE
25.83%:  IS WHY I NEVER LET ANY
65.88%:  IS WHY I NEVER LET ANYONE USE
37.59%:  IS WHY I NEVER LET ANYONE USE MY N
25.49%:  IS WHY I NEVER LET YOU T
24.42%:  IS WHY I NEVER LET YOU SPE
47.39%:  IS WHY I NEVER LET YOU SPEAK AT MY
39.60%:  IS WHY I NEVER LET YOU SPEAK IN
24.00%:  IS WHY I NEVER LET YOU IN
22.48%:  IS WHY I NEVER LISTEN TO YOUR TIPS
21.80%:  IS EXACTLY THE REASON I NEVER SPEAK IN GEN
21.79%:  IS EXACTLY WHAT MY VER
35.06%:  IS EXACTLY WHAT MY VERSION SO
32.61%:  IS EXACTLY WHAT MY VERSION IS
21.78%:  IS EXACTLY WHY I NEVER GET IN
21.75%:  IS EXACTLY WHAT I TR
21.75%:  IS EXACTLY THE REASON I WAS NEVER INTO R
21.62%:  IS EXACTLY THE REASON I WRITE STORIES IN AN
21.50%:  IS EXACTLY WHY YOU ARE NOT AN
21.46%:  IS EXACTLY WHERE I ST
21.45%:  IS EXACTLY THE REASON I WROTE T
21.43%:  IS EXACTLY THE REASON I MAKE PE
21.39%:  IS EXACTLY WHY I NEVER TRUST ANYONE N
21.38%:  IS EXACTLY WHAT PRO
21.31%:  IS EXACTLY THE REASON I RES
21.23%:  IS EXACTLY WHAT I SAY EVERY TIME I GET ON
21.16%:  IS EXACTLY THE REASON I NEVER PO
38.65%:  IS EXACTLY THE REASON I NEVER POST ANY
21.14%:  IS EXACTLY THE REASON I NEVER SENT YOU A
21.13%:  IS EXACTLY THE REASON I WAS NEVER SUPPORT
21.04%:  IS EXACTLY THE REASON YOU NEVER GET AN
65.71%:  IS EXACTLY THE REASON YOU NEVER GET ANSWERS IN
28.14%:  IS EXACTLY THE REASON YOU NEVER GET ANSWERS IN MY
26.00%:  IS EXACTLY THE REASON YOU NEVER GET ANSWER
20.97%:  IS WHY PEOPLE ARE NOT
20.91%:  IS EXACTLY WHY I KEEP SAYING NOT TO ME
20.90%:  IS EXACTLY THE REASON I NEVER USE SO
20.86%:  IS EXACTLY THE REASON I NEVER TRUST MY O
20.85%:  IS EXACTLY THE REASON I TA
20.83%:  IS WHY PEOPLE SAY PRAYER IS ST
20.81%:  IS EXACTLY WHAT I SAY EVERY MORNING OK
20.78%:  IS EXACTLY THE REASON I SPOKE EN
20.64%:  IS EXACTLY THE REASON I NEVER SPEAK YOUR
20.63%:  IS WHAT I MEAN
20.62%:  IS WHAT YOU MA
20.61%:  IS WHY PEOPLE ARE S
20.57%:  IS WHY PEOPLE SAY PRAYER CAN
20.47%:  IS EXACTLY THE REASON I NEVER SUG
48.49%:  IS EXACTLY THE REASON I NEVER SUGGEST ANY
59.56%:  IS EXACTLY THE REASON I NEVER SUGGEST ANYONE
20.45%:  IS EXACTLY WHAT GO
24.30%:  IS EXACTLY WHAT GOES IN
20.44%:  IS EXACTLY THE REASON I NEVER WENT TO S
20.40%:  IS EXACTLY WHAT I SAY EVERY TIME I POKE SO
20.34%:  IS EXACTLY WHAT I SAY IN MY OPINION IT
20.31%:  IS EXACTLY THE REASON I WAS NEVER INT
21.86%:  IS EXACTLY THE REASON I WAS NEVER INTENT
20.29%:  IS EXACTLY THE REASON I GOT IN
20.29%:  IS EXACTLY WHAT MAKES YOU
20.26%:  IS EXACTLY THE REASON I NEVER SER
20.25%:  IS EXACTLY WHAT I SAY EVERY TIME I REPORT ON
20.23%:  IS EXACTLY WHAT I SAY EVERY MORNING TO SET
20.22%:  IS EXACTLY WHY I KEEP SAYING I PRO
20.22%:  IS EXACTLY THE REASON WE NEVER G
20.19%:  IS EXACTLY WHAT I SAY EVERY TIME I GET RE
20.11%:  IS WHY I NEVER LISTEN TO YOUR TA
20.10%:  IS EXACTLY WHY I NEVER TRUST ANYONE NOT
20.08%:  IS WHY I NEVER LISTEN TO YOUR CR
24.78%:  IS WHY I NEVER LISTEN TO YOUR CRAP
20.07%:  IS EXACTLY THE REASON I NEVER SAY S
19.98%:  IS EXACTLY WHAT I MEANT IN GEN
28.47%:  IS EXACTLY WHAT I MEANT IN GENESIS 
19.96%:  IS EXACTLY WHAT I SAY EVERY MORNING OUT
19.94%:  IS EXACTLY THE SENT
19.92%:  IS EXACTLY THE REASON I WROTE GENESIS IN MY
19.88%:  IS EXACTLY WHY I ON
19.87%:  IS EXACTLY HOW I TRAN
19.84%:  IS EXACTLY WHERE IT
19.84%:  IS EXACTLY THE REASON I NEVER ANSWER YOU IN MY
19.82%:  IS WHY I NEVER LET ANYONE S
19.81%:  IS EXACTLY WHAT I SAY EVERY TIME I IN
19.78%:  IS EXACTLY THE REASON I NEVER SPEAK UN
19.77%:  IS EXACTLY WHY I NEVER E
19.70%:  IS EXACTLY WHAT I PRO
34.53%:  IS EXACTLY WHAT I PROPOSE
19.66%:  IS EXACTLY WHY I KEEP SAYING PE
19.65%:  IS EXACTLY THE REASON I KE
27.01%:  IS EXACTLY THE REASON I KEPT YOU
22.54%:  IS EXACTLY THE REASON I KEPT MY
19.63%:  IS EXACTLY THE REASON I NEVER GET ANY RES
19.63%:  IS EXACTLY WHAT I SAY EVERY MORNING UPON GET
19.62%:  IS EXACTLY WHAT I SE
19.55%:  IS EXACTLY THE REASON I NEVER TAKE YOU IN
19.52%:  IS EXACTLY THE REASON I NEVER SPEAK UP
19.52%:  IS EXACTLY WHAT IT SO
19.50%:  IS EXACTLY THE REASON I KEEP G
19.45%:  IS EXACTLY THE REASON I NEVER USE ANYONE
19.45%:  IS EXACTLY THE REASON I NEVER SENT YOU AN
19.43%:  IS EXACTLY WHY I NEVER SAY ST
19.43%:  IS EXACTLY THE REASON WE NEVER T
19.41%:  IS EXACTLY THE REASON I NEVER SIGN MY N
19.39%:  IS EXACTLY THE REASON I NEVER SPOKE IN
19.38%:  IS WHY I NEVER LISTEN TO YOUR CRAPPY
19.35%:  IS EXACTLY WHAT I SAY EVERY MORNING E
19.31%:  IS EXACTLY THE REASON I WAS NEVER SUPER INTO GEN
19.31%:  IS THE REASON I NEVER LET YOU WRITE MY ST
19.28%:  IS EXACTLY THE REASON I NEVER WRITE IT
19.27%:  IS EXACTLY THE REASON YOU NEVER GET ANY NEW
19.23%:  IS EXACTLY THE REASON I STAY OUT
19.21%:  IS EXACTLY THE REASON I KEPT IT
19.20%:  IS EXACTLY THE REASON I WAS NOT IN
19.16%:  IS EXACTLY THE REASON I NEVER GET INTO
19.14%:  IS THE REASON PEOPLE SAYING
19.12%:  IS WHY I NEVER TALK TO ANYONE IN
19.10%:  IS EXACTLY THE REASON I NEVER SET
19.09%:  IS EXACTLY THE REASON I NEVER TRUST MY OWN IN
19.09%:  IS EXACTLY WHY I NEVER SPEAK IN A
19.03%:  IS THE REASON I NEVER LET YOU SPE
40.83%:  IS THE REASON I NEVER LET YOU SPEAK AT MY
32.34%:  IS THE REASON I NEVER LET YOU SPEAK IN
19.02%:  IS EXACTLY HOW G
19.02%:  IS WHY YOU ARE
18.98%:  IS EXACTLY WHY YOU NEVER GET AN
18.92%:  IS EXACTLY WHY I NEVER USE P
18.90%:  IS EXACTLY THE REASON I WAS UN
18.86%:  IS WHY I NEVER LET YOU SPEAK AT C
18.85%:  IS EXACTLY WHAT I SAY EVERY TIME I GUE
18.80%:  IS EXACTLY THE REASON I NEVER TRI
18.80%:  IS WHY I NEVER LISTEN TO YOUR TAPE RE
18.76%:  IS EXACTLY WHY I NEVER TAUG
18.73%:  IS EXACTLY WHY I NEVER SUG
27.82%:  IS EXACTLY WHY I NEVER SUGGEST ANY
18.72%:  IS EXACTLY WHAT A
18.71%:  IS EXACTLY WHY I REMAIN
18.70%:  IS THE REASON I NEVER LET ANYONE SAY IT
18.66%:  IS EXACTLY THE REASON I GIVE MY
18.65%:  IS EXACTLY WHY YOU NEVER IN
18.64%:  IS WHY I NEVER LISTEN TO YOUR C
18.63%:  IS EXACTLY WHAT I SAY EVERY TIME I POOP IN
18.63%:  IS THE REASON PEOPLE T
18.63%:  IS EXACTLY WHAT I RE
18.62%:  IS EXACTLY WHAT I SAY EVERY MORNING TO KEEP UP
18.60%:  IS EXACTLY WHAT I SAY EVERY TIME I PRES
55.76%:  IS EXACTLY WHAT I SAY EVERY TIME I PRESENT SO
18.56%:  IS EXACTLY THE REASON I WRITE STU
18.55%:  IS EXACTLY WHY I GIVE PE
18.55%:  IS EXACTLY THE REASON I NEVER ANSWER S
18.54%:  IS EXACTLY WHY I NEVER SIGN MY
18.52%:  IS EXACTLY THE REASON I NEVER SAY SO
18.52%:  IS EXACTLY THE REASON I KEEP SAYING YOU W
18.52%:  IS EXACTLY WHY I NEVER USE ANYONE
18.50%:  IS EXACTLY THE REASON I NEVER WRITE SU
18.47%:  IS EXACTLY HOW YOUR
18.45%:  IS WHY I NEVER TALK TO ANYONE EX
71.35%:  IS WHY I NEVER TALK TO ANYONE EXCEPT MY
18.43%:  IS EXACTLY THE REASON I NEVER SAYING
18.42%:  IS EXACTLY THE REASON I NEVER TAKE YOUR T
18.35%:  IS EXACTLY THE REASON I NEVER TRUST M
18.22%:  IS EXACTLY HOW IT GO
44.85%:  IS EXACTLY HOW IT GOES IN
18.21%:  IS THE REASON I NEVER LET YOU WRITE MY S
18.07%:  IS WHY I NEVER LISTEN TO YOUR EX
22.02%:  IS WHY I NEVER LISTEN TO YOUR EXTRA
18.07%:  IS EXACTLY THE REASON I NEVER WRITE SO
18.05%:  IS EXACTLY WHY I KEEP T
18.03%:  IS THE REASON I NEVER S
54.47%:  IS THE REASON I NEVER SAY ANY
18.00%:  IS EXACTLY THE REASON I KEEP SAYING NO
18.00%:  IS EXACTLY THE REASON I SA
17.99%:  IS EXACTLY THE REASON I NEVER WENT OUT
17.98%:  IS EXACTLY THE REASON I NEVER POST MY
17.96%:  IS EXACTLY THE REASON I KEEP TR
64.34%:  IS EXACTLY THE REASON I KEEP TRYING TO K
61.30%:  IS EXACTLY THE REASON I KEEP TRYING TO MA
52.00%:  IS EXACTLY THE REASON I KEEP TRYING TO S
45.58%:  IS EXACTLY THE REASON I KEEP TRYING TO MAKE PE
38.31%:  IS EXACTLY THE REASON I KEEP TRYING TO RE
35.51%:  IS EXACTLY THE REASON I KEEP TRYING TO IMP
174.56%:  IS EXACTLY THE REASON I KEEP TRYING TO IMPRESS UP
92.78%:  IS EXACTLY THE REASON I KEEP TRYING TO IMPRESS PE
33.04%:  IS EXACTLY THE REASON I KEEP TRYING NOT
21.02%:  IS EXACTLY THE REASON I KEEP TRYING TO IMPRESS E
20.81%:  IS EXACTLY THE REASON I KEEP TRYING TO SPE
26.61%:  IS EXACTLY THE REASON I KEEP TRYING TO SPEAK EN
25.65%:  IS EXACTLY THE REASON I KEEP TRYING TO SPEAK IN
17.96%:  IS THE REASON I NEVER LET YOU WRITE ST
17.96%:  IS EXACTLY WHAT I SAY EVERY TIME I RES
17.96%:  IS WHY I NEVER LET ANYONE T
17.93%:  IS EXACTLY THE REASON I KEEP SAYING I NE
31.39%:  IS EXACTLY THE REASON I KEEP SAYING I NEVER
17.93%:  IS WHY I NEVER LISTEN TO YOUR TEXT
17.92%:  IS EXACTLY THE REASON I NEVER SIGN MY WORKS AN
17.92%:  IS EXACTLY THE REASON I NEVER USE P
17.91%:  IS WHY I NEVER LISTEN TO YOU IN PR
40.93%:  IS WHY I NEVER LISTEN TO YOU IN PRAYER TIME
17.90%:  IS EXACTLY WHY I GET SO
17.90%:  IS EXACTLY WHY I KEEP SAYING E
17.90%:  IS WHY I NEVER S
38.28%:  IS WHY I NEVER SAY ANY
17.82%:  IS EXACTLY THE REASON I NEVER WRITE AN
17.75%:  IS THE REASON I NEVER LET YOU T
17.74%:  IS EXACTLY WHAT I SAY EVERY TIME I SPO
27.70%:  IS EXACTLY WHAT I SAY EVERY TIME I SPOKE IN
25.56%:  IS EXACTLY WHAT I SAY EVERY TIME I SPOKE IN GEN
19.36%:  IS EXACTLY WHAT I SAY EVERY TIME I SPOKE TO
17.73%:  IS EXACTLY THE REASON I WANT PE
17.71%:  IS EXACTLY THE REASON I NEVER WANT TO RE
17.67%:  IS EXACTLY THE REASON YOU WERE MA
17.66%:  IS EXACTLY THE REASON I NEVER GOT M
17.66%:  IS EXACTLY THE REASON WE G
22.20%:  IS EXACTLY THE REASON WE GIVE
30.21%:  IS EXACTLY THE REASON WE GIVE YOU
17.65%:  IS THE REASON I NEVER LET YOU IN
17.65%:  IS EXACTLY WHAT I SAY EVERY TIME I STOP
17.55%:  IS EXACTLY THE REASON I GIVE OUT
17.46%:  IS EXACTLY WHAT EVERY S
21.47%:  IS EXACTLY WHAT EVERY SENT
17.41%:  IS EXACTLY THE REASON I KEEP SAYING YOUR VER
17.41%:  IS WHY I NEVER LET ANYONE IN
17.40%:  IS EXACTLY THE REASON I KEEP SAYING SO
17.39%:  IS EXACTLY THE REASON I NEVER TAKE MY
17.34%:  IS HOW YOU
17.32%:  IS EXACTLY THE REASON I NEVER PRET
17.30%:  IS EXACTLY THE REASON I NEVER WANT TO P
17.28%:  IS THE REASON PEOPLE GET
17.27%:  IS EXACTLY THE REASON I PRET
17.27%:  IS EXACTLY WHY I NEVER MAKE PRO
17.27%:  IS EXACTLY WHY I NEVER PROMISE YOU
17.27%:  IS EXACTLY WHY YOU NEVER GET TO SPE
17.77%:  IS EXACTLY WHY YOU NEVER GET TO SPEAK IN
17.26%:  IS EXACTLY WHAT S
17.24%:  IS EXACTLY WHY G
17.24%:  IS EXACTLY WHY I NEVER TE
17.22%:  IS THE REASON I NEVER LET ANYONE K
17.22%:  IS EXACTLY THE REASON YOU WERE NE
32.38%:  IS EXACTLY THE REASON YOU WERE NEVER S
27.70%:  IS EXACTLY THE REASON YOU WERE NEVER IN
18.04%:  IS EXACTLY THE REASON YOU WERE NEVER A
17.22%:  IS EXACTLY WHY NO ONE E
23.25%:  IS EXACTLY WHY NO ONE EVER S
26.09%:  IS EXACTLY WHY NO ONE EVER SAYS IT
19.99%:  IS EXACTLY WHY NO ONE EVER USE
17.21%:  IS EXACTLY WHY YOU NEVER T
17.20%:  IS EXACTLY WHY I KEEP SAYING NOT E
17.19%:  IS EXACTLY THE REASON WE NEVER GET
20.36%:  IS EXACTLY THE REASON WE NEVER GET ANY
17.19%:  IS EXACTLY WHAT I SAY EVERY TIME I OR
17.14%:  IS EXACTLY WHY YOU NEVER GET TO S
17.12%:  IS EXACTLY THE REASON I KEEP SAYING T
17.08%:  IS THE REASON PEOPLE ARE ST
17.06%:  IS WHY I NEVER LISTEN TO YOUR TAKE
17.06%:  IS EXACTLY THE REASON I NEVER M
17.04%:  IS EXACTLY WHAT YOU NE
17.02%:  IS EXACTLY WHY I NEVER GOT ANYONE
17.01%:  IS WHY PEOPLE MA
16.98%:  IS EXACTLY THE REASON I KEEP SAYING E
16.97%:  IS EXACTLY THE REASON I NEVER SPEAK MY O
16.92%:  IS WHY PEOPLE ARE CON
16.89%:  IS EXACTLY THE REASON I WRITE STORIES IN AN UN
16.88%:  IS EXACTLY WHY I KEEP TR
235.06%:  IS EXACTLY WHY I KEEP TRYING TO GET
160.77%:  IS EXACTLY WHY I KEEP TRYING TO GET PE
69.94%:  IS EXACTLY WHY I KEEP TRYING TO T
56.04%:  IS EXACTLY WHY I KEEP TRYING TO MA
50.17%:  IS EXACTLY WHY I KEEP TRYING TO K
42.08%:  IS EXACTLY WHY I KEEP TRYING TO MAKE PE
41.54%:  IS EXACTLY WHY I KEEP TRYING TO S
35.26%:  IS EXACTLY WHY I KEEP TRYING TO GET R
34.97%:  IS EXACTLY WHY I KEEP TRYING TO RE
38.29%:  IS EXACTLY WHY I KEEP TRYING TO REMOVE
30.49%:  IS EXACTLY WHY I KEEP TRYING TO PRO
37.49%:  IS EXACTLY WHY I KEEP TRYING TO PROVE I
29.75%:  IS EXACTLY WHY I KEEP TRYING NOT
24.33%:  IS EXACTLY WHY I KEEP TRYING TO ST
20.81%:  IS EXACTLY WHY I KEEP TRYING TO TA
19.36%:  IS EXACTLY WHY I KEEP TRYING NOT TO SPE
30.66%:  IS EXACTLY WHY I KEEP TRYING NOT TO SPEAK IN
18.64%:  IS EXACTLY WHY I KEEP TRYING TO IMP
113.64%:  IS EXACTLY WHY I KEEP TRYING TO IMPRESS UP
66.58%:  IS EXACTLY WHY I KEEP TRYING TO IMPRESS ON
50.86%:  IS EXACTLY WHY I KEEP TRYING TO IMPRESS PE
37.06%:  IS EXACTLY WHY I KEEP TRYING TO IMPRESS UPON E
28.25%:  IS EXACTLY WHY I KEEP TRYING TO IMPRO
18.62%:  IS EXACTLY WHY I KEEP TRYING TO MAKE E
16.85%:  IS EXACTLY WHY I NEVER TRUST ANYONE TO S
16.85%:  IS EXACTLY WHAT MAKES YOUR
16.85%:  IS EXACTLY WHY I SA
16.85%:  IS WHY I NEVER LISTEN TO YOUR N
16.79%:  IS EXACTLY WHY I KEEP SAYING NOT TO S
16.76%:  IS WHY I NEVER LISTEN TO YOUR I
16.75%:  IS EXACTLY THE REASON I NEVER ANNO
