T-Rex (punchline): Oh man, a sunset! Boo hoo hoo!
100.00%: 
0.49%:  T
0.00%:  (pal
0.00%:  T-Rex is asleep,
0.00%:  the case
0.00%:  the T-Rex cous
0.00%:  T-Rex is such
0.00%:  T-Rex is ple
0.00%:  T-Rex is comp
0.00%:  T-Rex has to help
0.00%:  T-Rex is upset!
0.00%:  T-Rex is put
0.00%:  a sheep
0.00%:  the T-Rex plan!
0.00%:  T-Rex punches in
0.00%:  the T-Rex house is p
0.00%:  T-Rex comes on
0.00%:  the T-Rex clone
0.00%:  T-Rex chooses one plan
0.00%:  T-Rex spo
0.00%:  (cap
0.00%:  the T-Rex is no
0.00%:  the h
0.00%:  the T-Rex house, an
0.00%:  (action
0.00%:  T-Rex, alone on a mount
0.00%:  T-Rex is on the sun
0.00%:  a stolen
0.00%:  the silence
0.00%:  T-Rex, please
0.00%:  T-Rex com
0.00%:  (Too
0.00%:  T-Rex pos
0.00%:  (ha
0.00%:  T-Rex cannot sleep!
0.00%:  T-Rex hops
0.00%:  T-Rex is late
0.00%:  (is
0.00%:  (sol
0.00%:  (inst
0.00%:  T-Rex has some un
0.00%:  T-Rex helps out his
0.00%:  the col
0.00%:  T-Rex is alone, on
0.00%:  T-Rex spots a
0.00%:  the T-Rex is alone!
0.00%:  (son
0.00%:  T-Rex comes in
0.00%:  T-Rex has lunch at
0.00%:  (T-Rex is home
0.00%:  (T-Rex is home alone
0.00%:  (T-Rex is home alone,
0.00%:  T-Rex has let
0.00%:  the T-Rex soon comes
0.00%:  the T-Rex soon comes upon
0.00%:  (Rec
0.00%:  T-Rex is cool
0.00%:  the com
0.00%:  the T-Rex is ch
0.00%:  the ho
0.00%:  the T-Rex house sun
0.00%:  T-Rex on a plane to
0.00%:  T-Rex shops
0.00%:  T-Rex lo
0.00%:  - an
0.00%:  T-Rex spies on the
0.00%:  a p
0.00%:  T-Rex upon close
0.00%:  T-Rex cuts open
0.00%:  T-Rex has a close
0.00%:  the social
0.00%:  the scheme
0.00%:  T-Rex sleeps,
0.00%:  (Ten
0.00%:  T-Rex stomps on an
0.00%:  T-Rex is on a plane home
0.00%:  T-Rex is put on
0.00%:  -TO
0.00%:  T-Rex has someone punch
0.00%:  the T-Rex plus
0.00%:  T-Rex comes into
0.00%:  the T-Rex couple is
0.00%:  (exp
0.00%:  the T-Rex police!
0.00%:  T-Rex on the school
0.00%:  (am
0.00%:  T-Rex sits on a cl
0.00%:  T-Rex schools
0.00%:  (ah
0.00%:  T-Rex is B
0.00%:  the T-Rex clos
0.00%:  the cou
0.00%:  (Bul
0.00%:  (etc
0.00%:  the T-Rex canon!
0.00%:  T-Rex punches a mountain
0.00%:  T-Rex pushes them
0.00%:  (list
0.00%:  (punchline!
0.00%:  T-Rex alone, on
0.00%:  T-Rex has phone
0.00%:  T-Rex loses at
0.00%:  T-Rex has sent
0.00%:  T-Rex hates sun
0.00%:  the T-Rex musical
0.00%:  T-Rex puts on an
0.00%:  the T-Rex loses a
0.00%:  T-Rex is alone on top
0.00%:  (econom
0.00%:  (spot
0.00%:  the T-Rex social
0.00%:  (alone
0.00%:  the T-Rex house, noon!
0.00%:  the T-Rex is on a
0.00%:  T-Rex has to clean
0.00%:  T-Rex has to clean up his
0.00%:  T-Rex has to clean up some
0.00%:  T-Rex cool
0.00%:  the chase
0.00%:  at lunch
0.00%:  T-Rex sleeps in
0.00%:  (location
0.00%:  the T-Rex opens a
0.00%:  T-Rex has lunch,
0.00%:  T-Rex chooses one path
0.00%:  T-Rex mis
0.00%:  T-Rex punches holes into
0.00%:  - oh
0.00%:  the T-Rex house consum
0.00%:  T-Rex is home alone on
0.00%:  T-Rex is on an
0.00%:  T-Rex is put on house
0.00%:  T-Rex places his
0.00%:  T-Rex lies to
0.00%:  (ult
0.00%:  T-Rex apol
0.00%:  T-Rex has a nice
0.00%:  (pen
0.00%:  (his
0.00%:  T-Rex has some alone
0.00%:  (escape
0.00%:  T-Rex, please!
0.00%:  the can
0.00%:  the T-Rex house has an
0.00%:  T-Rex phones in
0.00%:  (T-Rex is punch
0.00%:  the human
0.00%:  a sinc
0.00%:  (chem
0.00%:  T-Rex has to punch a
0.00%:  T-Rex is consum
0.00%:  T-Rex has in
0.00%:  the T-Rex is up
0.00%:  (T-Rex is on
0.00%:  (pass
0.00%:  T-Rex has lunch at home
0.00%:  T-Rex, on his
0.00%:  the T-Rex lies!
0.00%:  the season
0.00%:  at school
0.00%:  (spl
0.00%:  the T-Rex as he
0.00%:  T-Rex, hum
0.00%:  T-Rex ups
0.00%:  T-Rex has a house
0.00%:  the T-Rex hom
0.00%:  the T-Rex plans!
0.00%:  T-Rex, much
0.00%:  T-Rex punches the moon in
0.00%:  T-Rex has to come
0.00%:  T-Rex has to come up
0.00%:  T-Rex has his phone on
0.00%:  T-Rex is asleep!
0.00%:  T-Rex loses one
0.00%:  T-Rex put
0.00%:  a sunset, T
0.00%:  T-Rex em
0.00%:  the epic
0.00%:  the so
0.00%:  T-Rex up close
0.00%:  a TR
0.00%:  T-Rex is at home, punch
0.00%:  T-Rex notices he
0.00%:  the claims
0.00%:  (men
0.00%:  the T-Rex is su
0.00%:  (T-Rex on the phone,
0.00%:  T-Rex snaps,
0.00%:  T-Rex is on a plane home,
0.00%:  the no
0.00%:  T-Rex (p
0.00%:  T-Rex (punchline): Oh
0.00%:  T-Rex (punchline): Oh,
0.00%:  T-Rex (punchline): no
0.00%:  T-Rex (punchline): nooooo
0.00%:  T-Rex (punchline): Oh no
0.00%:  T-Rex (punchline): Oh nooooo
0.00%:  T-Rex (punchline): Oh no,
0.00%:  T-Rex (punchline): so
0.00%:  T-Rex (punchline): Oh man
0.00%:  (theme
0.00%:  a 
0.00%:  T-Rex claps
0.00%:  the console
0.00%:  T-Rex mo
0.00%:  the T-Rex comes upon his
0.00%:  a lot
0.00%:  T-Rex has a punch
0.00%:  T-Rex punches them
0.00%:  the T-Rex machine
0.00%:  the T-Rex upon
0.00%:  (pot
0.00%:  T-Rex has con
0.00%:  (camp
0.00%:  T-Rex (punchline): the
0.00%:  the T-Rex sc
0.00%:  the T-Rex calm
0.00%:  T-Rex pals
0.00%:  a cup
0.00%:  T-Rex a
0.00%:  the T-Rex has plans
0.00%:  the T-Rex has un
0.00%:  the sl
0.00%:  T-Rex is up on a cl
0.00%:  T-Rex is alone on the moon
0.00%:  T-Rex is alone on the moon,
0.00%:  T-Rex stomps on one
0.00%:  a pool
0.00%:  the T-Rex house sh
0.00%:  T-Rex opens his lunch
0.00%:  at 
0.00%:  the panel
0.00%:  a clue
0.00%:  the T-Rex house, on a sun
0.00%:  T-Rex counts sheep
0.00%:  T-Rex has a lot
0.00%:  T-Rex comes up on
0.00%:  the plac
0.00%:  (ent
0.00%:  T-Rex, at
0.00%:  T-Rex, at home!
0.00%:  the sp
0.00%:  the T-Rex house soon
0.00%:  the T-Rex plans on
0.00%:  T-Rex uses up
0.00%:  the T-Rex punches a man
0.00%:  T-Rex on an
0.00%:  T-Rex at a
0.00%:  T-Rex at a sun
0.00%:  T-Rex plus
0.00%:  T-Rex peace
0.00%:  a sm
0.00%:  the (
0.00%:  (season
0.00%:  T-Rex is haul
0.00%:  a less
0.00%:  (lon
0.00%:  the sh
0.00%:  T-Rex pauses to
0.00%:  T-Rex consumes too
0.00%:  T-Rex, no
0.00%:  T-Rex is p
0.00%:  T-Rex chats up a
0.00%:  T-Rex is at home, on
0.00%:  (the sun is up
0.00%:  O B
0.00%:  the T-Rex home, sun
0.00%:  (loc
0.00%:  T-Rex, upon close
0.00%:  T-Rex steps on a le
0.00%:  - not
0.00%:  T-Rex punches the sun in
0.00%:  T-Rex phones them
0.00%:  the T-Rex has no plans,
0.00%:  T-Rex teaches his
0.00%:  (spec
0.00%:  T-Rex comes out on
0.00%:  T-Rex is con
0.00%:  T-Rex sent
0.00%:  T-Rex punches holes in a
0.00%:  T-Rex lou
0.00%:  (ac
0.00%:  T-Rex home alone on
0.00%:  T-Rex punches out a hole
0.00%:  - TR
0.00%:  T-Rex on a plane home
0.00%:  T-Rex is c
0.00%:  a homeless
0.00%:  T-Rex has upset
0.00%:  T-Rex at home, phone
0.00%:  the T-Rex has no plans!
0.00%:  -on
0.00%:  the T-Rex house on a
0.00%:  T-Rex punches out one
0.00%:  (main
0.00%:  (Blo
0.00%:  T-Rex is sent
0.00%:  T-Rex means
0.00%:  a human
0.00%:  the T-Rex smiles
0.00%:  T-Rex smiles!
0.00%:  T-Rex has a much
0.00%:  T-Rex mon
0.00%:  T-Rex monopol
0.00%:  (snap
0.00%:  (cos
0.00%:  T-Rex has a one
0.00%:  T-Rex comes upon a house on
0.00%:  (T-Rex is alone
0.00%:  (names
0.00%:  (ann
0.00%:  T-Rex sheep
0.00%:  (host
0.00%:  the T-Rex plans come
0.00%:  the T-Rex so
0.00%:  T-Rex places an
0.00%:  (Time
0.00%:  a t
0.00%:  the T-Rex is on a plane
0.00%:  the T-Rex chums
0.00%:  T-Rex shops online
0.00%:  T-Rex has too
0.00%:  T-Rex has too much on
0.00%:  T-Rex has too much sun
0.00%:  T-Rex has come upon an
0.00%:  the a
0.00%:  T-Rex at home, p
0.00%:  (slash
0.00%:  (soc
0.00%:  at his
0.00%:  T-Rex comes upon one
0.00%:  T-Rex puts in
0.00%:  T-Rex comes up to
0.00%:  a cou
0.00%:  T-Rex has to punch a hole
0.00%:  the T-Rex house! sun
0.00%:  (custom
0.00%:  T-Rex has some lunch!
0.00%:  T-Rex has chosen a
0.00%:  the T-Rex phone has
0.00%:  T-Rex, a man
0.00%:  the che
0.00%:  (mont
0.00%:  T-Rex lost
0.00%:  a sunset! T
0.00%:  the T-Rex spies
0.00%:  (enh
0.00%:  (el
0.00%:  T-Rex imp
0.00%:  a sunset! T-Rex,
0.00%:  the mo
0.00%:  T-Rex pauses,
0.00%:  the consum
0.00%:  (T-Rex is home,
0.00%:  T-Rex is l
0.00%:  T-Rex t
0.00%:  (T-Rex has no
0.00%:  (Tom
0.00%:  T-Rex is on the moon, punch
0.00%:  T-Rex chooses option one
0.00%:  T-Rex (punchline): Oh nooooo!
0.00%:  a chase
0.00%:  T-Rex steps on an
0.00%:  (oo
0.00%:  the T-Rex house, pool
0.00%:  (Best
0.00%:  (Bl
0.00%:  the T-Rex house is ha
0.00%:  T-Rex hops on his
0.00%:  T-Rex, alone in
0.00%:  the T-Rex punchline,
0.00%:  the T-Rex is much
0.00%:  (Tex
0.00%:  T-Rex punches sun
0.00%:  T-Rex has spent each
0.00%:  the T-Rex, upon
0.00%:  T-Rex is up to
0.00%:  the T-Rex houses a
0.00%:  T-Rex has chosen the
0.00%:  (cou
0.00%:  T-Rex is home on
0.00%:  T-Rex sees a man
0.00%:  T-Rex has a melt
0.00%:  T-Rex consumes a lot
0.00%:  (T-Rex, alone):
0.00%:  (T-Rex pun
0.00%:  (T-Rex punches out
0.00%:  (T-Rex punches the
0.00%:  (T-Rex punches a
0.00%:  (T-Rex punches a hole
0.00%:  (T-Rex punches the moon
0.00%:  the schemes
0.00%:  (T-Rex has a
0.00%:  T-Rex is home alone, so
0.00%:  T-Rex cuts up
0.00%:  a mon
0.00%:  the T-Rex name
0.00%:  the T-Rex monocle!
0.00%:  alex
0.00%:  at some
0.00%:  (Out
0.00%:  T-Rex cops
0.00%:  the T-Rex ph
0.00%:  T-Rex uses an
0.00%:  (miss
0.00%:  T-Rex (punchline): Oh nooo
0.00%:  the hopes
0.00%:  T-Rex up on the
0.00%:  T-Rex has a con
0.00%:  a class
0.00%:  T-Rex punches a man!
0.00%:  T-Rex loses to
0.00%:  T-Rex me
0.00%:  the T-Rex non
0.00%:  a ple
0.00%:  the T-Rex sum
0.00%:  the T-Rex loses an
0.00%:  T-Rex, in the
0.00%:  (est
0.00%:  the T-Rex punches in
0.00%:  (ta
0.00%:  (sent
0.00%:  T-Rex puts on some clean
0.00%:  T-Rex came
0.00%:  T-Rex came up
0.00%:  (T-Rex home
0.00%:  (T-Rex home alone,
0.00%:  (T-Rex comes
0.00%:  T-Rex has an epic
0.00%:  T-Rex cannot sleep,
0.00%:  (ment
0.00%:  T-Rex is lunch
0.00%:  T-Rex causes the
0.00%:  T-Rex has a colon
0.00%:  T-Rex chooses option B
0.00%:  the T-Rex punches an
0.00%:  ( T
0.00%:  the T-Rex house, plus
0.00%:  T-Rex haul
0.00%:  (met
0.00%:  (omin
0.00%:  the T-Rex 
0.00%:  the T-Rex lo
0.00%:  the T-Rex looph
0.00%:  T-Rex in a com
0.00%:  (Bo
0.00%:  T-Rex hops on the
0.00%:  T-Rex has cut
0.00%:  T-Rex has poison
0.00%:  T-Rex soon comes
0.00%:  a hole
0.00%:  T-Rex posts an
0.00%:  T-Rex has cool
0.00%:  T-Rex notes
0.00%:  the T-Rex uses a
0.00%:  (use
0.00%:  T-Rex pauses on
0.00%:  T-Rex punches a hole in a sun
0.00%:  (mp
0.00%:  (T-Rex is on the phone,
0.00%:  (cal
0.00%:  a scheme
0.00%:  the once
0.00%:  O R
0.00%:  (options
0.00%:  T-Rex is alone at
0.00%:  T-Rex is alone at home!
0.00%:  the T-Rex che
0.00%:  T-Rex spins
0.00%:  (ca
0.00%:  the T-Rex also
0.00%:  -O
0.00%:  (T-Rex in
0.00%:  the T-Rex chumps
0.00%:  (ass
0.00%:  T-Rex is soon
0.00%:  the peace
0.00%:  T-Rex punches out a man
0.00%:  a sh
0.00%:  T-Rex she
0.00%:  (alt
0.00%:  T-Rex punches a moon
0.00%:  T-Rex has a sleep
0.00%:  (T-Rex opens
0.00%:  the T-Rex house, no
0.00%:  the T-Rex is on a plane,
0.00%:  the T-Rex is home!
0.00%:  - almost
0.00%:  - O
0.00%:  (punchline, no
0.00%:  T-Rex is honest
0.00%:  the champ
0.00%:  T-Rex sits home
0.00%:  T-Rex sits home alone!
0.00%:  T-Rex, out
0.00%:  T-Rex shoots a
0.00%:  -an
0.00%:  (pon
0.00%:  T-Rex is home alone, p
0.00%:  the T-Rex is alone on
0.00%:  (punchline to
0.00%:  T-Rex has ch
0.00%:  the T-Rex plans his
0.00%:  the T-Rex miss
0.00%:  the T-Rex is on a plane!
0.00%:  T-Rex must console
0.00%:  (T-Rex is home, alone
0.00%:  T-Rex chases the
0.00%:  T-Rex o
0.00%:  the colon
0.00%:  the T-Rex pool
0.00%:  (soap
0.00%:  T-Rex helps an
0.00%:  T-Rex shoots a hole
0.00%:  (hat
0.00%:  (pul
0.00%:  T-Rex, the champion
0.00%:  T-Rex much
0.00%:  the T-Rex house los
0.00%:  T-Rex compels
0.00%:  (T-Rex home alone):
0.00%:  T-Rex is sp
0.00%:  T-Rex phot
0.00%:  the T-Rex schools
0.00%:  T-Rex puts on sun
0.00%:  the T-Rex men
0.00%:  the open
0.00%:  T-Rex comes to!
0.00%:  T-Rex is at a
0.00%:  T-Rex po
0.00%:  T-Rex punches him
0.00%:  a last
0.00%:  T-Rex has a nose
0.00%:  the T-Rex phones a
0.00%:  T-Rex, complete
0.00%:  T-Rex punches so
0.00%:  (T-Rex los
0.00%:  T-Rex social
0.00%:  the T-Rex chooses a
0.00%:  T-Rex is one
0.00%:  T-Rex la
0.00%:  (shop
0.00%:  T-Rex has the house
0.00%:  T-Rex in a sun
0.00%:  the meal
0.00%:  T-Rex home alone, sun
0.00%:  T-Rex eats some lunch
0.00%:  the T-Rex has no clue
0.00%:  T-Rex posts online
0.00%:  (ones
0.00%:  T-Rex ins
0.00%:  the T-Rex plans some
0.00%:  (spect
0.00%:  T-Rex plans a sun
0.00%:  T-Rex is home alone, on
0.00%:  T-Rex alone, on the
0.00%:  a social
0.00%:  T-Rex almost pun
0.00%:  T-Rex almost punches a
0.00%:  T-Rex (punchline): B
0.00%:  T-Rex spe
0.00%:  T-Rex has such an
0.00%:  T-Rex must choose one
0.00%:  T-Rex, in a
0.00%:  the T-Rex moon!
0.00%:  (Results
0.00%:  a plac
0.00%:  the T-Rex one
0.00%:  T-Rex counts on one
0.00%:  T-Rex phones the school
0.00%:  T-Rex (punchline): not
0.00%:  a ha
0.00%:  (pa
0.00%:  a cop
0.00%:  T-Rex stops in
0.00%:  T-Rex houses
0.00%:  TO BR
0.00%:  (lines
0.00%:  (name
0.00%:  (step
0.00%:  (T-Rex is on the phone):
0.00%:  T-Rex comes on too
0.00%:  -com
0.00%:  the T-Rex meal
0.00%:  the BR
0.00%:  the cho
0.00%:  the T-Rex monopol
0.00%:  T-Rex moons the
0.00%:  T-Rex chooses one option
0.00%:  T-Rex comes upon a house,
0.00%:  a poet
0.00%:  (html
0.00%:  T-Rex has lunch at home,
0.00%:  T-Rex is h
0.00%:  (hole
0.00%:  (lam
0.00%:  a sleep
0.00%:  - RO
0.00%:  T-Rex has spent much
0.00%:  T-Rex puts an
0.00%:  (polit
0.00%:  (Response
0.00%:  T-Rex punches a man on
0.00%:  (phase
0.00%:  T-Rex (punchline): oh
0.00%:  T-Rex as usual
0.00%:  T-Rex closes up
0.00%:  T-Rex has also
0.00%:  T-Rex pushes an
0.00%:  the T-Rex has a come
0.00%:  the T-Rex has come upon an
0.00%:  the T-Rex lies,
0.00%:  a col
0.00%:  T-Rex homes
0.00%:  T-Rex homes in on the sun
0.00%:  T-Rex has put his
0.00%:  the T-Rex pose
0.00%:  (times
0.00%:  a clim
0.00%:  - complete
0.00%:  T-Rex is so much
0.00%:  T-Rex schemes
0.00%:  the sex
0.00%:  the clone
0.00%:  T-Rex punches the sun on
0.00%:  T-Rex phones home to his
0.00%:  T-Rex ass
0.00%:  T-Rex is alone, punch
0.00%:  T-Rex consoles a
0.00%:  -s
0.00%:  the T-Rex is comp
0.00%:  (Te
0.00%:  T-Rex loses out on an
0.00%:  (Ben
0.00%:  T-Rex has to sleep
0.00%:  T-Rex phone home
0.00%:  the T-Rex pun!
0.00%:  T-Rex (punchline): Oh man!
0.00%:  T-Rex is eaten
0.00%:  T-Rex alone on top
0.00%:  (the sun has come up on
0.00%:  the RO
0.00%:  -oh
0.00%:  (Rel
0.00%:  the T-Rex places his
0.00%:  -!
0.00%:  (!
0.00%:  T-Rex has come out
0.00%:  T-Rex has come out on
0.00%:  T-Rex is too much
0.00%:  T-Rex puts on some cool
0.00%:  T-Rex is chosen
0.00%:  T-Rex en
0.00%:  T-Rex at home, lou
0.00%:  T-Rex special
0.00%:  T-Rex has to punch some
0.00%:  OR!
0.00%:  the pal
0.00%:  T-Rex steals a
0.00%:  T-Rex helps out an
0.00%:  T-Rex an
0.00%:  the T-Rex is un
0.00%:  T-Rex is chop
0.00%:  the T-Rex alone
0.00%:  T-Rex pushes on
0.00%:  a couples
0.00%:  T-Rex, as he
0.00%:  the T-Rex house impl
0.00%:  T-Rex smiles,
0.00%:  (mil
0.00%:  (steps
0.00%:  T-Rex leaps into
0.00%:  the T-Rex muscles
0.00%:  T-Rex has an un
0.00%:  T-Rex punches one sun
0.00%:  T-Rex is the one
0.00%:  T-Rex puts sun
0.00%:  T-Rex is sn
0.00%:  (Tim
0.00%:  the am
0.00%:  T-Rex sits upon
0.00%:  T-Rex shouts,
0.00%:  the sc
0.00%:  T-Rex puts on one
0.00%:  T-Rex (punchline): sun
0.00%:  the T-Rex up
0.00%:  (plain
0.00%:  T-Rex stole
0.00%:  T-Rex has a couple
0.00%:  -TR
0.00%:  T-Rex teams
0.00%:  a che
0.00%:  T-Rex helps the sun
0.00%:  T-Rex is calm
0.00%:  the ex
0.00%:  the e
0.00%:  T-Rex sunset
0.00%:  T-Rex alone on the moon
0.00%:  T-Rex plans the
0.00%:  T-Rex has lunch on
0.00%:  - BO
0.00%:  T-Rex is on the school
0.00%:  -in
0.00%:  T-Rex puts on his cool
0.00%:  the sole
0.00%:  the T-Rex has no such
0.00%:  the T-Rex scale
0.00%:  - one
0.00%:  a spl
0.00%:  (Res
0.00%:  T-Rex (punchline): O
0.00%:  a st
0.00%:  a sum
0.00%:  the T-Rex pe
0.00%:  the T-Rex pal
0.00%:  (T-Rex sp
0.00%:  T-Rex is alone, on the
0.00%:  T-Rex is at home on
0.00%:  T-Rex moons the sun!
0.00%:  T-Rex impl
0.00%:  the poison
0.00%:  a can
0.00%:  T-Rex is ha
0.00%:  T-Rex touches his
0.00%:  T-Rex has plans!
0.00%:  T-Rex is alone, sun
0.00%:  T-Rex punches a hole in a moon
0.00%:  (pin
0.00%:  a cons
0.00%:  T-Rex, on a
0.00%:  T-Rex has lunch at home!
0.00%:  the T-Rex claims he
0.00%:  T-Rex places the
0.00%:  the T-Rex complain
0.00%:  T-Rex moons the couple
0.00%:  -That
0.00%:  a sunset, T-Rex alone
0.00%:  T-Rex has an epic sun
0.00%:  T-Rex chooses an option
0.00%:  T-Rex punches the moon so
0.00%:  the T-Rex hasn
0.00%:  T-Rex has his phone out
0.00%:  the T-Rex punches on
0.00%:  (T-Rex phones
0.00%:  (the sun is on
0.00%:  T-Rex notices sun
0.00%:  (mot
0.00%:  the sinc
0.00%:  T-Rex ups his
0.00%:  (ash
0.00%:  O T
0.00%:  T-Rex posts an online
0.00%:  T-Rex acts upon
0.00%:  T-Rex alone at
0.00%:  T-Rex alone at home
0.00%:  T-Rex alone at home!
0.00%:  T-Rex alone at sun
0.00%:  T-Rex punches a man in
0.00%:  T-Rex poison
0.00%:  the T-Rex compels
0.00%:  T-Rex has, once
0.00%:  (T-Rex can
0.00%:  T-Rex eats some lunch!
0.00%:  T-Rex sleeps!
0.00%:  - also
0.00%:  T-Rex put his
0.00%:  the T-Rex has come upon a sun
0.00%:  T-Rex leaps to
0.00%:  T-Rex solem
0.00%:  the special
0.00%:  the T-Rex is such
0.00%:  T-Rex is 
0.00%:  (punchline, T
0.00%:  T-Rex copies
0.00%:  -RO
0.00%:  a no
0.00%:  T-Rex leaps onto
0.00%:  T-Rex opens an
0.00%:  T-Rex is home, on
0.00%:  T-Rex chooses one option!
0.00%:  T-Rex, home
0.00%:  T-Rex, home alone!
0.00%:  T-Rex is home alone, sun
0.00%:  (scheme
0.00%:  the T-Rex couples!
0.00%:  T-Rex is sent home
0.00%:  T-Rex punches a hole out
0.00%:  T-Rex is alone at sun
0.00%:  T-Rex has on
0.00%:  a muscle
0.00%:  (T-Rex comes up
0.00%:  (tan
0.00%:  T-Rex capt
0.00%:  the T-Rex sn
0.00%:  T-Rex has consult
0.00%:  T-Rex loses much
0.00%:  T-Rex loses count
0.00%:  the T-Rex special sun
0.00%:  -not
0.00%:  the T-Rex special,
0.00%:  the T-Rex line
0.00%:  a pan
0.00%:  - same
0.00%:  T-Rex photos
0.00%:  T-Rex chooses one path!
0.00%:  the T-Rex panel
0.00%:  T-Rex cuss
0.00%:  T-Rex chats up someone on
0.00%:  T-Rex helps out on a house
0.00%:  (tech
0.00%:  the soul
0.00%:  T-Rex lets his
0.00%:  T-Rex (st
0.00%:  T-Rex am
0.00%:  T-Rex piss
0.00%:  the T-Rex cops
0.00%:  T-Rex has an out
0.00%:  T-Rex, ut
0.00%:  T-Rex puts on a c
0.00%:  T-Rex in a pool
0.00%:  the T-Rex house is up
0.00%:  a not
0.00%:  the T-Rex cal
0.00%:  (int
0.00%:  the sol
0.00%:  (the sun is,
0.00%:  T-Rex is much too
0.00%:  T-Rex chooses one path,
0.00%:  T-Rex is at home, lou
0.00%:  a map
0.00%:  T-Rex has no sun
0.00%:  the T-Rex house on a sun
0.00%:  T-Rex has the same
0.00%:  T-Rex has complete
0.00%:  T-Rex helps out in
0.00%:  T-Rex consumes 
0.00%:  (T-Rex as
0.00%:  T-Rex has to use
0.00%:  T-Rex opens the mail
0.00%:  T-Rex is on the phone, so
0.00%:  T-Rex is mop
0.00%:  a tele
0.00%:  T-Rex out on
0.00%:  (T-Rex on his
0.00%:  the panels
0.00%:  a polite
0.00%:  T-Rex phones to
0.00%:  -t
0.00%:  T-Rex home alone, punch
0.00%:  a chat
0.00%:  T-Rex punches a mountain,
0.00%:  T-Rex at home on
0.00%:  T-Rex hes
0.00%:  the T-Rex phone,
0.00%:  the T-Rex mail
0.00%:  T-Rex as a
0.00%:  the T-Rex cool
0.00%:  the simple
0.00%:  - someone
0.00%:  B,
0.00%:  the T-Rex o
0.00%:  T-Rex uses cl
0.00%:  T-Rex home,
0.00%:  T-Rex home, alone
0.00%:  T-Rex home, alone!
0.00%:  T-Rex is on the phone, cons
0.00%:  T-Rex phones some
0.00%:  T-Rex helps to
0.00%:  -R
0.00%:  T-Rex is a complete
0.00%:  T-Rex comes upon an honest
0.00%:  the T-Rex house spl
0.00%:  T-Rex notices an
0.00%:  (sin
0.00%:  a co
0.00%:  T-Rex mus
0.00%:  the lun
0.00%:  T-Rex plac
0.00%:  T-Rex is home alone, not
0.00%:  the T-Rex, his
0.00%:  T-Rex 
0.00%:  T-Rex consoles the
0.00%:  the ha
0.00%:  the T-Rex house, up
0.00%:  (Base
0.00%:  T-Rex is not so
0.00%:  T-Rex is not so much
0.00%:  (sch
0.00%:  T-Rex has p
0.00%:  T-Rex is on the phone, ch
0.00%:  the T-Rex houses!
0.00%:  T-Rex chooses plan
0.00%:  (mult
0.00%:  the lies
0.00%:  the T-Rex muscles up
0.00%:  T-Rex sets up an
0.00%:  T-Rex opens a can
0.00%:  (than
0.00%:  T-Rex alone on the moon,
0.00%:  - this
0.00%:  T-Rex as he
0.00%:  the mon
0.00%:  the T-Rex has cal
0.00%:  T-Rex, alone at
0.00%:  T-Rex, alone at home!
0.00%:  T-Rex, alone at sun
0.00%:  a ph
0.00%:  T-Rex shoots a man
0.00%:  the T-Rex poem
0.00%:  T-Rex comes upon a l
0.00%:  T-Rex notices he has
0.00%:  the T-Rex slaps
0.00%:   T
0.00%:  T-Rex pushes out
0.00%:  the T-Rex phones his
0.00%:  T-Rex touches a
0.00%:  the T-Rex slash
0.00%:  T-Rex cuts up some
0.00%:  T-Rex has come to his
0.00%:  (Theme
0.00%:  the T-Rex mess
0.00%:  T-Rex une
0.00%:  T-Rex, on the sun
0.00%:  (emp
0.00%:  T-Rex put on
0.00%:  T-Rex put on his
0.00%:  T-Rex is che
0.00%:  the pac
0.00%:  the T-Rex BO
0.00%:  (t-Rex is
0.00%:  the T-Rex house, sup
0.00%:  T-Rex consumes one
0.00%:  T-Rex has lots
0.00%:  the T-Rex lesson on
0.00%:  -st
0.00%:  the po
0.00%:  (loop
0.00%:  T-Rex, not one
0.00%:  the T-Rex canon has
0.00%:  T-Rex on the moon, alone
0.00%:  (T-Rex punchline):
0.00%:  T-Rex causes a
0.00%:  the -
0.00%:  T-Rex hopes he
0.00%:  T-Rex has since
0.00%:  (acts
0.00%:  T-Rex chats online
0.00%:  the exc
0.00%:  (T-Rex uses
0.00%:  (chap
0.00%:  T-Rex phones an
0.00%:  T-Rex, an
0.00%:  - Oh
0.00%:  the T-Rex musical,
0.00%:  T-Rex has come upon a sun
0.00%:  the T-Rex mis
0.00%:  (tele
0.00%:  T-Rex tele
0.00%:  T-Rex pauses in
0.00%:  a sl
0.00%:  T-Rex has met
0.00%:  T-Rex is upset,
0.00%:  T-Rex hits on
0.00%:  T-Rex is on the moon, alone
0.00%:  T-Rex is s
0.00%:  (map
0.00%:  at noon
0.00%:  T-Rex comes upon a house!
0.00%:  the T-Rex house, un
0.00%:  T-Rex upset
0.00%:  T-Rex post
0.00%:  T-Rex has some lunch,
0.00%:  T-Rex is lou
0.00%:  T-Rex mel
0.00%:  (hen
0.00%:  a once
0.00%:  T-Rex comes to a
0.00%:  at one
0.00%:  T-Rex pauses, then
0.00%:  T-Rex claims the
0.00%:  T-Rex claims the sun
0.00%:  T-Rex has to punch someone on
0.00%:  the T-Rex cousins!
0.00%:  T-Rex shops online!
0.00%:  the T-Rex spl
0.00%:  (Bas
0.00%:  T-Rex comes in on
0.00%:  the canon
0.00%:  T-Rex ho
0.00%:  T-Rex punches a hole in a moon!
